3M France,Infirmier,BAZIRE MARIE LAURE,20/06/2014,REPAS,€26,,
LES LABORATOIRES SERVIER,Médecin,BEHAR PATRICK,20/05/2014,Repas,€19,,
LES LABORATOIRES SERVIER,Médecin,BEHAR PATRICK,02/07/2013,Repas,€25,,
LES LABORATOIRES SERVIER,Médecin,BRUNHES GABRIEL,14/11/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,BRUNHES GABRIEL,14/11/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,BRUNHES GABRIEL,25/03/2014,Repas,€18,,
LES LABORATOIRES SERVIER,Médecin,CHALUMEAU MAXIME,02/07/2013,Repas,€25,,
LES LABORATOIRES SERVIER,Médecin,CHALUMEAU MAXIME,20/05/2014,Repas,€19,,
LES LABORATOIRES SERVIER,Médecin,CHALUMEAU MAXIME,25/03/2014,Repas,€18,,
LES LABORATOIRES SERVIER,Médecin,CROCHEMORE ELISE,11/03/2014,Repas,€18,,
LES LABORATOIRES SERVIER,Médecin,CROCHEMORE ELISE,08/04/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,CROCHEMORE ELISE,08/10/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,CROCHEMORE ELISE,05/06/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,DAMAGE ALEXANDRE,14/11/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,DAMAGE ALEXANDRE,20/05/2014,Repas,€19,,
LES LABORATOIRES SERVIER,Médecin,DUMOUCHEL TESTAERT VERONIQUE,28/11/2013,Repas,€36,,
LES LABORATOIRES SERVIER,Médecin,DURELLE GUILLAUME,10/04/2014,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,DURELLE GUILLAUME,12/12/2013,Repas,€33,,
LES LABORATOIRES SERVIER,Médecin,GAVEAU-GLANTIN MARIE-NOELLE,23/11/2013,Hébergement,€158,,
LES LABORATOIRES SERVIER,Médecin,GAVEAU-GLANTIN MARIE-NOELLE,23/11/2013,Repas,€148,,
LES LABORATOIRES SERVIER,Médecin,GAVEAU-GLANTIN MARIE-NOELLE,12/12/2013,Repas,€33,,
LES LABORATOIRES SERVIER,Médecin,GODET ALAIN,05/06/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,GODET ALAIN,29/10/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,GODET ALAIN,28/11/2013,Repas,€36,,
LES LABORATOIRES SERVIER,Médecin,HAIZE PASCAL,13/12/2013,Repas,€31,,
LES LABORATOIRES SERVIER,Médecin,HAIZE PASCAL,07/03/2014,Repas,€40,,
LES LABORATOIRES SERVIER,Médecin,HAIZE PASCAL,13/06/2014,Repas,€39,,
LES LABORATOIRES SERVIER,Médecin,HAIZE PASCAL,08/04/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,HAIZE PASCAL,11/04/2014,Repas,€36,,
LES LABORATOIRES SERVIER,Médecin,HAIZE PASCAL,30/08/2013,Repas,€31,,
LES LABORATOIRES SERVIER,Médecin,KADRI MUSTAPHA,11/10/2013,Repas,€70,,
LES LABORATOIRES SERVIER,Médecin,KADRI MUSTAPHA,20/11/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,KADRI MUSTAPHA,23/11/2013,Hébergement,€158,,
LES LABORATOIRES SERVIER,Médecin,KADRI MUSTAPHA,23/11/2013,Repas,€148,,
LES LABORATOIRES SERVIER,Médecin,KADRI MUSTAPHA,12/12/2013,Repas,€33,,
LES LABORATOIRES SERVIER,Médecin,KADRI MUSTAPHA,12/04/2014,Hébergement,€117,,
LES LABORATOIRES SERVIER,Médecin,KADRI MUSTAPHA,12/04/2014,Repas,€101,,
LES LABORATOIRES SERVIER,Médecin,LE GALLO CATHERINE,28/11/2013,Repas,€36,,
LES LABORATOIRES SERVIER,Médecin,LEMERCIER MATHIEU,20/05/2014,Repas,€19,,
LES LABORATOIRES SERVIER,Médecin,LEMERCIER MATHIEU,02/07/2013,Repas,€25,,
LES LABORATOIRES SERVIER,Médecin,LEMERCIER MATHIEU,25/03/2014,Repas,€18,,
LES LABORATOIRES SERVIER,Médecin,LE METEIL FRANCOIS,02/07/2013,Repas,€25,,
LES LABORATOIRES SERVIER,Médecin,LE METEIL FRANCOIS,25/03/2014,Repas,€18,,
LES LABORATOIRES SERVIER,Médecin,LE METEIL FRANCOIS,20/05/2014,Repas,€19,,
LES LABORATOIRES SERVIER,Médecin,LESAULT PIERRE FRANCOIS,05/06/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,LESAULT PIERRE FRANCOIS,25/03/2014,Repas,€18,,
LES LABORATOIRES SERVIER,Médecin,LESAULT PIERRE FRANCOIS,20/05/2014,Repas,€19,,
LES LABORATOIRES SERVIER,Médecin,LESAULT PIERRE FRANCOIS,14/11/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,LOUEDIN CATHERINE,21/02/2014,Transport,€782,,
LES LABORATOIRES SERVIER,Médecin,LOUEDIN CATHERINE,21/02/2014,Repas,€71,,
LES LABORATOIRES SERVIER,Médecin,LOUEDIN CATHERINE,21/02/2014,Hébergement,€210,,
LES LABORATOIRES SERVIER,Médecin,LOUEDIN CATHERINE,28/11/2013,Repas,€36,,
LES LABORATOIRES SERVIER,Médecin,LOUEDIN CATHERINE,21/02/2014,Autre : Inscription,€325,,
LES LABORATOIRES SERVIER,Médecin,MARRE DIDIER,28/11/2013,Repas,€36,,
LES LABORATOIRES SERVIER,Médecin,MARRE DIDIER,08/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,MORON PIERRE,10/04/2014,Repas,€50,,
Lilly France SAS,Médecin,GODET ALAIN,12/11/2013,REPAS,€60,,
Lilly France SAS,Médecin,MARRE DIDIER,12/11/2013,REPAS,€60,,
Lilly France SAS,Médecin,MARRE DIDIER,13/05/2014,REPAS,€60,,
Lilly France SAS,Médecin,MINGAM STEPHANE,03/12/2013,REPAS,€60,,
Lilly France SAS,Pharmacien,BRUN VALERIE,14/01/2014,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€130,,
LUNDBECK SAS,Médecin,CASAUX DOMINIQUE,17/01/2014,AUTRE : FRAIS DE RESTAURATION / RP,€35,,
LUNDBECK SAS,Médecin,CASAUX DOMINIQUE,20/09/2013,AUTRE : FRAIS DE RESTAURATION / RP,€33,,
LUNDBECK SAS,Médecin,CASAUX DOMINIQUE,12/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€34,,
LUNDBECK SAS,Médecin,DEGRE FRANCOIS,10/12/2013,AUTRE : FRAIS DE RESTAURATION / RP,€54,,
LUNDBECK SAS,Médecin,GAUDIN ERIC,10/12/2013,AUTRE : FRAIS DE RESTAURATION / RP,€54,,
LUNDBECK SAS,Médecin,GAUDIN ERIC,12/10/2013,AUTRE : FRAIS D HOSPITALITE / RP,€300,,
LUNDBECK SAS,Médecin,GODET ALAIN,23/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€31,,
LUNDBECK SAS,Médecin,GODET ALAIN,25/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€38,,
LUNDBECK SAS,Médecin,KADRI MUSTAPHA,16/12/2013,AUTRE : FRAIS DE RESTAURATION / RP,€36,,
LUNDBECK SAS,Médecin,KADRI MUSTAPHA,10/04/2014,AUTRE : FRAIS DE RESTAURATION / RP,€33,,
LUNDBECK SAS,Médecin,KADRI MUSTAPHA,02/04/2014,AUTRE : FRAIS DE RESTAURATION / RP,€47,,
LUNDBECK SAS,Médecin,LEDAMOISEL LIONEL,12/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€34,,
LUNDBECK SAS,Médecin,LEDAMOISEL LIONEL,23/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€31,,
LUNDBECK SAS,Médecin,LEDAMOISEL LIONEL,10/12/2013,AUTRE : FRAIS DE RESTAURATION / RP,€54,,
LUNDBECK SAS,Médecin,LEDAMOISEL LIONEL,12/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€34,,
LUNDBECK SAS,Médecin,LEDAMOISEL LIONEL,17/01/2014,AUTRE : FRAIS DE RESTAURATION / RP,€35,,
LUNDBECK SAS,Médecin,LE GALLO CATHERINE,05/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€40,,
LUNDBECK SAS,Médecin,LE GALLO CATHERINE,28/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€36,,
LUNDBECK SAS,Médecin,LIMARE JEAN MARC,22/01/2014,AUTRE : HOSPITALITE,"€1,048",,
LUNDBECK SAS,Médecin,LOUEDIN CATHERINE,28/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€36,,
LUNDBECK SAS,Médecin,LOUEDIN CATHERINE,05/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€40,,
LUNDBECK SAS,Médecin,MINGAM STEPHANE,25/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€38,,
MEDEXACT,Médecin,FIRMIN LEFEBVRE DELPHINE,25/03/2013,Autre: [Enquête],€16,,
MEDEXACT,Médecin,JEAN EMMANUEL,05/06/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,LEMERCIER MATHIEU,12/03/2013,Autre: [Enquête],€30,,
MEDEXACT,Médecin,LE METEIL FRANCOIS,11/03/2013,Autre: [Enquête],€26,,
MEDEXACT,Médecin,PAOLI VERONIQUE,03/06/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,REBOLI ERIC,08/03/2013,Autre: [Enquête],€30,,
MEDEXACT,Médecin,SAPIN AUBOURG ANNE SOPHIE,28/05/2013,Autre: [Enquête],€17,,
Medicare_HTM,Médecin,EL HIRECH M'HAMED,30/03/2014,Transport+Hébergement,"€2,980",,
MEDITOR,Médecin,AMARIA RACHID,07/03/2014,REPAS,€37,,
MEDITOR,Médecin,AMARIA RACHID,10/03/2014,REPAS,€35,,
MEDITOR,Médecin,AMARIA RACHID,29/11/2013,REPAS,€30,,
MEDITOR,Médecin,AMARIA RACHID,27/03/2013,REPAS,€57,,
MEDITOR,Médecin,MARTIN STEPHANE,08/10/2013,TRANSPORT,€217,,
MEDITOR,Médecin,MARTIN STEPHANE,08/10/2013,REPAS,€51,,
MEDITOR,Médecin,MARTIN STEPHANE,08/10/2013,HEBERGEMENT,€573,,
MEDTRONIC France S.A.S,Médecin,ALLOUC HERVE,23/11/2013,REPAS,€55,,
MEDTRONIC France S.A.S,Médecin,BOITET PHILIPPE,23/01/2014,REPAS,€61,,
MEDTRONIC France S.A.S,Médecin,BOITET PHILIPPE,23/01/2014,INSCRIPTION,€505,,
MEDTRONIC France S.A.S,Médecin,BOITET PHILIPPE,23/01/2014,TRANSPORT,€10,,
MEDTRONIC France S.A.S,Médecin,BOITET PHILIPPE,11/03/2014,REPAS,€11,,
MEDTRONIC France S.A.S,Médecin,BOITET PHILIPPE,01/10/2013,REPAS,€11,,
MEDTRONIC France S.A.S,Médecin,BRUNHES GABRIEL,30/01/2014,HEBERGEMENT,€212,,
MEDTRONIC France S.A.S,Médecin,BRUNHES GABRIEL,29/01/2014,REPAS,€60,,
MEDTRONIC France S.A.S,Médecin,BRUNHES GABRIEL,29/01/2014,INSCRIPTION,€750,,
MEDTRONIC France S.A.S,Médecin,BRUNHES GABRIEL,29/01/2014,TRANSPORT,€206,,
MEDTRONIC France S.A.S,Médecin,BRUNHES GABRIEL,29/01/2014,HEBERGEMENT,€212,,
MEDTRONIC France S.A.S,Médecin,CHOBY MICHAEL,19/06/2014,AUTRE: HOSPITALITE,€264,,
MEDTRONIC France S.A.S,Médecin,CHOBY MICHAEL,19/06/2014,TRANSPORT,€240,,
MEDTRONIC France S.A.S,Médecin,CHOBY MICHAEL,19/06/2014,AUTRE: HOSPITALITE,€98,,
MEDTRONIC France S.A.S,Médecin,CHOBY MICHAEL,19/06/2014,REPAS,€10,,
MEDTRONIC France S.A.S,Médecin,GAILLARD ROMAIN,22/06/2014,REPAS,€18,,
MEDTRONIC France S.A.S,Médecin,GUARNIERI JOSE,10/09/2013,REPAS,€56,,
MENARINI FRANCE,Médecin,BAXS GUILLAUME,10/12/2013,AUTRE : RNT,€28,,
MENARINI FRANCE,Médecin,BLANCHARD BENOIT,14/03/2014,Autre : [Restauration],€40,,
MENARINI FRANCE,Médecin,CASAUX DOMINIQUE,14/03/2014,Autre : [Restauration],€37,,
MENARINI FRANCE,Médecin,CRESPIN OLIVIER,12/02/2014,Autre : [Restauration],€42,,
MENARINI FRANCE,Médecin,DEGRE FRANCOIS,25/03/2014,Autre : [Restauration],€50,,
MENARINI FRANCE,Médecin,FIRMIN PHILIPPE,12/02/2014,Autre : [Restauration],€42,,
MENARINI FRANCE,Médecin,GAUDIN ERIC,24/01/2014,Autre : [Restauration],€52,,
MENARINI FRANCE,Médecin,GAUDIN ERIC,25/03/2014,Autre : [Restauration],€50,,
MENARINI FRANCE,Médecin,GAUDIN ERIC,07/03/2014,Autre : [Restauration],€34,,
MENARINI FRANCE,Médecin,GODET ALAIN,06/02/2014,Autre : [Restauration],€48,,
MENARINI FRANCE,Médecin,JEAN EMMANUEL,10/12/2013,AUTRE : RNT,€28,,
MENARINI FRANCE,Médecin,LAPORTE FRANCOIS XAVIER,12/02/2014,Autre : [Restauration],€42,,
MENARINI FRANCE,Médecin,LAPORTE FRANCOIS XAVIER,30/01/2014,Autre : [Restauration],€58,,
MENARINI FRANCE,Médecin,LARDANS SANOGO FRANCOISE,12/02/2014,Autre : [Restauration],€42,,
MENARINI FRANCE,Médecin,LECLERCQ VERONIQUE,14/02/2014,Autre : [Restauration],€50,,
MENARINI FRANCE,Médecin,LECLERCQ VERONIQUE,25/03/2014,Autre : [Restauration],€50,,
MENARINI FRANCE,Médecin,LEDAMOISEL LIONEL,27/08/2013,AUTRE : RNT,€29,,
MENARINI FRANCE,Médecin,LEDAMOISEL LIONEL,06/02/2014,Autre : [Restauration],€48,,
MENARINI FRANCE,Médecin,LEDAMOISEL LIONEL,14/03/2014,Autre : [Restauration],€37,,
MENARINI FRANCE,Médecin,LE GALLO CATHERINE,24/01/2014,Autre : [Restauration],€29,,
MENARINI FRANCE,Médecin,LOUEDIN CATHERINE,24/01/2014,Autre : [Restauration],€29,,
MENARINI FRANCE,Médecin,MARRE DIDIER,12/02/2014,Autre : [Restauration],€42,,
MENARINI FRANCE,Médecin,MARRE DIDIER,30/01/2014,Autre : [Restauration],€58,,
MENARINI FRANCE,Médecin,MARRE DIDIER,25/03/2014,Autre : [Restauration],€50,,
MENARINI FRANCE,Médecin,RUELLAN KATELL,25/03/2014,Autre : [Restauration],€50,,
MERCK SERONO,Médecin,LE GALLO CATHERINE,09/05/2014,REPAS,€47,,
MERCK SERONO,Médecin,LOUEDIN CATHERINE,09/05/2014,REPAS,€47,,
Molnlycke Health Care,Infirmier,LAMBOURG JEROME,13/03/2014,REPAS,€15,,
Molnlycke Health Care,Infirmier,MOIGNARD HUET ISABELLE,13/03/2014,REPAS,€15,,
Molnlycke Health Care,Infirmier,RABIAU HIRTZ BEATRICE,13/03/2014,REPAS,€15,,
Molnlycke Health Care,Infirmier,THOMAS CAROLE,13/03/2014,REPAS,€15,,
MSD France,Médecin,BAXS GUILLAUME,13/05/2013,HOSPITALITÉ,€55,,
MSD France,Médecin,BAXS GUILLAUME,04/04/2014,REPAS,€60,,
MSD France,Médecin,BAXS GUILLAUME,05/11/2013,REPAS,€58,,
MSD France,Médecin,BAXS GUILLAUME,12/06/2012,HOSPITALITE,€58,,
MSD France,Médecin,BAXS GUILLAUME,20/06/2012,HOSPITALITE,€58,,
MSD France,Médecin,BAXS GUILLAUME,21/02/2012,HOSPITALITE,€55,,
MSD France,Médecin,BAXS GUILLAUME,23/10/2012,HOSPITALITE,€73,,
MSD France,Médecin,BAXS GUILLAUME,27/09/2012,HOSPITALITE,€60,,
MSD France,Médecin,BAXS GUILLAUME,17/01/2012,HOSPITALITE,€60,,
MSD France,Médecin,BAXS GUILLAUME,11/07/2013,REPAS,€57,,
MSD France,Médecin,BAXS GUILLAUME,18/09/2013,REPAS,€54,,
MSD France,Médecin,BAXS GUILLAUME,19/05/2014,REPAS,€55,,
MSD France,Médecin,CASAUX DOMINIQUE,04/10/2013,REPAS,€35,,
MSD France,Médecin,CASAUX DOMINIQUE,08/03/2013,REPAS,€31,,
MSD France,Médecin,CASAUX DOMINIQUE,13/02/2013,REPAS,€38,,
MSD France,Médecin,CASAUX DOMINIQUE,31/01/2012,HOSPITALITE,€55,,
MSD France,Médecin,CASAUX DOMINIQUE,13/09/2013,REPAS,€39,,
MSD France,Médecin,CHAMAYOU JACQUES,04/04/2014,REPAS,€60,,
MSD France,Médecin,CHAMAYOU JACQUES,12/06/2012,HOSPITALITE,€58,,
MSD France,Médecin,CHAMAYOU JACQUES,19/05/2014,REPAS,€55,,
MSD France,Médecin,CHAMAYOU JACQUES,13/05/2013,HOSPITALITÉ,€55,,
MSD France,Médecin,CHAMAYOU JACQUES,18/09/2013,REPAS,€54,,
MSD France,Médecin,CHAMAYOU JACQUES,27/09/2012,HOSPITALITE,€60,,
MSD France,Médecin,CHAMAYOU JACQUES,11/07/2013,REPAS,€57,,
MSD France,Médecin,CHAMAYOU JACQUES,04/04/2014,REPAS,€60,,
MSD France,Médecin,CHAMAYOU JACQUES,29/05/2013,HOSPITALITÉ,€60,,
MSD France,Médecin,CHAMAYOU JACQUES,17/01/2012,HOSPITALITE,€60,,
MSD France,Médecin,CHAMAYOU JACQUES,21/02/2012,HOSPITALITE,€55,,
MSD France,Médecin,CHAMAYOU JACQUES,23/10/2012,HOSPITALITE,€73,,
MSD France,Médecin,CHAMAYOU JACQUES,20/06/2012,HOSPITALITE,€58,,
MSD France,Médecin,CRESPIN OLIVIER,22/11/2013,REPAS,€58,,
MSD France,Médecin,FIRMIN PHILIPPE,22/11/2013,REPAS,€58,,
MSD France,Médecin,GAUDIN ERIC,23/05/2013,HOSPITALITÉ,€60,,
MSD France,Médecin,GAUDIN ERIC,18/12/2013,REPAS,€28,,
MSD France,Médecin,GAUDIN ERIC,29/05/2013,HOSPITALITÉ,€60,,
MSD France,Médecin,GAUDIN ERIC,16/04/2014,REPAS,€35,,
MSD France,Médecin,GAUDIN ERIC,12/07/2013,REPAS,€22,,
MSD France,Médecin,GODET ALAIN,29/08/2013,REPAS,€55,,
MSD France,Médecin,GODET ALAIN,05/12/2013,REPAS,€60,,
MSD France,Médecin,GODET ALAIN,02/10/2012,REPAS,€40,,
MSD France,Médecin,GODET ALAIN,19/09/2013,REPAS,€60,,
MSD France,Médecin,GODET ALAIN,15/10/2013,REPAS,€60,,
MSD France,Médecin,GODET ALAIN,12/01/2012,HOSPITALITE,€60,,
MSD France,Médecin,GODET ALAIN,08/10/2013,REPAS,€56,,
MSD France,Médecin,GODET ALAIN,29/08/2013,REPAS,€55,,
MSD France,Médecin,GODET ALAIN,26/04/2012,HOSPITALITE,€60,,
MSD France,Médecin,GODET ALAIN,19/06/2014,REPAS,€60,,
MSD France,Médecin,GODET ALAIN,27/11/2012,HOSPITALITE,€56,,
MSD France,Médecin,GODET ALAIN,25/06/2012,REPAS,€40,,
MSD France,Médecin,GODET ALAIN,14/02/2012,REPAS,€34,,
MSD France,Médecin,GODET ALAIN,05/07/2012,HOSPITALITE,€55,,
MSD France,Médecin,GODET ALAIN,03/04/2012,HOSPITALITE,€55,,
MSD France,Médecin,GODET ALAIN,23/02/2012,HOSPITALITE,€53,,
MSD France,Médecin,GODET ALAIN,30/08/2012,HOSPITALITE,€55,,
MSD France,Médecin,GUICHEBARON JEAN YVES,11/03/2014,REPAS,€60,,
MSD France,Médecin,GUICHEBARON JEAN YVES,18/04/2012,HOSPITALITE,€65,,
MSD France,Médecin,KARADUMAN OKTAY,04/04/2014,REPAS,€60,,
MSD France,Médecin,KARADUMAN OKTAY,19/05/2014,REPAS,€55,,
MSD France,Médecin,KARADUMAN OKTAY,18/09/2013,REPAS,€54,,
MSD France,Médecin,KARADUMAN OKTAY,13/05/2013,HOSPITALITÉ,€55,,
MSD France,Médecin,KARADUMAN OKTAY,11/07/2013,REPAS,€57,,
MSD France,Médecin,KARADUMAN OKTAY,21/02/2012,HOSPITALITE,€55,,
MSD France,Médecin,KARADUMAN OKTAY,27/09/2012,HOSPITALITE,€60,,
MSD France,Médecin,KARADUMAN OKTAY,19/05/2014,REPAS,€55,,
MSD France,Médecin,KARADUMAN OKTAY,12/06/2012,HOSPITALITE,€58,,
MSD France,Médecin,LAPORTE FRANCOIS XAVIER,05/11/2013,REPAS,€58,,
MSD France,Médecin,LAPORTE FRANCOIS XAVIER,24/05/2013,REPAS,€37,,
MSD France,Médecin,LAPORTE FRANCOIS XAVIER,22/11/2013,REPAS,€58,,
MSD France,Médecin,LAPORTE FRANCOIS XAVIER,26/09/2013,REPAS,€37,,
MSD France,Médecin,LAPORTE FRANCOIS XAVIER,26/04/2012,HOSPITALITE,€60,,
MSD France,Médecin,LAPORTE FRANCOIS XAVIER,06/06/2012,HOSPITALITE,€57,,
MSD France,Médecin,LAPORTE FRANCOIS XAVIER,18/03/2014,REPAS,€39,,
MSD France,Médecin,LAPORTE FRANCOIS XAVIER,23/10/2012,HOSPITALITE,€73,,
MSD France,Médecin,LAPORTE FRANCOIS XAVIER,10/05/2012,HOSPITALITE,€58,,
MSD France,Médecin,LAPORTE FRANCOIS XAVIER,20/06/2012,HOSPITALITE,€58,,
MSD France,Médecin,LEDAMOISEL LIONEL,13/09/2013,REPAS,€39,,
MSD France,Médecin,LEDAMOISEL LIONEL,31/01/2012,HOSPITALITE,€55,,
MSD France,Médecin,LEDAMOISEL LIONEL,04/10/2013,REPAS,€35,,
MSD France,Médecin,LEDAMOISEL LIONEL,08/03/2013,REPAS,€31,,
MSD France,Médecin,LEDAMOISEL LIONEL,04/10/2013,REPAS,€35,,
MSD France,Médecin,LEDAMOISEL LIONEL,31/01/2012,HOSPITALITE,€55,,
MSD France,Médecin,LEDAMOISEL LIONEL,26/10/2012,REPAS,€38,,
MSD France,Médecin,LE GALLO CATHERINE,05/11/2013,REPAS,€58,,
MSD France,Médecin,LE GALLO CATHERINE,31/05/2013,REPAS,€34,,
MSD France,Médecin,LE GALLO CATHERINE,12/01/2012,HOSPITALITE,€60,,
MSD France,Médecin,LE GALLO CATHERINE,19/04/2012,HOSPITALITE,€60,,
MSD France,Médecin,LEGRAVEREND ANNIE,05/11/2013,REPAS,€58,,
MSD France,Médecin,LEGRAVEREND ANNIE,23/10/2012,HOSPITALITE,€73,,
MSD France,Médecin,LEGRAVEREND ANNIE,20/06/2012,HOSPITALITE,€58,,
MSD France,Médecin,LEQUOY BERTRAND,22/11/2013,REPAS,€58,,
MSD France,Médecin,LOUEDIN CATHERINE,02/12/2013,REPAS,€17,,
MSD France,Médecin,LOUEDIN CATHERINE,12/01/2012,HOSPITALITE,€60,,
MSD France,Médecin,LOUEDIN CATHERINE,05/11/2013,REPAS,€58,,
MSD France,Médecin,LOUEDIN CATHERINE,29/06/2012,REPAS,€40,,
MSD France,Médecin,LOUEDIN CATHERINE,20/06/2012,HOSPITALITE,€58,,
MSD France,Médecin,LOUEDIN CATHERINE,29/05/2013,HOSPITALITÉ,€60,,
MSD France,Médecin,LOUEDIN CATHERINE,23/10/2012,HOSPITALITE,€73,,
MSD France,Médecin,MARRE DIDIER,22/11/2013,REPAS,€58,,
MSD France,Médecin,MARRE DIDIER,23/05/2013,HOSPITALITÉ,€60,,
MSD France,Médecin,MERRIEN JEAN FRANCOIS,25/03/2014,REPAS,€54,,
MSD France,Médecin,MERRIEN JEAN FRANCOIS,31/01/2012,HOSPITALITE,€55,,
MSD France,Médecin,MINGAM STEPHANE,11/07/2013,REPAS,€57,,
MSD France,Médecin,MINGAM STEPHANE,27/09/2012,HOSPITALITE,€60,,
MSD France,Médecin,MINGAM STEPHANE,04/04/2014,REPAS,€60,,
MSD France,Médecin,MINGAM STEPHANE,29/05/2013,HOSPITALITÉ,€60,,
MSD France,Médecin,MINGAM STEPHANE,19/05/2014,REPAS,€55,,
MSD France,Médecin,MINGAM STEPHANE,12/06/2012,HOSPITALITE,€58,,
MSD France,Médecin,MINGAM STEPHANE,18/09/2013,REPAS,€54,,
MSD France,Médecin,MINGAM STEPHANE,17/01/2012,HOSPITALITE,€60,,
MSD France,Médecin,MINGAM STEPHANE,21/02/2012,HOSPITALITE,€55,,
MSD France,Médecin,MINGAM STEPHANE,14/02/2012,REPAS,€34,,
MSD France,Médecin,PAPILLON RICHARD,25/06/2012,REPAS,€40,,
MSD France,Médecin,PROBST ALAIN,25/06/2012,REPAS,€40,,
MSD France,Médecin,SAPIN AUBOURG ANNE SOPHIE,19/09/2013,REPAS,€60,,
MSD France,Médecin,SAPIN AUBOURG ANNE SOPHIE,04/06/2014,REPAS,€57,,
MSD France,Médecin,SAPIN AUBOURG ANNE SOPHIE,11/03/2014,TRANSPORT,€128,,
MSD France,Médecin,SAPIN AUBOURG ANNE SOPHIE,11/03/2014,HÉBERGEMENT,€460,,
MSD France,Médecin,SAPIN AUBOURG ANNE SOPHIE,11/03/2014,INSCRIPTION,€310,,
MSD France,Médecin,SAPIN AUBOURG ANNE SOPHIE,19/09/2013,REPAS,€60,,
MSD France,Pharmacien,FICHAUX SABRINA,03/04/2014,REPAS,€60,,
MSD France,Pharmacien,MORISE FREDERIC,29/05/2013,HOSPITALITE,€60,,
MSD France,Sage-femme,EL KHOURY CLAIRE,06/04/2012,REPAS,€20,,
MUNDIPHARMA,Médecin,BAXS GUILLAUME,19/02/2014,REPAS,€38,,
MUNDIPHARMA,Médecin,CASAUX DOMINIQUE,11/12/2013,HOSPITALITE,€55,,
MUNDIPHARMA,Médecin,CASAUX DOMINIQUE,23/05/2014,REPAS,€31,,
MUNDIPHARMA,Médecin,CASAUX GUILLAUME,11/12/2013,HOSPITALITE,€55,,
MUNDIPHARMA,Médecin,CHAMAYOU JACQUES,15/04/2014,REPAS,€23,,
MUNDIPHARMA,Médecin,CHAMAYOU JACQUES,04/06/2013,AUTRE : REPAS PROFESSIONNEL,€33,,
MUNDIPHARMA,Médecin,CHAMAYOU JACQUES,19/03/2013,AUTRE : REPAS PROFESSIONNEL,€28,,
MUNDIPHARMA,Médecin,CHAMAYOU JACQUES,17/09/2013,REPAS,€31,,
MUNDIPHARMA,Médecin,CHAMAYOU JACQUES,19/02/2014,REPAS,€38,,
MUNDIPHARMA,Médecin,FIRMIN PHILIPPE,19/02/2014,REPAS,€38,,
MUNDIPHARMA,Médecin,FIRMIN PHILIPPE,13/11/2013,HOSPITALITE,€55,,
MUNDIPHARMA,Médecin,GODET ALAIN,20/05/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,GODET ALAIN,06/03/2013,AUTRE : REPAS PROFESSIONNEL,€36,,
MUNDIPHARMA,Médecin,GODET ALAIN,18/09/2013,REPAS,€32,,
MUNDIPHARMA,Médecin,HAUGUEL ALEXANDRE,24/06/2014,REPAS,€26,,
MUNDIPHARMA,Médecin,HAUGUEL ALEXANDRE,17/09/2013,REPAS,€31,,
MUNDIPHARMA,Médecin,HAUGUEL ALEXANDRE,19/03/2013,AUTRE : REPAS PROFESSIONNEL,€28,,
MUNDIPHARMA,Médecin,HAUGUEL ALEXANDRE,04/06/2013,AUTRE : REPAS PROFESSIONNEL,€33,,
MUNDIPHARMA,Médecin,HAUGUEL ALEXANDRE,24/06/2014,REPAS,€26,,
MUNDIPHARMA,Médecin,HAUGUEL ALEXANDRE,20/08/2013,REPAS,€27,,
MUNDIPHARMA,Médecin,JEAN EMMANUEL,11/12/2013,HOSPITALITE,€55,,
MUNDIPHARMA,Médecin,JEAN EMMANUEL,19/02/2014,REPAS,€38,,
