3M France,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DEVISMES CHARLOTTE,19/11/2013,REPAS,€13,,
ARROW GENERIQUES SAS,Pharmacien,LEVY BRUNO,13/12/2013,CADEAUX,€23,,
ARROW GENERIQUES SAS,Pharmacien,VIOLET STEPHANIE,13/12/2013,CADEAUX,€23,,
ASPIDE AESTHETIC,Médecin,BOURGEON YVELINE,04/07/2013,REPAS D'AFFAIRE,€17,,
ASPIDE AESTHETIC,Médecin,DELAS GEORGE,04/07/2013,REPAS D'AFFAIRE,€17,,
ASPIDE MEDICAL,Association professionnel de santé,ASSOCIATION POUR LA RECHERCHE EN CHIRURGIE DIGESTIVE,13/11/2013,AUTRE:[DON],"€4,300",,
ASPIDE MEDICAL,Association professionnel de santé,ASSOCIATION POUR LA RECHERCHE EN CHIRURGIE DIGESTIVE,15/05/2014,AUTRE:[DON],"€4,800",,
ASPIDE MEDICAL,Médecin,BOURGEON YVELINE,04/07/2013,REPAS D'AFFAIRE,€17,,
ASPIDE MEDICAL,Médecin,DELAS GEORGE,04/07/2013,REPAS D'AFFAIRE,€17,,
ASPIDE MEDICAL,Médecin,KLIFA DAVID,21/11/2013,REPAS,€60,,
ASPIDE MEDICAL,Médecin,MARZAGUIL PIERRE,29/03/2014,REPAS,€28,,
ASTELLAS PHARMA,Médecin,HUDELOT CHRISTINE,23/01/2014,HOSPITALITE,€153,,
ASTELLAS PHARMA,Médecin,PIQUET EMILIE,14/02/2014,TRANSPORT,€47,,
ASTRAZENECA,Etudiant,LERAY Loic,29/11/2013,Repas,€146,,
ASTRAZENECA,Etudiant,LERAY Loic,29/11/2013,Hébergement,€215,,
ASTRAZENECA,Etudiant,LERAY Loic,29/11/2013,Transport,€533,,
ASTRAZENECA,Médecin,ARFI THIERRY,06/12/2013,Hébergement,€185,,
ASTRAZENECA,Médecin,ARFI THIERRY,06/12/2013,Transport,€204,,
ASTRAZENECA,Médecin,ARFI THIERRY,07/12/2013,Transport,€204,,
ASTRAZENECA,Médecin,ARFI THIERRY,06/12/2013,Repas,€60,,
ASTRAZENECA,Médecin,ARFI THIERRY,06/12/2013,Transport,€53,,
ASTRAZENECA,Médecin,ARFI THIERRY,07/12/2013,Repas,€43,,
ASTRAZENECA,Médecin,ARNAUD Julien,18/10/2013,Repas,€60,,
ASTRAZENECA,Médecin,ARNAUD Julien,19/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,ARNAUD Julien,19/10/2013,Transport,€26,,
ASTRAZENECA,Médecin,BEAUDET DEGOUL VIVIANE,15/11/2013,Transport,€458,,
ASTRAZENECA,Médecin,BEAUDET DEGOUL VIVIANE,16/11/2013,Autre,€98,,
ASTRAZENECA,Médecin,BEAUDET DEGOUL VIVIANE,15/11/2013,Repas,€10,,
ASTRAZENECA,Médecin,BEAUDET DEGOUL VIVIANE,15/11/2013,Transport,€458,,
ASTRAZENECA,Médecin,BEAUDET DEGOUL VIVIANE,15/11/2013,Repas,€60,,
ASTRAZENECA,Médecin,BENSA ALAIN,07/12/2013,Transport,€204,,
ASTRAZENECA,Médecin,BENSA ALAIN,06/12/2013,Hébergement,€185,,
ASTRAZENECA,Médecin,BENSA ALAIN,06/12/2013,Repas,€60,,
ASTRAZENECA,Médecin,BENSA ALAIN,06/12/2013,Transport,€204,,
ASTRAZENECA,Médecin,BENSA ALAIN,07/12/2013,Repas,€43,,
ASTRAZENECA,Médecin,BENSA ALAIN,06/12/2013,Transport,€53,,
ASTRAZENECA,Médecin,BETTENDORF ALAIN,06/12/2013,Repas,€60,,
ASTRAZENECA,Médecin,BETTENDORF ALAIN,06/12/2013,Hébergement,€185,,
ASTRAZENECA,Médecin,BETTENDORF ALAIN,07/12/2013,Repas,€43,,
ASTRAZENECA,Médecin,FOLGOAS Yves,29/11/2013,Hébergement,€215,,
ASTRAZENECA,Médecin,FOLGOAS Yves,29/11/2013,Repas,€146,,
ASTRAZENECA,Médecin,FOLGOAS Yves,29/11/2013,Transport,€533,,
ASTRAZENECA,Médecin,JERAM Anton,18/10/2013,Repas,€60,,
ASTRAZENECA,Médecin,JERAM Anton,19/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,JUNG Marc,29/11/2013,Transport,€533,,
ASTRAZENECA,Médecin,JUNG Marc,29/11/2013,Repas,€146,,
ASTRAZENECA,Médecin,JUNG Marc,29/11/2013,Hébergement,€219,,
ASTRAZENECA,Médecin,LION Jean Michel,29/11/2013,Transport,€533,,
ASTRAZENECA,Médecin,LION Jean Michel,29/11/2013,Hébergement,€215,,
ASTRAZENECA,Médecin,LION Jean Michel,29/11/2013,Repas,€146,,
ASTRAZENECA,Médecin,LODOVICI François,29/11/2013,Transport,€533,,
ASTRAZENECA,Médecin,LODOVICI François,29/11/2013,Hébergement,€219,,
ASTRAZENECA,Médecin,LODOVICI François,29/11/2013,Repas,€146,,
ASTRAZENECA,Médecin,MALET Laurent,18/10/2013,Repas,€60,,
ASTRAZENECA,Médecin,MALET Laurent,19/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,MARTIN Olivier Philippe,29/11/2013,Transport,€473,,
ASTRAZENECA,Médecin,MARTIN Olivier Philippe,29/11/2013,Repas,€146,,
ASTRAZENECA,Médecin,MELIA Patrice,29/11/2013,Hébergement,€219,,
ASTRAZENECA,Médecin,MELIA Patrice,29/11/2013,Transport,€533,,
ASTRAZENECA,Médecin,MELIA Patrice,29/11/2013,Repas,€146,,
ASTRAZENECA,Médecin,SASIA Muriel,19/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,SASIA Muriel,18/10/2013,Repas,€60,,
ATOS MEDICAL SAS,Médecin,GIACHERRO PAUL,20/09/2012,Repas,€29,,
ATOS MEDICAL SAS,Médecin,GIACHERRO PAUL,21/09/2012,Repas,€55,,
ATOS MEDICAL SAS,Médecin,GIACHERRO PAUL,27/09/2013,Repas,€39,,
ATOS MEDICAL SAS,Médecin,GIACHERRO PAUL,26/09/2013,Repas,€55,,
AUDIOCONSULTING,Etudiant,GOTLIB JULIA,13/06/2014,INSCRIPTION REPAS,€196,,
AUDIOCONSULTING,Etudiant,VANDERSTEEN CLAIR,01/06/2012,INSCRIPTION REPAS,€66,,
AUDIOCONSULTING,Etudiant,VANDERSTEEN CLAIR,13/06/2014,INSCRIPTION REPAS,€67,,
AUDIOCONSULTING,Etudiant,VINCENT NATHALIE,01/06/2012,INSCRIPTION REPAS,€66,,
AUDIOCONSULTING,Médecin,BRACCINI FREDERIC,01/06/2012,INSCRIPTION REPAS,€66,,
AUDIOCONSULTING,Médecin,CAMUZARD JEAN FRANCOIS,01/06/2012,INSCRIPTION REPAS,€66,,
AUDIOCONSULTING,Médecin,DEMARD François,01/06/2012,inscription repas,€66,,
AUDIOCONSULTING,Médecin,GEOFFRAY BERTRAND,13/06/2014,INSCRIPTION REPAS,€248,,
AUDIOCONSULTING,Médecin,GEOFFRAY BERTRAND,01/06/2012,INSCRIPTION REPAS,€132,,
AUDIOCONSULTING,Médecin,LEVY GILBERT,01/06/2012,REPAS INSCRIPTION,€191,,
AUDIOCONSULTING,Médecin,LEVY GILBERT,13/06/2014,INSCRIPTION REPAS,€248,,
AUDIOMEDI SAS,Audioprothésiste,AGU JEAN CHARLES,04/01/2014,REPAS,€53,,
AUDIOMEDI SAS,Audioprothésiste,DENICOLO MICHEL,30/01/2014,REPAS,€21,,
AUDIOMEDI SAS,Audioprothésiste,DE NICOLO MICHEL,12/06/2014,REPAS,€19,,
AUDIOMEDI SAS,Audioprothésiste,PETITGUYOT ALEXANDRE,15/01/2014,REPAS,€13,,
AUDIOPTIC TRADE SERVICES,Médecin,LEGUAY JEAN MARC,12/04/2014,INVITATION,€180,,
BARD FRANCE SAS,Infirmier,RAMEL SANDRINE,21/06/2014,REPAS,€87,,
BARD FRANCE SAS,Médecin,HASSEN-KODJA REDA,16/07/2013,REPAS,€82,,
Bayer HealthCare SAS,Médecin,ABRAR DIBA,11/10/2013,Hospitalité,€42,,
Bayer HealthCare SAS,Médecin,ASSELIN BOCQUET CLAUDINE,19/06/2014,Hospitalité,€43,,
Bayer HealthCare SAS,Médecin,ASSELIN BOCQUET CLAUDINE,19/12/2013,Hospitalité,€55,,
Bayer HealthCare SAS,Médecin,ASSELIN BOCQUET CLAUDINE,07/11/2013,Hospitalité,€41,,
Bayer HealthCare SAS,Médecin,BARBARO ALBERT,26/06/2014,Hospitalité,€46,,
Bayer HealthCare SAS,Médecin,BECLE FREDERIC,10/12/2013,Hospitalité,€18,,
Bayer HealthCare SAS,Médecin,BONNIN CHRISTOPHE,02/10/2013,Hospitalité,€29,,
Bayer HealthCare SAS,Médecin,BONNIN CHRISTOPHE,26/06/2014,Hospitalité,€46,,
Bayer HealthCare SAS,Médecin,BONNIN CHRISTOPHE,14/05/2014,Hospitalité,€36,,
Bayer HealthCare SAS,Médecin,BOSSAN PHILIPPE,07/11/2013,Hospitalité,€41,,
Bayer HealthCare SAS,Médecin,BOSSAN PHILIPPE,13/06/2014,Hospitalité,€46,,
Bayer HealthCare SAS,Médecin,BOSSAN PHILIPPE,19/12/2013,Hospitalité,€55,,
Bayer HealthCare SAS,Médecin,BOSSAN PHILIPPE,19/06/2014,Hospitalité,€43,,
Bayer HealthCare SAS,Médecin,CAMOUS RIFF MICHELE,22/05/2014,Hospitalité,€57,,
Bayer HealthCare SAS,Médecin,CARBONEL JEAN CLAUDE,16/01/2014,Hospitalité,€32,,
Bayer HealthCare SAS,Médecin,CARBONEL JEAN CLAUDE,12/11/2013,Hospitalité,€26,,
Bayer HealthCare SAS,Médecin,CHAROSAY DEMICHELIS CECILE,11/12/2013,Hospitalité,€14,,
Bayer HealthCare SAS,Médecin,CHAROSAY DEMICHELIS CECILE,25/06/2014,Hospitalité,€24,,
Bayer HealthCare SAS,Médecin,CHAUBARD JEAN JACQUES,19/12/2013,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,CORALLINI TEISSIER MARIE MADELEINE,11/12/2013,Hospitalité,€14,,
Bayer HealthCare SAS,Médecin,CORALLINI TEISSIER MARIE MADELEINE,25/06/2014,Hospitalité,€24,,
Bayer HealthCare SAS,Médecin,COUTURIER PIERRE ANDRE,19/12/2013,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,CROZAFON PHILIPPE,19/12/2013,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,DE GALLEANI BERTRAND,12/11/2013,Hospitalité,€26,,
Bayer HealthCare SAS,Médecin,DOUAY ANNIE,22/05/2014,Hospitalité,€57,,
Bayer HealthCare SAS,Médecin,FABIANI POLIDORI ISABELLE,29/11/2013,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,FABIANI POLIDORI ISABELLE,05/11/2013,Hospitalité,€33,,
Bayer HealthCare SAS,Médecin,FAULQUES DOMINIQUE,29/11/2013,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,FAULQUES DOMINIQUE,05/11/2013,Hospitalité,€33,,
Bayer HealthCare SAS,Médecin,FERNEZ LIONEL,03/06/2014,Hospitalité,€22,,
Bayer HealthCare SAS,Médecin,FERNEZ LIONEL,28/11/2013,Hospitalité,€26,,
Bayer HealthCare SAS,Médecin,FLORES DENIS,19/12/2013,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,FRETON AURELIEN,16/01/2014,Hospitalité,€32,,
Bayer HealthCare SAS,Médecin,FRETON AURELIEN,12/11/2013,Hospitalité,€26,,
Bayer HealthCare SAS,Médecin,FREYCHET LAURENT,07/11/2013,Hospitalité,€41,,
Bayer HealthCare SAS,Médecin,GEORGER POCHET PASCALE,19/12/2013,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,GERAUDIE PHILIPPE,22/05/2014,Hospitalité,€57,,
Bayer HealthCare SAS,Médecin,GERAUDIE PHILIPPE,11/10/2013,Hospitalité,€42,,
Bayer HealthCare SAS,Médecin,GHENASSIA CHARLES,16/01/2014,Hospitalité,€32,,
Bayer HealthCare SAS,Médecin,GIACCHERO JOEL,08/10/2013,Hospitalité,€41,,
Bayer HealthCare SAS,Médecin,GIACCHERO JOEL,30/06/2014,Hospitalité,€57,,
Bayer HealthCare SAS,Médecin,GRAMFORT JEAN LOUIS,15/11/2013,Hospitalité,€43,,
Bayer HealthCare SAS,Médecin,GUIRAN JEAN CHARLES,14/11/2013,Hospitalité,€50,,
Bayer HealthCare SAS,Médecin,GUIRAN JEAN CHARLES,08/10/2013,Hospitalité,€41,,
Bayer HealthCare SAS,Médecin,GUIRAN JEAN CHARLES,30/06/2014,Hospitalité,€57,,
Bayer HealthCare SAS,Médecin,HADAD MICHEL,12/11/2013,Hospitalité,€26,,
Bayer HealthCare SAS,Médecin,HARROCH DANIEL,08/10/2013,Hospitalité,€37,,
Bayer HealthCare SAS,Médecin,HARROCH DANIEL,05/05/2014,Hospitalité,€48,,
Bayer HealthCare SAS,Médecin,HATCHUEL PIERRE,18/10/2013,Hospitalité,€15,,
Bayer HealthCare SAS,Médecin,HATCHUEL PIERRE,02/10/2013,Hospitalité,€29,,
Bayer HealthCare SAS,Médecin,HEBERT PIERRE YVES,19/12/2013,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,HEBERT PIERRE YVES,12/11/2013,Hospitalité,€26,,
Bayer HealthCare SAS,Médecin,HUGUES THOMAS,08/10/2013,Hospitalité,€41,,
Bayer HealthCare SAS,Médecin,HUGUES THOMAS,09/10/2013,Hospitalité,€27,,
Bayer HealthCare SAS,Médecin,HUGUES THOMAS,30/06/2014,Hospitalité,€57,,
Bayer HealthCare SAS,Médecin,JUNG MARC,19/06/2014,Hospitalité,€43,,
Bayer HealthCare SAS,Médecin,JUNG MARC,07/11/2013,Hospitalité,€41,,
Bayer HealthCare SAS,Médecin,JUNG MARC,19/12/2013,Hospitalité,€55,,
Bayer HealthCare SAS,Médecin,KALLE ROGER,30/06/2014,Hospitalité,€57,,
Bayer HealthCare SAS,Médecin,KALLE ROGER,08/05/2014,Hospitalité,€971,,
Bayer HealthCare SAS,Médecin,KALLE ROGER,17/10/2013,Hospitalité,€400,,
Bayer HealthCare SAS,Médecin,KALLE ROGER,08/10/2013,Hospitalité,€41,,
Bayer HealthCare SAS,Médecin,LAMBERT CHRISTOPHE,10/12/2013,Hospitalité,€18,,
Bayer HealthCare SAS,Médecin,LAPORTE JEROME,19/12/2013,Hospitalité,€55,,
Bayer HealthCare SAS,Médecin,LAPORTE JEROME,04/04/2014,Hospitalité,€805,,
Bayer HealthCare SAS,Médecin,LAPORTE JEROME,19/06/2014,Hospitalité,€43,,
Bayer HealthCare SAS,Médecin,LAPORTE JEROME,07/11/2013,Hospitalité,€41,,
Bayer HealthCare SAS,Médecin,LEBORGNE LAURENCE,17/06/2014,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,LEGUAY JEAN MARC,12/11/2013,Hospitalité,€26,,
Bayer HealthCare SAS,Médecin,LEGUAY JEAN MARC,19/12/2013,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,LEONARDI DOMINIQUE,17/06/2014,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,LESBATS GERARD,19/12/2013,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,LEVY DANIEL,15/11/2013,Hospitalité,€45,,
Bayer HealthCare SAS,Médecin,LIBRATI CLAIRE,22/05/2014,Hospitalité,€57,,
Bayer HealthCare SAS,Médecin,LIZAN GERARD,11/10/2013,Hospitalité,€42,,
Bayer HealthCare SAS,Médecin,LODOVICI FRANCOIS,15/11/2013,Hospitalité,€57,,
Bayer HealthCare SAS,Médecin,LODOVICI FRANCOIS,31/01/2014,Hospitalité,€53,,
Bayer HealthCare SAS,Médecin,LODOVICI FRANCOIS,20/06/2014,Hospitalité,€59,,
Bayer HealthCare SAS,Médecin,LONGIN DENIS,13/09/2013,Hospitalité,€35,,
Bayer HealthCare SAS,Médecin,MARTIN OLIVIER PHILIPPE,31/01/2014,HOSPITALITE,€487,,
Bayer HealthCare SAS,Médecin,MARTINI PIERRE,19/12/2013,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,MASCHI REMY ELISABETH,22/05/2014,Hospitalité,€57,,
Bayer HealthCare SAS,Médecin,MELOT CEDRIC,15/11/2013,Hospitalité,€43,,
Bayer HealthCare SAS,Médecin,MOLINA BERNARD,17/06/2014,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,MOLINA BERNARD,15/11/2013,Hospitalité,€45,,
Bayer HealthCare SAS,Médecin,MORAND JEAN PIERRE,03/12/2013,Hospitalité,€45,,
Bayer HealthCare SAS,Médecin,MULLER JOEL,12/11/2013,Hospitalité,€45,,
Bayer HealthCare SAS,Médecin,PAGLIAI FRANCOISE,22/05/2014,Hospitalité,€57,,
Bayer HealthCare SAS,Médecin,PATURAUD CAMILLE,11/12/2013,Hospitalité,"€1,277",,
Bayer HealthCare SAS,Médecin,PIERRE MICHEL,30/06/2014,Hospitalité,€57,,
Bayer HealthCare SAS,Médecin,PIERRE MICHEL,08/10/2013,Hospitalité,€41,,
Bayer HealthCare SAS,Médecin,PRIETO RAPHAEL,13/06/2014,Hospitalité,€46,,
Bayer HealthCare SAS,Médecin,ROUSSEL OLIVIER,13/09/2013,Hospitalité,€35,,
Bayer HealthCare SAS,Médecin,SABBAGH FOUAD,18/10/2013,Hospitalité,€15,,
Bayer HealthCare SAS,Médecin,SAUZE STEPHANIE,14/11/2013,Hospitalité,€50,,
Bayer HealthCare SAS,Médecin,SCHUFFENECKER MARC,31/01/2014,Hospitalité,€53,,
Bayer HealthCare SAS,Médecin,SCHUFFENECKER MARC,20/06/2014,Hospitalité,€59,,
Bayer HealthCare SAS,Médecin,SCHUFFENECKER MARC,15/11/2013,Hospitalité,€57,,
Bayer HealthCare SAS,Médecin,SULTAN PATRICK,15/11/2013,Hospitalité,€45,,
Bayer HealthCare SAS,Médecin,SULTAN PATRICK,17/06/2014,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,TOMI MICHEL,22/10/2013,Hospitalité,€43,,
Bayer HealthCare SAS,Médecin,TOMI MICHEL,19/12/2013,Hospitalité,€55,,
Bayer HealthCare SAS,Médecin,TOMI MICHEL,19/06/2014,Hospitalité,€43,,
Bayer HealthCare SAS,Médecin,TOMI MICHEL,22/10/2013,Hospitalité,€43,,
Bayer HealthCare SAS,Médecin,VALLICIONI JACQUES,19/12/2013,Hospitalité,€60,,
Bayer HealthCare SAS,Médecin,VELEMIR LUKA,12/11/2013,Hospitalité,€45,,
Bayer HealthCare SAS,Médecin,ZEINOUN RONY,11/10/2013,Hospitalité,€42,,
Bayer HealthCare SAS,Médecin,ZEINOUN RONY,22/05/2014,Hospitalité,€57,,
Bayer HealthCare SAS,Médecin,ZOURDANI ALAIN,12/11/2013,Hospitalité,€26,,
Bayer HealthCare SAS,Médecin,ZOURDANI ALAIN,23/08/2013,Hospitalité,€18,,
Bayer HealthCare SAS,Médecin,ZUR CHRISTINE,06/06/2014,Hospitalité,€31,,
Bayer HealthCare SAS,Médecin,ZUR CHRISTINE,25/10/2013,Hospitalité,€25,,
Bayer HealthCare SAS,Médecin,ZUR CHRISTINE,19/12/2013,Hospitalité,€60,,
Becton Dickinson France SAS,Technicien de laboratoire médical,AYTIER CORINNE,08/08/2013,REPAS,€21,,
Becton Dickinson France SAS,Technicien de laboratoire médical,GONTHIER ANNE-LISE,08/08/2013,REPAS,€21,,
Becton Dickinson France SAS,Technicien de laboratoire médical,RIJKS CATHY,08/08/2013,REPAS,€21,,
BIOCODEX,Médecin,BARTHELEMY EYNARD DOMINIQUE,15/04/2014,REPAS,€31,,
BIOCODEX,Médecin,COINTAT VIRGINIE,15/04/2014,REPAS,€31,,
BIOCODEX,Médecin,DAKNOU PATRICK,20/06/2014,REPAS,€31,,
BIOCODEX,Médecin,MORAND JEAN PIERRE,20/06/2014,REPAS,€31,,
BIOCODEX,Médecin,MULLER JEAN MICHEL,15/04/2014,REPAS,€31,,
BIOCODEX,Médecin,NAKACHE PATRICK,01/04/2014,REPAS,€31,,
BIOCODEX,Médecin,SAMAK VALERIE,01/04/2014,REPAS,€31,,
BIOCODEX,Médecin,SEBAG EVELYNE,01/04/2014,REPAS,€31,,
BIOCODEX,Médecin,THAON JEAN FRANCOIS,20/06/2014,REPAS,€31,,
BIOCODEX,Médecin,TREFFERT PASCALE,19/06/2014,REPAS,€31,,
BIOCODEX,Médecin,WORTMAN JEAN JOSEPH,01/04/2014,REPAS,€31,,
BIOCODEX,Pharmacien,COHEN MICHAEL,01/04/2014,REPAS,€31,,
BIOCODEX,Pharmacien,LEVY ALAIN,01/04/2014,REPAS,€31,,
BIOCODEX,Pharmacien,SETBON LAURENT,01/04/2014,REPAS,€31,,
BIOGARAN,Pharmacien,RISTERUCCI MICHÈLE,05/11/2013,AUTRE : FORMATION ESSEC,€837,,
BIOGEN IDEC FRANCE,Médecin,BENSAKEL SAID,18/12/2013,REPAS,€50,,
BIOGEN IDEC FRANCE,Médecin,BENSAKEL SAID,04/06/2014,REPAS,€34,,
BIOGEN IDEC FRANCE,Médecin,BENSAKEL SAID,18/07/2013,REPAS,€58,,
BIOGEN IDEC FRANCE,Médecin,DUNAC ANTOINE,19/06/2014,REPAS,€14,,
BIOGEN IDEC FRANCE,Médecin,GOMEZ NICOLAS,18/06/2014,REPAS,€32,,
BIOGEN IDEC FRANCE,Médecin,GOUIRAND ROMAIN,24/01/2014,HEBERGEMENT,€185,,
BIOGEN IDEC FRANCE,Médecin,GOUIRAND ROMAIN,24/01/2014,REPAS,€128,,
BIOGEN IDEC FRANCE,Médecin,ISMAIL SAMIR,18/07/2013,REPAS,€58,,
BIOGEN IDEC FRANCE,Médecin,ISMAIL SAMIR,06/06/2014,REPAS,€11,,
BIOGEN IDEC FRANCE,Médecin,ISMAIL SAMIR,25/06/2014,REPAS,€14,,
BIOGEN IDEC FRANCE,Médecin,ISMAIL SAMIR,16/04/2014,REPAS,€20,,
BIOGEN IDEC FRANCE,Médecin,ISMAIL SAMIR,22/05/2014,REPAS,€33,,
BIOGEN IDEC FRANCE,Médecin,ISMAIL SAMIR,25/06/2014,REPAS,€14,,
BIOGEN IDEC FRANCE,Médecin,ISMAIL SAMIR,15/01/2014,REPAS,€30,,
BIOGEN IDEC FRANCE,Médecin,ISMAIL SAMIR,10/10/2013,REPAS,€60,,
BIOGEN IDEC FRANCE,Médecin,ISMAIL SAMIR,18/07/2013,REPAS,€58,,
BIOGEN IDEC FRANCE,Médecin,ISMAIL SAMIR,20/06/2014,REPAS,€17,,
BIOGEN IDEC FRANCE,Médecin,KULLMANN BENOIT,18/07/2013,REPAS,€58,,
bioMérieux,Pharmacien,PROTS LAURENCE,21/05/2013,TRANSPORT,€381,,
bioMérieux,Pharmacien,PROTS LAURENCE,12/09/2013,TRANSPORT,€227,,
BIOMET,Infirmier,RENAULT DELPHINE,24/07/2013,REPAS,€31,,
BIOMET,Médecin,BOULOUDHNINE MAROUANE,20/03/2012,REPAS,€38,,
BIOMET,Médecin,CASTILLO OLIVIER,06/11/2012,REPAS,€20,,
BIOMET,Médecin,CASTILLO OLIVIER,30/07/2013,TRANSPORT,€24,,
BIOMET,Médecin,CASTILLO OLIVIER,08/05/2014,REPAS,€53,,
BIOMET,Médecin,CASTILLO OLIVIER,06/03/2014,REPAS,€53,,
BIOMET,Médecin,CASTILLO OLIVIER,17/02/2014,REPAS,€29,,
BIOMET,Médecin,CASTILLO OLIVIER,22/01/2014,REPAS,€74,,
BIOMET,Médecin,CASTILLO OLIVIER,22/03/2013,REPAS,€74,,
BIOMET,Médecin,CASTILLO OLIVIER,29/12/2013,REPAS,€45,,
BIOMET,Médecin,CASTILLO OLIVIER,20/01/2012,TRANSPORT,€411,,
BIOMET,Médecin,CASTILLO OLIVIER,30/07/2013,TRANSPORT,€12,,
BIOMET,Médecin,CASTILLO OLIVIER,30/07/2013,TRANSPORT,€140,,
BIOMET,Médecin,CASTILLO OLIVIER,08/05/2014,REPAS,€15,,
BIOMET,Médecin,CASTILLO OLIVIER,23/09/2013,REPAS,€58,,
BIOMET,Médecin,CASTILLO OLIVIER,22/03/2013,REPAS,€23,,
BIOMET,Médecin,CASTILLO OLIVIER,22/01/2014,REPAS,€74,,
BIOMET,Médecin,CASTILLO OLIVIER,29/12/2013,REPAS,€45,,
BIOMET,Médecin,CASTILLO OLIVIER,23/09/2013,REPAS,€36,,
BIOMET,Médecin,CASTILLO OLIVIER,10/09/2013,TRANSPORT,€140,,
BIOMET,Médecin,CASTILLO OLIVIER,08/05/2014,REPAS,€53,,
BIOMET,Médecin,CASTILLO OLIVIER,30/07/2013,TRANSPORT,€24,,
BIOMET,Médecin,CASTILLO OLIVIER,30/07/2013,TRANSPORT,€12,,
BIOMET,Médecin,CASTILLO OLIVIER,30/07/2013,TRANSPORT,€132,,
BIOMET,Médecin,CASTILLO OLIVIER,25/07/2013,REPAS,€72,,
BIOMET,Médecin,CASTILLO OLIVIER,17/02/2014,REPAS,€29,,
BIOMET,Médecin,CASTILLO OLIVIER,16/12/2013,REPAS,€23,,
BIOMET,Médecin,CASTILLO OLIVIER,30/10/2013,REPAS,€20,,
BIOMET,Médecin,CASTILLO OLIVIER,06/03/2014,REPAS,€53,,
BIOMET,Médecin,CLOUET D'ORVAL BENOIT,20/03/2012,REPAS,€38,,
BIOMET,Médecin,EVRARD JEAN-FRANCOIS,15/07/2013,REPAS,€30,,
BIOMET,Médecin,EVRARD JEAN-FRANCOIS,27/07/2012,REPAS,€72,,
BIOMET,Médecin,FAURENNES JEAN-DOMINIQUE,20/03/2012,REPAS,€38,,
BIOMET,Médecin,GLASSON JEAN-MARC,20/03/2012,REPAS,€38,,
BIOMET,Médecin,PICHE SEBASTIEN,14/06/2012,REPAS,€74,,
BIOMET 3i,Chirurgien-dentiste,AFLALO MICHAEL,12/05/2014,REPAS,€32,,
BIOMET 3i,Chirurgien-dentiste,BRAKA JEAN MARC,26/06/2014,REPAS,€14,,
BIOMET 3i,Chirurgien-dentiste,BRAKA JEAN MARC,12/12/2013,REPAS,€26,,
BIOMET 3i,Chirurgien-dentiste,BRAKA PIERRE,26/06/2014,REPAS,€14,,
BIOMET 3i,Chirurgien-dentiste,BRAKA PIERRE,12/12/2013,REPAS,€26,,
BIOMET 3i,Chirurgien-dentiste,DJIAN JENNIFER,12/12/2013,REPAS,€26,,
BIOMET 3i,Chirurgien-dentiste,GAUDARD MATHIAS,12/12/2013,REPAS,€26,,
BIOMET 3i,Chirurgien-dentiste,HAGEGE FRANCK,26/06/2014,REPAS,€14,,
BIOMET 3i,Chirurgien-dentiste,HAGEGE FRANCK,12/12/2013,REPAS,€26,,
BIOMET 3i,Chirurgien-dentiste,MOURARET SYLVAIN,12/12/2013,REPAS,€26,,
BIOMET 3i,Chirurgien-dentiste,MOURARET SYLVAIN,26/06/2014,REPAS,€14,,
BIOMET 3i,Chirurgien-dentiste,NACACHE STEPHANE,12/12/2013,REPAS,€26,,
BIOMET 3i,Chirurgien-dentiste,PEREZ GERARD,12/12/2013,REPAS,€26,,
BIOMET 3i,Chirurgien-dentiste,TABET CAROLINE,12/12/2013,REPAS,€26,,
BIO-RAD,Pharmacien,CHARPENEL LAURENT,01/07/2013,REPAS,€18,,
Biosensors France SAS,Médecin,Habib Yacoub,18/12/2013,Repas,€24,,
Biosensors France SAS,Médecin,Ricard Philippe,18/12/2013,Repas,€24,,
Biosensors France SAS,Médecin,Vidal Renaud,18/12/2013,Repas,€24,,
BOEHRINGER INGELHEIM FRANCE,Médecin,ARFI THIERRY,31/01/2014,HOSPITALITE,€786,,
BOEHRINGER INGELHEIM FRANCE,Médecin,ARFI THIERRY,21/01/2014,HOSPITALITE,€60,,
