3M France,Chirurgien-dentiste,PONS MARC,09/10/2013,REPAS,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CAPDET DAVID,23/10/2013,Repas,€38,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GOUSSON STEPHANIE,23/10/2013,Repas,€38,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GRAND CHRISTINE,23/10/2013,Repas,€38,,
LABORATOIRES CONVATEC,Infirmier,LETOURNEUR ISABELLE,15/07/2013,DÉJEUNER,€19,,
LABORATOIRES CONVATEC,Médecin,CIPRIANO GERARD,29/04/2014,REPAS,€39,,
LABORATOIRES CONVATEC,Médecin,CONTE HELENE,29/04/2014,REPAS,€39,,
Laboratoires Doliage,Médecin,MARINKEVA EMILIYA,03/04/2014,REPAS,€50,,
Laboratoires Grünenthal SAS,Médecin,COSTE EMMANUELLE,14/02/2014,REPAS,€24,,
Laboratoires Grünenthal SAS,Médecin,DRILLAUD DENIS,09/04/2014,REPAS,€45,,
Laboratoires Grünenthal SAS,Médecin,GIAUQUE ERIC,17/10/2013,REPAS,€54,,
Laboratoires Grünenthal SAS,Médecin,HAMMOUD JAMAL,27/03/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,LABANERE CLAUDE,17/03/2014,REPAS,€27,,
Laboratoires Grünenthal SAS,Médecin,LABANERE CLAUDE,02/06/2014,REPAS,€20,,
Laboratoires Grünenthal SAS,Médecin,LUCERO AUDREY,02/06/2014,REPAS,€20,,
Laboratoires Grünenthal SAS,Médecin,LUCERO AUDREY,17/03/2014,REPAS,€27,,
Laboratoires Grünenthal SAS,Médecin,MERLE FRANCIS,17/03/2014,REPAS,€27,,
Laboratoires Grünenthal SAS,Médecin,MERLE FRANCIS,02/06/2014,REPAS,€20,,
Laboratoires Grünenthal SAS,Médecin,PREVOT NICOLAS,19/06/2014,REPAS,€35,,
Laboratoires Grünenthal SAS,Médecin,RACINE JOSE MANUEL,02/06/2014,REPAS,€20,,
Laboratoires Grünenthal SAS,Médecin,RACINE JOSE MANUEL,17/03/2014,REPAS,€27,,
Laboratoires Grünenthal SAS,Médecin,THORIBE BERTRAND,02/06/2014,REPAS,€20,,
Laboratoires IPRAD PHARMA,Médecin,BONNET MARC-ANTOINE AGNES,04/03/2014,REPAS,€50,,
Laboratoires IPRAD PHARMA,Médecin,DRAVIGNEY SAVARY JOELLE,24/06/2014,REPAS,€44,,
Laboratoires Leurquin Mediolanum,Médecin,CAZANAVE HENRI,24/01/2014,AUTRE,€32,,
Laboratoires Leurquin Mediolanum,Médecin,DAMON DIDIER,13/12/2013,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,DEBAS CATHERINE,10/12/2013,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,DELMEULE THIERRY,16/04/2014,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,DELMEULE THIERRY,11/02/2014,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,DESCAMPS DELPHINE,24/01/2014,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,DESCAMPS DELPHINE,15/05/2014,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,DESENLIS CATHERINE,07/02/2014,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,DRILLAUD DENIS,06/12/2013,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,ELLA NGUEMA ANNE LAURE,29/01/2014,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,ELLA NGUEMA ANNE LAURE,20/03/2014,AUTRE,€30,,
Laboratoires Leurquin Mediolanum,Médecin,FERRARIS DAVID,03/06/2014,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,FERRARIS DAVID,11/02/2014,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,FIGUE JEAN BAPTISTE,11/02/2014,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,GRINFEDER VERONIQUE,13/05/2014,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,ITURRALDE MARTINE,10/04/2014,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,LAVEAU JACQUES,07/02/2014,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,MARINKEVA EMILIYA,24/01/2014,AUTRE,€17,,
Laboratoires Leurquin Mediolanum,Médecin,SEGRETIN JEAN MICHEL,07/02/2014,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,VIALA ROBERT,04/02/2014,AUTRE,€15,,
LABORATOIRES MAYOLY SPINDLER,Médecin,COMBY VIALLARD MARIE,11/09/2013,HOSPITALITE,€40,,
LABORATOIRES MAYOLY SPINDLER,Médecin,DE LEDINGHEN VICTOR,06/03/2014,HOSPITALITE,€20,,
LABORATOIRES MAYOLY SPINDLER,Médecin,DELPEU KARINE,11/09/2013,HOSPITALITE,€40,,
LABORATOIRES MAYOLY SPINDLER,Médecin,DE ROSAMEL LAURE,06/03/2014,HOSPITALITE,€20,,
LABORATOIRES MAYOLY SPINDLER,Médecin,DESENLIS CATHERINE,11/09/2013,HOSPITALITE,€40,,
LABORATOIRES MAYOLY SPINDLER,Médecin,DRILLAUD DENIS,11/09/2013,HOSPITALITE,€40,,
LABORATOIRES MAYOLY SPINDLER,Médecin,DULERY CHARLOTTE,06/03/2014,HOSPITALITE,€20,,
LABORATOIRES MAYOLY SPINDLER,Médecin,FABERES GILLES,11/09/2013,HOSPITALITE,€40,,
LABORATOIRES MAYOLY SPINDLER,Médecin,HOUEILLE JEAN JACQUES,11/09/2013,HOSPITALITE,€40,,
LABORATOIRES MAYOLY SPINDLER,Médecin,IZARD STEPHANE,11/09/2013,HOSPITALITE,€40,,
LABORATOIRES MAYOLY SPINDLER,Médecin,LAHARIE DAVID,06/03/2014,HOSPITALITE,€20,,
LABORATOIRES MAYOLY SPINDLER,Médecin,LIEVAUX THIERRY,11/09/2013,HOSPITALITE,€40,,
LABORATOIRES MAYOLY SPINDLER,Médecin,MARRAUD DES GROTTES BENOIT,11/09/2013,HOSPITALITE,€40,,
LABORATOIRES MAYOLY SPINDLER,Médecin,MARRAUD DES GROTTES BENOIT,11/09/2013,HOSPITALITE,€40,,
LABORATOIRES MAYOLY SPINDLER,Médecin,MERLINI L HERITIER ALEXANDRE,06/03/2014,HOSPITALITE,€20,,
LABORATOIRES MAYOLY SPINDLER,Médecin,MORINCOMME MATHIEU,11/09/2013,HOSPITALITE,€40,,
LABORATOIRES MAYOLY SPINDLER,Médecin,MUYARD JASMINE,06/03/2014,HOSPITALITE,€20,,
LABORATOIRES MAYOLY SPINDLER,Médecin,NZUGANG CHRISTELLE,06/03/2014,HOSPITALITE,€20,,
LABORATOIRES MAYOLY SPINDLER,Médecin,POMARAT MARGAUX,06/03/2014,HOSPITALITE,€20,,
LABORATOIRES MAYOLY SPINDLER,Médecin,PRETTO MARTIN GAELLE,11/09/2013,HOSPITALITE,€40,,
LABORATOIRES MAYOLY SPINDLER,Médecin,RICHARD JEAN-JACQUES,11/09/2013,HOSPITALITE,€40,,
LABORATOIRES MAYOLY SPINDLER,Médecin,SOMMIER ALBAN,06/03/2014,HOSPITALITE,€20,,
LABORATOIRES MAYOLY SPINDLER,Médecin,VARLOT PATRICK,11/09/2013,HOSPITALITE,€40,,
LABORATOIRES MAYOLY SPINDLER,Médecin,VERGNIOL JULIEN,06/03/2014,HOSPITALITE,€20,,
LABORATOIRES MAYOLY SPINDLER,Pharmacien,DAGNAUD CHANTAL,05/12/2013,HOSPITALITE,€17,,
LABORATOIRES MAYOLY SPINDLER,Pharmacien,DEGAIL CORINNE,05/12/2013,HOSPITALITE,€17,,
LABORATOIRES MAYOLY SPINDLER,Pharmacien,DUFRENNES MARC,27/01/2014,HOSPITALITE,€17,,
LABORATOIRES MAYOLY SPINDLER,Pharmacien,LOTZ JULIE,05/12/2013,HOSPITALITE,€17,,
LABORATOIRES MAYOLY SPINDLER,Pharmacien,THIBAULT DANIELE,11/04/2014,HOSPITALITE,€17,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ALBENGA ANAIS,05/12/2013,HOSPITALITE,€17,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BURNEZ ANNE,05/12/2013,HOSPITALITE,€17,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,COHUAU DAVID,05/12/2013,HOSPITALITE,€17,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GREAHANT MONIQUE,05/12/2013,HOSPITALITE,€17,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LAVILLE ANNA,05/12/2013,HOSPITALITE,€17,,
LABORATOIRES MAYOLY SPINDLER,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MAVRE SOPHIE,05/12/2013,HOSPITALITE,€17,,
LABORATOIRES OMEGA PHARMA FRANCE,Médecin,BONNET AGNES,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Médecin,COLBERT LORRAINE,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,BERTON AGNES,06/06/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,DEBLED-BERNARD LAURENCE,24/09/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,HAUMONT VAN,19/06/2014,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,LAURIN CATHERINE,19/06/2014,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,LAURIN-HAGRY CATHERINE,24/09/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,MAMERCHT MICHEL,06/06/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,MARES VIRGINIE,24/09/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,MEYNIEU VALERIE,06/06/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,PAQUIER CATHERINE,06/06/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,VELLA LAURENCE,19/06/2014,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,VELLA-DOIT LAURENCE,24/09/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,ZENKER BRIGITTE,06/06/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,BERJON WAGNON CHANTAL,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,BONNET MARIE AMELIE,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,DEPUTIER ISABELLE,01/12/2013,CADEAUX,€15,,
Laboratoires SVR France,Médecin,LARRAN MICHELE,11/03/2014,CADEAUX,€15,,
Laboratoires THEA,Médecin,CAZANAVE HENRI,28/10/2013,AUTRE,€389,,
Laboratoires THEA,Médecin,GRINFEDER VERONIQUE,28/01/2014,REPAS,€41,,
Laboratoires THEA,Médecin,LAVEAU JACQUES,28/01/2014,REPAS,€41,,
Laboratoires THEA,Médecin,LAVEAU SANDRINE,28/01/2014,REPAS,€41,,
Laboratoires THEA,Médecin,VIGNAUX LAMARQUE COLETTE,28/11/2013,REPAS,€55,,
LABORATOIRES URGO,Infirmier,MARVIER MARIE AGNES,12/09/2013,REPAS,€35,,
LABORATOIRES URGO,Infirmier,NGUON MONIKA,12/09/2013,REPAS,€35,,
LABORATOIRES URGO,Médecin,GUILLOT MURIEL,12/09/2013,REPAS,€35,,
LABORATOIRES URGO,Médecin,LEGAILLARD Elizabeth,13/02/2014,Repas,€39,,
LABORATOIRES URGO,Médecin,NGUON Monika,13/02/2014,Repas,€39,,
Labvoratoire CHAUVIN,Médecin,CAZANAVE HENRI,11/12/2013,REPAS,€48,,
Labvoratoire CHAUVIN,Médecin,DEFRANCAIS SERGE,18/09/2013,REPAS,€48,,
Labvoratoire CHAUVIN,Médecin,PON ALAIN,19/03/2014,REPAS,€25,,
Labvoratoire CHAUVIN,Médecin,VIGNAUX LAMARQUE COLETTE,18/09/2013,REPAS,€48,,
LDR Médical,Médecin,BERNARD PIERRE,16/01/2014,AUTRE: HEBERGEMENT ET RESTAURATION,"€1,062",,
LDR Médical,Médecin,BERNARD PIERRE,09/10/2013,TRANSPORT,"€5,420",,
LDR Médical,Médecin,BERNARD PIERRE,16/01/2014,TRANSPORT,€344,,
LDR Médical,Médecin,BERNARD PIERRE,09/10/2013,HEBERGEMENT,€680,,
LDR Médical,Médecin,BERNARD PIERRE,16/01/2014,TRANSPORT,€494,,
LDR Médical,Médecin,BERNARD PIERRE,09/10/2013,AUTRE: INSCRIPTION,€986,,
LEO Pharma,Infirmier,ARRIAT STEPHANE,07/05/2014,REPAS,€14,,
LEO Pharma,Médecin,COLOMBET PHILIPPE,07/05/2014,REPAS,€14,,
LEO Pharma,Médecin,CORDIER GUILLAUME,05/02/2014,REPAS,€20,,
LEO Pharma,Médecin,CORDIER GUILLAUME,10/01/2014,REPAS,€40,,
LEO Pharma,Médecin,CORDIER GUILLAUME,03/06/2013,REPAS,€14,,
LEO Pharma,Médecin,CORDIER GUILLAUME,07/06/2013,REPAS,€40,,
LEO Pharma,Médecin,GUILLO STEPHANE,03/06/2013,REPAS,€14,,
LEO Pharma,Médecin,ISKANDAR HENRI,07/05/2014,REPAS,€14,,
LEO Pharma,Médecin,LARRAN MOULIES MICHELE,23/01/2014,REPAS,€52,,
LEO Pharma,Médecin,NGUON MONIKA,25/06/2013,REPAS,€25,,
LEO Pharma,Médecin,POMMIER NICOLAS,04/12/2013,HOSPITALITE,€300,,
LES LABORATOIRES SERVIER,Médecin,BONNATERRE CELINE,19/10/2013,Repas,€143,,
LES LABORATOIRES SERVIER,Médecin,BONNATERRE CELINE,11/10/2013,Repas,€70,,
LES LABORATOIRES SERVIER,Médecin,BONNATERRE CELINE,11/10/2013,Transport,€186,,
LES LABORATOIRES SERVIER,Médecin,BONNATERRE CELINE,19/10/2013,Hébergement,€151,,
LES LABORATOIRES SERVIER,Médecin,BOULON SOPHIE,11/10/2013,Transport,€270,,
LES LABORATOIRES SERVIER,Médecin,BOULON SOPHIE,11/10/2013,Repas,€70,,
LES LABORATOIRES SERVIER,Médecin,CHEVALIER LAURENT,19/11/2013,Repas,€25,,
LES LABORATOIRES SERVIER,Médecin,CHEVALIER LAURENT,15/04/2014,Repas,€17,,
LES LABORATOIRES SERVIER,Médecin,CHEVALIER LAURENT,05/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,CHEVALIER LAURENT,11/10/2013,Repas,€225,,
LES LABORATOIRES SERVIER,Médecin,CORNELOUP LUC,05/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,CORNELOUP LUC,19/11/2013,Repas,€25,,
LES LABORATOIRES SERVIER,Médecin,CORNELOUP LUC,14/01/2014,Repas,€22,,
LES LABORATOIRES SERVIER,Médecin,FABERES GILLES,26/09/2013,Repas,€57,,
LES LABORATOIRES SERVIER,Médecin,GELLEE BRIGITTE,15/05/2014,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,GELLEE GILLES,15/05/2014,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,GENCEL LAURENT,15/04/2014,Repas,€17,,
LES LABORATOIRES SERVIER,Médecin,GENCEL LAURENT,21/03/2014,Repas,€61,,
LES LABORATOIRES SERVIER,Médecin,GENCEL LAURENT,14/01/2014,Repas,€22,,
LES LABORATOIRES SERVIER,Médecin,GENCEL LAURENT,19/11/2013,Repas,€25,,
LES LABORATOIRES SERVIER,Médecin,GIGANDET-TAMARELLE CATHERINE,05/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,HAMMOUD JAMAL,02/07/2013,Repas,€58,,
LES LABORATOIRES SERVIER,Médecin,HAMMOUD JAMAL,18/09/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,HAMMOUD JAMAL,03/12/2013,Repas,€54,,
LES LABORATOIRES SERVIER,Médecin,HAMMOUD JAMAL,09/01/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,ITURRALDE MARTINE,15/05/2014,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,LAN CHOW WING DAVID,03/12/2013,Repas,€54,,
LES LABORATOIRES SERVIER,Médecin,LAN CHOW WING DAVID,15/04/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,LAN CHOW WING DAVID,26/09/2013,Repas,€57,,
LES LABORATOIRES SERVIER,Médecin,LAN CHOW WING DAVID,05/11/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,LAN CHOW WING DAVID,12/12/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,LAN CHOW WING DAVID,30/01/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,LAN CHOW WING DAVID,15/05/2014,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,LAN CHOW WING DAVID,09/01/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,LAN CHOW WING DAVID,04/02/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,LE VIGOUROUX VIVIANE,15/04/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,LE VIGOUROUX VIVIANE,30/01/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,LE VIGOUROUX VIVIANE,26/09/2013,Repas,€57,,
LES LABORATOIRES SERVIER,Médecin,MURAT ROBERTE,09/10/2013,Repas,€54,,
LES LABORATOIRES SERVIER,Médecin,MURAT ROBERTE,03/06/2014,Repas,€57,,
LES LABORATOIRES SERVIER,Pharmacien,VERDIER x,21/03/2014,Repas,€90,,
LES LABORATOIRES SERVIER,Pharmacien,VERDIER x,21/03/2014,Transport,€21,,
Lilly France SAS,Médecin,COCHET CHANTAL,17/02/2014,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€38,,
Lilly France SAS,Médecin,COCHET CHANTAL,23/01/2014,TRANSPORT,€433,,
Lilly France SAS,Médecin,COCHET CHANTAL,02/10/2013,TRANSPORT,€316,,
Lilly France SAS,Médecin,COCHET CHANTAL,24/01/2014,HÉBERGEMENT,€215,,
Lilly France SAS,Médecin,COCHET CHANTAL,30/10/2013,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€83,,
Lilly France SAS,Médecin,COCHET CHANTAL,05/10/2013,AUTRE : [INSCRIPTION CONGRÈS SCIENTIFIQUE],€400,,
Lilly France SAS,Médecin,COCHET CHANTAL,30/10/2013,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€83,,
Lilly France SAS,Médecin,COCHET CHANTAL,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,COCHET CHANTAL,23/01/2014,TRANSPORT,€11,,
Lilly France SAS,Médecin,COCHET CHANTAL,24/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,COCHET CHANTAL,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,DRILLAUD DENIS,30/01/2014,REPAS,€57,,
Lilly France SAS,Médecin,HAMMOUD JAMAL,20/03/2014,REPAS,€55,,
Lilly France SAS,Médecin,HAMMOUD JAMAL,03/10/2013,REPAS,€54,,
Lilly France SAS,Médecin,NAVARRANNE ROUMEC ANNE,06/02/2014,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€25,,
Lilly France SAS,Pharmacien,SALAUN COSTE CATHERINE,07/02/2014,HÉBERGEMENT,€117,,
Lilly France SAS,Pharmacien,SALAUN COSTE CATHERINE,06/02/2014,REPAS,€60,,
Lilly France SAS,Pharmacien,SALAUN COSTE CATHERINE,07/02/2014,TRANSPORT,€23,,
Lilly France SAS,Pharmacien,SALAUN COSTE CATHERINE,19/03/2014,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€83,,
Lilly France SAS,Pharmacien,SALAUN COSTE CATHERINE,07/02/2014,REPAS,€40,,
LUNDBECK SAS,Médecin,GUERIN AUDREY,12/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€16,,
LUNDBECK SAS,Médecin,GUERIN AUDREY,22/05/2014,AUTRE : FRAIS DE RESTAURATION / RP,€60,,
LUNDBECK SAS,Médecin,HAMMOUD JAMAL,02/04/2014,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,LAN CHOW WING DAVID,05/10/2013,AUTRE : FRAIS D HOSPITALITE / RP,€300,,
LVL MEDICAL SUD OUEST,Médecin,CINA GERARD,13/06/2014,HEBERGEMENT,€117,,
LVL MEDICAL SUD OUEST,Médecin,CINA GERARD,13/06/2014,INSCRIPTION,€250,,
LVL MEDICAL SUD OUEST,Médecin,CINA GERARD,13/06/2014,REPAS,€56,,
MASIMO,Pharmacien,BAROZZI CHRISTEL,27/03/2013,REPAS,€42,,
MASIMO,Pharmacien,SOUBELET VERONIQUE,05/10/2012,REPAS,€33,,
MD ORTHO,Infirmier,CARLIER YACINE,13/11/2013,REPAS,€32,,
MEDA PHARMA,Infirmier,CHASSIGNOL SOPHIE,20/03/2014,REPAS,€26,,
MEDA PHARMA,Infirmier,GADRAS MARIE CHRISTINE,20/03/2014,REPAS,€26,,
MEDA PHARMA,Infirmier,JADOT LEAL CHANTAL,07/05/2014,REPAS,€26,,
MEDA PHARMA,Infirmier,LE GAL ISABELLE,20/03/2014,REPAS,€26,,
MEDA PHARMA,Médecin,LARRAN MOULIES MICHELE,18/12/2013,REPAS,€54,,
MEDA PHARMA,Pharmacien,APRETNA EDWIGE,07/05/2014,REPAS,€26,,
MEDA PHARMA,Pharmacien,CHOLLET ANNICK,07/05/2014,REPAS,€26,,
MEDEXACT,Médecin,COLBERT LORRAINE,28/05/2013,Autre: [Enquête],€16,,
MEDEXACT,Médecin,DEBAS CATHERINE,13/05/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,DUBOURG HERVE,28/05/2013,Autre: [Enquête],€30,,
MEDEXACT,Médecin,FABERES GILLES,17/06/2013,Autre: [Enquête],€16,,
MEDEXACT,Médecin,FAYAT JEAN CLAUDE,24/05/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,GAVOUT PHILIPPE,24/05/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,LARRAN MOULIES MICHELE,02/04/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,LENAIN GILLES,03/06/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,MARRAUD DES GROTTES BENOIT,28/05/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,NAVARRANNE ROUMEC ANNE,28/05/2013,Autre: [Enquête],€20,,
MEDEXACT,Médecin,NAVARRANNE ROUMEC ANNE,28/11/2013,Autre: [Enquête],€14,,
MEDEXACT,Médecin,NGUYEN VALERIE,27/06/2013,Autre: [Enquête],€16,,
medi,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,MAIRE CYRIL,17/01/2014,Repas,€20,,
MEDICREA Europe Francophone,Médecin,GUERIN PATRICK,03/01/2014,REPAS,€30,,
MEDICREA Europe Francophone,Médecin,GUERIN PATRICK,29/11/2013,REPAS,€20,,
MEDICREA Europe Francophone,Médecin,GUERIN PATRICK,30/11/2013,REPAS,€18,,
MEDICREA Europe Francophone,Médecin,GUERIN PATRICK,17/12/2013,REPAS,€47,,
MED OUEST,Médecin,JAMBOU STEPHANE,10/02/2012,REPAS,€72,,
MED OUEST,Médecin,JAMBOU STEPHANE,07/02/2012,REPAS,€75,,
MEDTRONIC France S.A.S,Médecin,CHEVALIER LAURENT,29/04/2014,REPAS,€36,,
MEDTRONIC France S.A.S,Médecin,CHEVALIER LAURENT,10/12/2013,REPAS,€30,,
MEDTRONIC France S.A.S,Médecin,CORNELOUP LUC,04/09/2013,REPAS,€15,,
MEDTRONIC France S.A.S,Médecin,DUBOURG HERVE,08/11/2013,HEBERGEMENT,€115,,
MEDTRONIC France S.A.S,Médecin,DUBOURG HERVE,08/11/2013,REPAS,€25,,
MEDTRONIC France S.A.S,Médecin,DUBOURG HERVE,09/11/2013,HEBERGEMENT,€115,,
MEDTRONIC France S.A.S,Médecin,DUBOURG HERVE,09/11/2013,REPAS,€25,,
MEDTRONIC France S.A.S,Médecin,GENCEL LAURENT,29/04/2014,REPAS,€36,,
MEDTRONIC France S.A.S,Médecin,GENCEL LAURENT,10/12/2013,REPAS,€30,,
MEDTRONIC France S.A.S,Médecin,MIGNOT AUDE,04/09/2013,REPAS,€15,,
MENARINI FRANCE,Médecin,CINA GERARD,05/07/2013,AUTRE : RNT,€48,,
MENARINI FRANCE,Médecin,CINA GERARD,17/12/2013,AUTRE : RNT,€35,,
MENARINI FRANCE,Médecin,CINA GÉRARD,05/07/2013,AUTRE : RNT,€48,,
MENARINI FRANCE,Médecin,DELMEULE THIERRY,24/05/2014,Hébergement,€127,,
MENARINI FRANCE,Médecin,DELMEULE THIERRY,24/05/2014,Autre : [Inscription],€456,,
MENARINI FRANCE,Médecin,DELMEULE THIERRY,24/05/2014,Transport,€204,,
MENARINI FRANCE,Médecin,DRILLAUD DENIS,21/11/2013,REPAS,€45,,
MENARINI FRANCE,Médecin,HAMMOUD JAMAL,17/10/2013,AUTRE : RNT,€25,,
MENARINI FRANCE,Médecin,LACHIVER ERIC,14/10/2013,AUTRE : RNT,€32,,
MENARINI FRANCE,Médecin,MUZARD DAMIEN,02/10/2013,AUTRE : RNT,€40,,
MENARINI FRANCE,Médecin,REMY VINCENT,05/07/2013,AUTRE : RNT,€48,,
MERCK SERONO,Ergothérapeute,GRANGETTE VALERIE,20/09/2013,REPAS,€43,,
MERCK SERONO,Infirmier,CAZE CHAZAL MICHELE,24/01/2014,REPAS,€46,,
MERCK SERONO,Infirmier,CAZE CHAZAL MICHELE,15/10/2013,REPAS,€55,,
MERCK SERONO,Infirmier,CAZE CHAZAL MICHELE,24/01/2014,REPAS,€55,,
MERCK SERONO,Infirmier,CAZE CHAZAL MICHELE,20/09/2013,REPAS,€28,,
MERCK SERONO,Infirmier,CAZE CHAZAL MICHELE,24/01/2014,REPAS,€10,,
MERCK SERONO,Infirmier,CAZE CHAZAL MICHELE,20/09/2013,HÉBERGEMENT,€121,,
MERCK SERONO,Infirmier,CAZE CHAZAL MICHELE,24/01/2014,TRANSPORT,€260,,
MERCK SERONO,Infirmier,CAZE CHAZAL MICHELE,20/09/2013,REPAS,€43,,
MERCK SERONO,Infirmier,CAZE CHAZAL MICHELE,24/01/2014,TRANSPORT,€260,,
MERCK SERONO,Infirmier,CAZE CHAZAL MICHELE,24/01/2014,REPAS,€46,,
MERCK SERONO,Infirmier,CAZE CHAZAL MICHELE,24/01/2014,REPAS,€10,,
MERCK SERONO,Infirmier,CAZE CHAZAL MICHELE,24/01/2014,REPAS,€10,,
MERCK SERONO,Infirmier,CAZE CHAZAL MICHELE,24/01/2014,REPAS,€10,,
MERCK SERONO,Infirmier,CAZE CHAZAL MICHELE,24/01/2014,REPAS,€55,,
MERCK SERONO,Infirmier,CAZE CHAZAL MICHELE,24/01/2014,HÉBERGEMENT,€175,,
