3M France,Chirurgien-dentiste,GRATADOUR AGNES,06/02/2014,REPAS,€18,,
OCP REPARTITION,Pharmacien,LEYRAT FIOCRE FREDERIQUE,16/12/2013,REPAS,€60,,
OCP REPARTITION,Pharmacien,PARIS CHRISTIANE,16/12/2013,REPAS,€60,,
ORTHO CLINICAL DIAGNOSTICS France,Pharmacien,CHATRON Philippe,20/06/2013,REPAS,€51,,
ORTHOFIX SA,Aide soignant,AUBRET SYLVAIN,19/05/2014,REPAS,€35,,
ORTHOFIX SA,Aide soignant,BOTAORI ALEX,19/05/2014,REPAS,€35,,
ORTHOFIX SA,Aide soignant,BUGE MAUD,21/03/2014,REPAS,€19,,
ORTHOFIX SA,Aide soignant,CHASSAGUE GLADYS,21/03/2014,REPAS,€19,,
ORTHOFIX SA,Aide soignant,LAMIRAND ADELINE,21/03/2014,REPAS,€19,,
ORTHOFIX SA,Aide soignant,LECONTE THIBAULT,19/05/2014,REPAS,€35,,
ORTHOFIX SA,Aide soignant,MATIAS ELODIE,21/03/2014,REPAS,€19,,
ORTHOFIX SA,Aide soignant,PLAS SANDRINE,21/03/2014,REPAS,€19,,
ORTHOFIX SA,Aide soignant,PUBEUIER PASCALE,21/03/2014,REPAS,€19,,
ORTHOFIX SA,Aide soignant,RAMEAN NADINE,21/03/2014,REPAS,€19,,
ORTHOFIX SA,Aide soignant,REY MAGALI,21/03/2014,REPAS,€19,,
ORTHOFIX SA,Aide soignant,ROUSIL ISABELLE,21/03/2014,REPAS,€19,,
ORTHOFIX SA,Aide soignant,SAMBA ANTOINE,19/05/2014,REPAS,€35,,
ORTHOFIX SA,Aide soignant,SIGAUD CHRISTINE,21/03/2014,REPAS,€19,,
ORTHOFIX SA,Médecin,ROUSSAT MARIE,19/05/2014,REPAS,€35,,
ORTHOFIX SA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,COUOVERE FREDERICO,19/05/2014,REPAS,€35,,
ORTHOFIX SA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MAUSOUE MOUNIA,19/05/2014,REPAS,€35,,
Otsuka Pharmaceutical France SAS,Médecin,SAVAJOLS Marie agnes,24/09/2013,RESTAURATION,€60,,
Otsuka Pharmaceutical France SAS,Médecin,THIRIAT Jean,18/11/2013,RESTAURATION,€59,,
PAUL HARTMANN SA,Infirmier,VIDECOQ CLAIRE,12/09/2013,Repas,€21,,
PAUL HARTMANN SA,Infirmier,VIDECOQ CLAIRE,30/10/2013,Repas,€29,,
PAUL HARTMANN SA,Pharmacien,BOEL ELISABETH,10/12/2013,Repas,€45,,
PAUL HARTMANN SA,Pharmacien,FERRAGNE JEAN LUC,07/11/2013,Repas,€45,,
PAUL HARTMANN SA,Pharmacien,LOUDE MARIE LAURE,07/11/2013,Repas,€45,,
PAUL HARTMANN SA,Pharmacien,MADEBENE CAROLINE,10/12/2013,Repas,€45,,
PAUL HARTMANN SA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BAYON VIRGINIE,10/12/2013,Repas,€45,,
PAUL HARTMANN SA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,FERNANDES PERRINE,10/12/2013,Repas,€45,,
PAUL HARTMANN SA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,JUNY FABIENNE,07/11/2013,Repas,€45,,
PAUL HARTMANN SA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,KOULCHITZKY DOMINIQUE,07/11/2013,Repas,€45,,
PAUL HARTMANN SA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VASSET JACQUELINE,10/12/2013,Repas,€45,,
PECH CERCIAT,Médecin,Accoceberry Marie,05/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Accoceberry Marie,20/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Amarger Stéphanie,25/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Biard Benoit,04/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Bonnet Véronique,11/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Bonnet Véronique,05/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Bonnet Véronique,24/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Campagne-Loiseau Sandrine,18/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Dejou Bouillet Lydie,18/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Fénélon Vanessa,28/08/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Ganesco-Deglin Marie-Hélène,06/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Gouyon Isabelle,16/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Gouyon Isabelle,16/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Gremeau Anne-Sophie,15/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Houlle Céline,22/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Juillard Dominique,12/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Kibler Marie-Paule,22/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Kibler Marie-Paule,24/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Mansard Sandrine,18/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Moussa Georges,25/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Poiech Charlotte,18/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Raffier Catherine,20/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Tome Marie-Claire,03/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Tome Marie-Claire,03/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Vergote Pelamourgues Sylvie,16/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Vergote Pelamourgues Sylvie,06/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Vilanova Didier,16/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Vilanova Didier,05/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Brachi Sandrine,06/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Bravard Nicole,05/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Courteix Cécile,12/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Courteix Cécile,05/11/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Duclos Julie,15/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Guillou Nelly,03/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Quinonero Frédérique,20/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Quinonero Frédérique,15/07/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Quinonero Frédérique,03/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Truchot Marion,11/07/2013,Autre : [ECHANTILLON],€20,,
PFIZER SAS,Infirmier,MARCHANDISE FRANCOIS,27/09/2013,Repas,€40,,
PFIZER SAS,Médecin,ALBERT ANDRA MARIA,14/11/2013,REPAS,€36,,
PFIZER SAS,Médecin,ALBERT ANDRA MARIA,25/09/2013,Repas,€28,,
PFIZER SAS,Médecin,ALBERT ANDRA MARIA,23/04/2014,REPAS,€51,,
PFIZER SAS,Médecin,BRUNEHAUT PETAUT MYRIAM,23/04/2014,REPAS,€51,,
PFIZER SAS,Médecin,CARCANAGUE YVES,24/04/2014,REPAS,€20,,
PFIZER SAS,Médecin,DOLY KUCHCIK LUDIVINE,17/04/2014,REPAS,€50,,
PFIZER SAS,Médecin,DOLY KUCHCIK LUDIVINE,27/09/2013,Repas,€40,,
PFIZER SAS,Médecin,GBONON JEAN MARIE,23/04/2014,REPAS,€51,,
PFIZER SAS,Médecin,LAIME DENIS,25/10/2013,REPAS,€29,,
PFIZER SAS,Médecin,LAIME DENIS,25/10/2013,AUTRE: INSCRIPTION,€143,,
PFIZER SAS,Médecin,MOULIN JEAN PIERRE,11/01/2014,REPAS,€33,,
PFIZER SAS,Médecin,PERRIOT JEAN LOUIS,27/09/2013,Repas,€40,,
PFIZER SAS,Médecin,PERRIOT JEAN LOUIS,17/04/2014,REPAS,€50,,
PFIZER SAS,Médecin,PETIT MICHEL,23/04/2014,REPAS,€51,,
PFIZER SAS,Médecin,PETIT MICHEL,13/11/2013,Repas,€57,,
PFIZER SAS,Médecin,PETIT MICHEL,18/02/2014,REPAS,€40,,
PFIZER SAS,Pharmacien,BOUDOL CHRISTOPHE,05/06/2013,Repas,€28,,
PFIZER SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MACHADO ANGELIQUE,05/06/2013,Repas,€28,,
PHILIPS FRANCE,Médecin,COURTHALIAC CHRISTOPHE,17/09/2013,REPAS,€100,,
PHILIPS FRANCE,Médecin,COURTHALIAC CHRISTOPHE,17/09/2013,HEBERGEMENT,€180,,
PHILIPS FRANCE,Médecin,COURTHALIAC CHRISTOPHE,17/09/2013,TRANSPORT,€300,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,BARDIN PASCALE,24/04/2014,RESTAURATION,€14,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,BASSIN TOURLONIAS NATALIE,10/05/2014,RESTAURATION,€29,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,ROUSSEAU CAMILLE,07/01/2014,RESTAURATION,€23,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,BRUSTEL PIERRE YVES,05/06/2014,HOSPITALITE SITES PIERRE FABRE,€43,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,BRUSTEL PIERRE YVES,28/02/2014,RESTAURATION,€16,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,BRUSTEL PIERRE YVES,05/06/2014,RESTAURATION,€54,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,DE RENZIS JULES HENRY,30/11/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MOMEGE CYRILLE,30/11/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,CHARDON CLAUDE,19/01/2012,Restauration,€36,,
PIERRE FABRE MEDICAMENT,Médecin,CHARRIER BERNARD,30/10/2012,Restauration,€44,,
PIERRE FABRE MEDICAMENT,Médecin,DELVAL LAURENT,06/06/2012,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Médecin,FANGET JEAN YVES,27/03/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,HADDOU FABRICE,07/09/2012,Restauration,€37,,
PIERRE FABRE MEDICAMENT,Médecin,HADDOU FABRICE,04/07/2013,RESTAURATION,€40,,
PIERRE FABRE MEDICAMENT,Médecin,HAGER PATRICIA,21/02/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,LAFFONT ALAIN,25/01/2012,Restauration,€37,,
PIERRE FABRE MEDICAMENT,Médecin,LANDON CHRISTIAN,15/06/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,MONIER PASCAL,06/06/2012,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Médecin,PETIT MICHEL,25/10/2012,HÃƒÂ©bergement,€95,,
PIERRE FABRE MEDICAMENT,Médecin,PETIT MICHEL,25/10/2012,Frais de dÃƒÂ©placement,€67,,
PIERRE FABRE MEDICAMENT,Médecin,PETIT MICHEL,25/10/2012,Restauration,€134,,
PIERRE FABRE MEDICAMENT,Médecin,VEYSSET PIERRE,15/06/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,VILANOVA DIDIER,26/09/2012,Restauration,€20,,
PIERRE FABRE MEDICAMENT,Médecin,VILANOVA DIDIER,15/11/2012,Restauration,€22,,
PIERRE FABRE MEDICAMENT,Pharmacien,FERRAGNE JEAN LUC,06/06/2012,Restauration,€46,,
PRODUITS DENTAIRES PIERRE ROLLAND,Chirurgien-dentiste,LEBRAT LUDOVIC,15/10/2012,DON PRODUITS,€353,,
ProStrakan Pharma,Médecin,BLANC BRUNO,16/01/2014,Repas,€42,,
RESEARCH NOW SAS,Médecin,privat christian,23/09/2013,enquête,€19,,
RESMED SAS,Médecin,BOUDET STÉPHANE,23/05/2014,hébergement,€148,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,ANGLADE JOELLE,20/08/2013,REPAS,€19,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,ANGLADE JOELLE,20/08/2013,REPAS,€19,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,BOUDOL CHRISTOPHE,10/12/2013,REPAS,€44,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,CHATRON PHILIPPE,08/11/2013,REPAS,€45,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,DORUT PHILIPPE,10/12/2013,REPAS,€44,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,FERRAGNE JEAN-LUC,03/12/2013,REPAS,€53,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,FORTE DOMINIQUE,01/08/2013,REPAS,€18,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,FORTE DOMINIQUE,01/08/2013,REPAS,€18,,
ROCHE DIAGNOSTICS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BLANC CECILE,10/12/2013,REPAS,€44,,
ROCHE DIAGNOSTICS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BRYE SANDRINE,10/12/2013,REPAS,€44,,
ROCHE DIAGNOSTICS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DEGUIRARD BORIS,10/12/2013,REPAS,€44,,
ROCHE SAS,Médecin,CHOUZET STEPHANE,06/03/2014,Repas,€18,,
ROCHE SAS,Médecin,COURTHALIAC CHRISTOPHE,14/05/2014,Repas,€18,,
ROCHE SAS,Médecin,COURTHALIAC CHRISTOPHE,16/04/2014,Repas,€24,,
ROCHE SAS,Médecin,DUMESNIL YVAN,06/03/2014,Repas,€18,,
ROCHE SAS,Médecin,DUMESNIL YVAN,11/02/2014,Repas,€21,,
ROCHE SAS,Médecin,DUMESNIL YVAN,11/06/2014,Repas,€18,,
ROCHE SAS,Médecin,GAYARD PIERRE,11/02/2014,Repas,€21,,
ROCHE SAS,Médecin,GAYARD PIERRE,26/03/2014,Repas,€30,,
ROCHE SAS,Médecin,GAYARD PIERRE,16/01/2014,Repas,€53,,
ROCHE SAS,Médecin,LAUTARD MICHEL,06/03/2014,Repas,€18,,
ROCHE SAS,Médecin,MONGHAL CAMILLE,11/06/2014,Repas,€18,,
ROCHE SAS,Médecin,PETROU AGNES,11/06/2014,Repas,€18,,
ROCHE SAS,Médecin,PETROU AGNES,16/01/2014,Repas,€53,,
ROCHE SAS,Médecin,TRAVADE ARMELLE,16/01/2014,Repas,€53,,
ROCHE SAS,Médecin,VAYSSADE MARIELLE,14/05/2014,Repas,€18,,
Sage Products LLC,Médecin,Faure J,17/01/2014,Repas,€43,,
Sage Products LLC,Médecin,Guelon Dominique,17/01/2014,Repas,€43,,
SANDOZ,Etudiant,PRADIER CECILE,25/07/2013,REPAS,€50,,
SANDOZ,Pharmacien,BATAILLE BRIGITTE,25/07/2013,REPAS,€50,,
SANDOZ,Pharmacien,BRANDE LUIS,06/05/2014,REPAS,€24,,
SANDOZ,Pharmacien,BRANDE VANESSA,06/05/2014,REPAS,€24,,
SANDOZ,Pharmacien,COUFORT LUCAS,25/07/2013,REPAS,€50,,
SANDOZ,Pharmacien,PETIT NATHALIE,25/07/2013,REPAS,€50,,
SANOFI AVENTIS FRANCE,Infirmier,BAPPEL COLETTE,16/05/2014,Repas,€10,,
SANOFI AVENTIS FRANCE,Médecin,ABRAHAM DOMINIQUE,16/05/2014,Repas,€10,,
SANOFI AVENTIS FRANCE,Médecin,BROZE CLAIRE,12/09/2013,Restauration,€23,,
SANOFI AVENTIS FRANCE,Médecin,CHARDON CLAUDE,17/04/2014,Repas,€49,,
SANOFI AVENTIS FRANCE,Médecin,COUDOUX NATHALIE,12/09/2013,Restauration,€23,,
SANOFI AVENTIS FRANCE,Médecin,FANGET JEAN YVES,17/04/2014,Repas,€49,,
SANOFI AVENTIS FRANCE,Médecin,FERNANDES EDITH,12/09/2013,Restauration,€23,,
SANOFI AVENTIS FRANCE,Médecin,FILLERE SYLVIANE,16/05/2014,Repas,€10,,
SANOFI AVENTIS FRANCE,Médecin,HADDOU FABRICE,17/04/2014,Repas,€49,,
SANOFI AVENTIS FRANCE,Médecin,HILAL RACHID,27/03/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,LAPORTE CATHERINE,16/05/2014,Repas,€10,,
SANOFI AVENTIS FRANCE,Médecin,LAUTARD MICHEL,09/01/2014,Repas,€30,,
SANOFI AVENTIS FRANCE,Médecin,PEREIRA MICKAEL,12/09/2013,Restauration,€23,,
SANOFI AVENTIS FRANCE,Médecin,PLAY LAURIE,12/09/2013,Restauration,€23,,
SANOFI AVENTIS FRANCE,Médecin,SABLONNIERE MICHEL,27/03/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,SABLONNIERE MICHEL,09/01/2014,Repas,€30,,
SANOFI AVENTIS FRANCE,Médecin,SCHWARTZ DOMINIQUE,16/05/2014,Repas,€10,,
SANOFI AVENTIS FRANCE,Médecin,VOILLAT SEBASTIEN,12/09/2013,Restauration,€23,,
SANOFI AVENTIS FRANCE,Pharmacien,BASSIN TOURLONIAS NATALIE,16/07/2013,Restauration,€33,,
SANOFI AVENTIS FRANCE,Pharmacien,BATAILLE BRIGITTE,12/09/2013,Restauration,€23,,
SANOFI AVENTIS FRANCE,Pharmacien,BOUDOL CHRISTOPHE,04/04/2014,Repas,€25,,
SANOFI AVENTIS FRANCE,Pharmacien,BRANDE LUIS,12/09/2013,Restauration,€23,,
SANOFI AVENTIS FRANCE,Pharmacien,COUFORT LUCAS,12/09/2013,Restauration,€23,,
SANOFI AVENTIS FRANCE,Pharmacien,FERRAGNE JEAN LUC,06/05/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Pharmacien,JUILLARD ISABELLE,16/07/2013,Restauration,€33,,
SANOFI AVENTIS FRANCE,Pharmacien,LARUE NICOLAS,27/03/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Pharmacien,MAIZAUD NATHALIE,24/06/2014,Repas,€32,,
SANOFI AVENTIS FRANCE,Pharmacien,PETIT NATHALIE,12/09/2013,Restauration,€23,,
SANOFI PASTEUR MSD SNC,Médecin,BALLAND ANNIE,04/12/2013,Repas,€38,,
SANOFI PASTEUR MSD SNC,Médecin,COTHENET CYRIELLE,23/05/2014,Repas,€14,,
SANOFI PASTEUR MSD SNC,Médecin,DOLY KUCHCIK LUDIVINE,27/03/2014,Repas,€36,,
SANOFI PASTEUR MSD SNC,Médecin,GRONDIN DUCORAIL MARIE ANGE,27/03/2014,Repas,€36,,
SANOFI PASTEUR MSD SNC,Médecin,GUIGNARD STEPHANE,11/07/2013,Repas,€22,,
SANOFI PASTEUR MSD SNC,Médecin,HADDOU FABRICE,06/12/2013,Repas,€24,,
SANOFI PASTEUR MSD SNC,Médecin,SCHWARTZ DOMINIQUE,11/07/2013,Repas,€22,,
SANOFI PASTEUR MSD SNC,Médecin,SUAREZ CORINNE,27/02/2014,Repas,€34,,
SAS LABORATOIRES VIVACY,Médecin,LAMBERT FREDERIC,26/09/2013,REPAS,€27,,
SATELEC SAS,Autres types de personne morale,Faculté de Chirurgie Dentaire Clermont Ferrand,11/10/2012,prêt générateurs Piezoelectrique,€300,,
SEPTODONT SAS,Chirurgien-dentiste,BIEGNON PATRICK,25/07/2012,Autre,€100,,
SEPTODONT SAS,Chirurgien-dentiste,BIEGNON PATRICK,22/11/2012,Autre,€450,,
SORIN GROUP FRANCE,Médecin,AZARNOUSH KASRA,16/05/2014,Transport,€320,,
SORIN GROUP FRANCE,Médecin,AZARNOUSH KASRA,16/05/2014,Hébergement,€70,,
SORIN GROUP FRANCE,Médecin,Chauvet Delphine,25/09/2013,Repas,€66,,
SORIN GROUP FRANCE,Médecin,Chauvet Delphine,25/09/2013,Dons de fonctionnement,€250,,
SORIN GROUP FRANCE,Médecin,Chauvet Delphine,25/09/2013,Hébergement,€200,,
SORIN GROUP FRANCE,Médecin,Chauvet Delphine,25/09/2013,Transport,€224,,
SORIN GROUP FRANCE,Médecin,Philippot Francois,25/09/2013,Hébergement,€385,,
SORIN GROUP FRANCE,Médecin,Philippot Francois,25/09/2013,Dons de fonctionnement,€480,,
SORIN GROUP FRANCE,Médecin,Philippot Francois,25/09/2013,Repas,€70,,
SORIN GROUP FRANCE,Médecin,Philippot Francois,25/09/2013,Transport,€396,,
STALLERGENES SA,Médecin,FAUQUERT JEAN LUC,22/11/2013,REPAS,€171,,
STALLERGENES SA,Médecin,FAUQUERT JEAN LUC,22/11/2013,HEBERGEMENT,€353,,
STALLERGENES SA,Médecin,FAUQUERT JEAN LUC,22/11/2013,REPAS,€171,,
STALLERGENES SA,Médecin,MIGNOT PIERRE,03/10/2013,HEBERGEMENT,€651,,
STALLERGENES SA,Médecin,MIGNOT PIERRE,03/10/2013,REPAS,€340,,
STALLERGENES SA,Médecin,MIGNOT PIERRE,03/10/2013,TRANSPORT,€168,,
St Jude Medical France SAS,Médecin,PHILIPPOT FRANCOIS,14/02/2014,Repas,€10,,
St Jude Medical France SAS,Médecin,PHILIPPOT FRANCOIS,25/04/2014,Repas,€11,,
St Jude Medical France SAS,Médecin,PHILIPPOT FRANCOIS,04/10/2013,Repas,€11,,
St Jude Medical France SAS,Médecin,PHILIPPOT FRANCOIS,17/03/2014,Repas,€29,,
St Jude Medical France SAS,Médecin,PHILIPPOT FRANCOIS,28/02/2014,Repas,€11,,
St Jude Medical France SAS,Médecin,PHILIPPOT FRANCOIS,21/03/2014,Repas,€10,,
St Jude Medical France SAS,Médecin,PHILIPPOT FRANCOIS,25/11/2013,Hébergement,€315,,
St Jude Medical France SAS,Médecin,PHILIPPOT FRANCOIS,16/05/2014,Repas,€10,,
St Jude Medical France SAS,Médecin,PHILIPPOT FRANCOIS,26/11/2013,Repas,€60,,
St Jude Medical France SAS,Médecin,PHILIPPOT FRANCOIS,25/11/2013,Repas,€60,,
St Jude Medical France SAS,Médecin,PHILIPPOT FRANCOIS,12/09/2013,Repas,€25,,
St Jude Medical France SAS,Médecin,PHILIPPOT FRANCOIS,20/09/2013,Repas,€10,,
St Jude Medical France SAS,Médecin,PHILIPPOT FRANCOIS,04/04/2014,Repas,€11,,
St Jude Medical France SAS,Médecin,PHILIPPOT FRANCOIS,22/11/2013,Repas,€11,,
St Jude Medical France SAS,Médecin,PHILIPPOT FRANCOIS,25/11/2013,Transport,€395,,
Takeda France,Infirmier,MARCHANDISE Francois,13/02/2014,REPAS,€56,,
Takeda France,Médecin,BLANC Bruno,10/04/2014,REPAS,€21,,
Takeda France,Médecin,CARLA Herve,15/10/2013,REPAS,€60,,
Takeda France,Médecin,DOLY KUCHCIK Ludivine,13/02/2014,REPAS,€56,,
Takeda France,Médecin,FANGET Jean yves,15/10/2013,REPAS,€60,,
Takeda France,Médecin,GILARD Jean marc,15/10/2013,REPAS,€60,,
Takeda France,Médecin,HADDOU Fabrice,15/10/2013,REPAS,€60,,
Takeda France,Médecin,HAGER Patricia,15/10/2013,REPAS,€60,,
Takeda France,Médecin,LEYENDECKER Sylvie,15/10/2013,REPAS,€60,,
Takeda France,Médecin,PELLISSIER MERLE Genevieve,15/10/2013,REPAS,€60,,
Takeda France,Médecin,PERRIOT Jean louis,13/02/2014,REPAS,€56,,
Takeda France,Médecin,PONS Pascal,15/10/2013,REPAS,€60,,
Takeda France,Médecin,TARTIERE Didier,15/10/2013,REPAS,€60,,
Takeda France,Médecin,TIBOULET Guillaume,15/10/2013,REPAS,€60,,
Takeda France,Pharmacien,VOURZAY Catherine,15/11/2013,REPAS,€68,,
Takeda France,Pharmacien,VOURZAY Catherine,15/11/2013,HEBERGEMENT,€180,,
Takeda France,Pharmacien,VOURZAY Catherine,15/11/2013,TRANSPORT,€455,,
TEVA SANTE SAS,Médecin,HADDOU FABRICE,21/11/2013,REPAS,€50,,
TEVA SANTE SAS,Médecin,HADDOU FABRICE,12/06/2014,REPAS,€22,,
TEVA SANTE SAS,Médecin,MOREAU LIONEL,15/01/2014,TRANSPORT,€378,,
TEVA SANTE SAS,Médecin,MOREAU LIONEL,15/01/2014,HEBERGEMENT,€393,,
TEVA SANTE SAS,Médecin,MOREAU LIONEL,15/01/2014,TRANSPORT,€378,,
TEVA SANTE SAS,Médecin,MOREAU LIONEL,15/01/2014,AUTRE : INSCRIPTION,€688,,
TEVA SANTE SAS,Médecin,TARTIERE DIDIER,25/06/2014,REPAS,€50,,
THERABEL LUCIEN PHARMA,Médecin,SCHWARTZ DOMINIQUE,04/06/2013,REPAS,€35,,
THERABEL LUCIEN PHARMA,Pharmacien,BRUN ANNE MARIE,23/10/2013,REPAS,€13,,
THERABEL LUCIEN PHARMA,Pharmacien,DELBET BARRAUD HELENE,23/10/2013,REPAS,€13,,
THERABEL LUCIEN PHARMA,Pharmacien,DORUT PHILIPPE,23/10/2013,REPAS,€13,,
VIFOR FRANCE SA,Médecin,LEMAITRE JEAN PIERRE,17/09/2013,REPAS,€81,,
VIFOR FRANCE SA,Médecin,RANCE FRANCOIS ALAIN,17/09/2013,REPAS,€81,,
Zambon France,Médecin,LONG BERTRAND,11/07/2013,Repas,€55,,
Zambon France,Médecin,SAVAREUX LAURENT,11/07/2013,Repas,€55,,
Zimmer Dental SAS,Chirurgien-dentiste,EL MJABBER HICHAM,19/12/2013,REPAS,€13,,
