3M France,Pharmacien,RAVENEAU EDDY,26/03/2014,REPAS,€36,,
LES LABORATOIRES SERVIER,Médecin,LOPEZ STEPHANIE,06/02/2014,Repas,€84,,
LES LABORATOIRES SERVIER,Médecin,LOPEZ STEPHANIE,28/01/2014,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,MIANE BERTRAND,01/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,MIANE BERTRAND,11/12/2013,Transport,€438,,
LES LABORATOIRES SERVIER,Médecin,MIANE BERTRAND,11/12/2013,Hébergement,€410,,
LES LABORATOIRES SERVIER,Médecin,MIANE BERTRAND,13/02/2014,Repas,€54,,
LES LABORATOIRES SERVIER,Médecin,MIANE BERTRAND,11/12/2013,Autre : Inscription,€575,,
LES LABORATOIRES SERVIER,Médecin,MIANE BERTRAND,11/12/2013,Repas,€100,,
LES LABORATOIRES SERVIER,Médecin,MIANE BERTRAND,27/11/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,PORTE PATRICK,04/02/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,QUILEZ DANIEL,19/09/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,QUILEZ DANIEL,27/11/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,QUILEZ DANIEL,04/02/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,ROUVELOUP FRANCOISE,27/11/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,ROUVELOUP FRANCOISE,15/04/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,SAINTIPOLY BERTRAND,04/02/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,SAINTIPOLY BERTRAND,17/10/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,SALAVERRI MARTINE,13/02/2014,Repas,€54,,
LES LABORATOIRES SERVIER,Médecin,XAVIER PATRICK,17/10/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,XAVIER PATRICK,07/12/2013,Repas,€241,,
Lilly France SAS,Médecin,BALIN JEAN JACQUES,06/02/2014,REPAS,€55,,
Lilly France SAS,Médecin,FISCHER HERVE,27/09/2013,REPAS,€55,,
Lilly France SAS,Médecin,GUTH SYLVESTRE,05/09/2013,REPAS,€18,,
Lilly France SAS,Médecin,LAPEYRE ALAIN,27/09/2013,REPAS,€55,,
Lilly France SAS,Médecin,REBEYROL SERGE,06/02/2014,REPAS,€55,,
Lilly France SAS,Médecin,ROUVELOUP TRONCHE FRANCOISE,06/02/2014,REPAS,€55,,
Lilly France SAS,Médecin,ROYER BERNARD,06/02/2014,REPAS,€55,,
LIVE ! BY GL EVENTS,Médecin,ABITA THIARE,20/06/2014,Inscription,€63,,
LIVE ! BY GL EVENTS,Médecin,ABITA THIARE,20/06/2014,Repas,€12,,
LUNDBECK SAS,Médecin,CHAZOT FREDERIC,07/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€23,,
LUNDBECK SAS,Médecin,FORTUNE GERARD,29/01/2014,AUTRE : FRAIS DE RESTAURATION / RP,€53,,
LUNDBECK SAS,Médecin,PENAULT MATHILDE,15/05/2014,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,ROUVELOUP TRONCHE FRANCOISE,25/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€43,,
LUNDBECK SAS,Médecin,ROYER BERNARD,28/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€40,,
LUNDBECK SAS,Médecin,ROYER BERNARD,25/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€43,,
LUNDBECK SAS,Médecin,SENGELEN JEAN MARIE,16/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€19,,
MEDEXACT,Médecin,BOUYSSOU PIERRE PHILIPPE,04/04/2014,Autre: [Enquête],€21,,
MEDEXACT,Médecin,BOUYSSOU PIERRE PHILIPPE,07/01/2013,Autre: [Enquête],€15,,
MEDEXACT,Médecin,DALET LYDIE,03/06/2013,Autre: [Enquête],€16,,
MEDEXACT,Médecin,LABROUSSE JEAN LOUIS,15/03/2013,Autre: [Enquête],€16,,
MEDEXACT,Médecin,LIARD MEILLON MARIE ELISABETH,05/07/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,LOPEZ STEPHANIE,24/05/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,MAGHIA REMI,07/01/2013,Autre: [Enquête],€30,,
MEDEXACT,Médecin,MAGHIA REMI,15/03/2013,Autre: [Enquête],€16,,
MEDEXACT,Médecin,MAGHIA REMI,25/10/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,MOURNETAS EVELYNE,24/09/2013,Autre: [Enquête],€25,,
MEDTRONIC France S.A.S,Etudiant,DIDOT VALÉRIAN,20/06/2014,REPAS,€35,,
MEDTRONIC France S.A.S,Médecin,LOPEZ STEPHANIE,25/09/2013,REPAS,€47,,
MEDTRONIC France S.A.S,Médecin,LOPEZ STEPHANIE,24/09/2013,REPAS,€47,,
MEDTRONIC France S.A.S,Médecin,MUSSO JEAN YVES,21/09/2013,REPAS,€50,,
MENARINI FRANCE,Médecin,BENSLIMANE SAMIR,17/09/2013,AUTRE : RNT,€22,,
MENARINI FRANCE,Médecin,CHARISSOUX GEORGES,30/10/2013,AUTRE : RNT,€50,,
MENARINI FRANCE,Médecin,CHEYROU DOMINIQUE,03/07/2013,AUTRE : RNT,€15,,
MENARINI FRANCE,Médecin,COMBRADET ETIENNE,25/10/2013,AUTRE : RNT,€40,,
MENARINI FRANCE,Médecin,DUBOIS BRONNIMANN ANNE,11/02/2014,Autre : [Restauration],€23,,
MENARINI FRANCE,Médecin,EL JAMAL SEBASTIEN,28/11/2013,AUTRE : RNT,€50,,
MENARINI FRANCE,Médecin,ESPALIAT ERIC,25/09/2013,REPAS,€45,,
MENARINI FRANCE,Médecin,ESPALIAT ERIC,27/05/2014,Autre : [Restauration],€45,,
MENARINI FRANCE,Médecin,GELY GHISLAIN,10/10/2013,AUTRE : RNT,€52,,
MENARINI FRANCE,Médecin,LABROUSSE SONIA,05/11/2013,AUTRE : RNT,€25,,
MENARINI FRANCE,Médecin,LACROIX ALAIN,27/05/2014,Autre : [Restauration],€45,,
MENARINI FRANCE,Médecin,LACROIX ALAIN,31/08/2013,HOSPITALITE CONGRES,"€2,006",,
MENARINI FRANCE,Médecin,LAJOIE PHILIPPE,05/11/2013,AUTRE : RNT,€25,,
MENARINI FRANCE,Médecin,LAJOIE SONIA,05/11/2013,AUTRE : RNT,€25,,
MENARINI FRANCE,Médecin,LAPUYADE GERARD,17/05/2014,Autre : [Forfait],€300,,
MENARINI FRANCE,Médecin,METIVIER MARIANNE,03/07/2013,AUTRE : RNT,€15,,
MENARINI FRANCE,Médecin,MIANE BERTRAND,27/05/2014,Autre : [Restauration],€45,,
MENARINI FRANCE,Médecin,MICHEL LUCAS,30/10/2013,AUTRE : RNT,€50,,
MENARINI FRANCE,Médecin,POPA LUCIANA,11/02/2014,Autre : [Restauration],€23,,
MENARINI FRANCE,Médecin,PORTE PATRICK,17/05/2014,Autre : [Forfait],€300,,
MENARINI FRANCE,Médecin,PORTE PATRICK,16/10/2013,REPAS,€27,,
MENARINI FRANCE,Médecin,POULINGEAS LAURENT,31/01/2014,Autre : [Restauration],€44,,
MENARINI FRANCE,Médecin,POULINGEAS LAURENT,16/10/2013,REPAS,€27,,
MENARINI FRANCE,Médecin,REBEYROL SERGE,27/05/2014,Autre : [Restauration],€45,,
MENARINI FRANCE,Médecin,REBEYROL SERGE,04/12/2013,AUTRE : RNT,€50,,
MENARINI FRANCE,Médecin,ROYER BERNARD,27/05/2014,Autre : [Restauration],€45,,
MENARINI FRANCE,Médecin,ROYER BERNARD,01/10/2013,REPAS,€50,,
MENARINI FRANCE,Médecin,ROYER BERNARD,16/10/2013,REPAS,€27,,
MENARINI FRANCE,Médecin,ROYER BERNARD,25/09/2013,REPAS,€45,,
MENARINI FRANCE,Médecin,SCHUE PATRICK,27/05/2014,Autre : [Restauration],€45,,
MENARINI FRANCE,Médecin,SINOIR PIERRE FRANCOIS,17/05/2014,Autre : [Forfait],€300,,
MENARINI FRANCE,Médecin,SOULACROUP GILLES,08/10/2013,AUTRE : RNT,€21,,
MENARINI FRANCE,Médecin,XAVIER PATRICK,17/05/2014,Autre : [Forfait],€300,,
MENICON SAS,Opticien-lunetier,GAZEAU CLAIRE,25/11/2013,REPAS,€26,,
MENICON SAS,Opticien-lunetier,GIRARD LAURA,25/11/2013,REPAS,€26,,
MERCK SERONO,Manipulateur d’électroradiologie médicale,COURTIOL CORINNE,05/06/2014,REPAS,€40,,
MERCK SERONO,Médecin,LAVIGNAC CAROLINE,13/05/2014,REPAS,€25,,
Molnlycke Health Care,Infirmier,AOUSTIN FLORENCE,28/11/2013,INVITATIONS,€32,,
Molnlycke Health Care,Infirmier,BERGERAN MIGUELE,28/11/2013,INVITATIONS,€32,,
Molnlycke Health Care,Infirmier,CIER SANDRA,03/10/2013,REPAS,€17,,
Molnlycke Health Care,Infirmier,CIER SANDRA,28/11/2013,INVITATIONS,€32,,
Molnlycke Health Care,Infirmier,MAMY CAROLE,28/11/2013,INVITATIONS,€32,,
Molnlycke Health Care,Infirmier,MENDES SENON VIRGINIE,28/11/2013,INVITATIONS,€32,,
Molnlycke Health Care,Infirmier,THIBAUT COSSARD ANNICK,28/11/2013,INVITATIONS,€32,,
MSD France,Etudiant,MERARD KARIM,05/11/2013,REPAS,€13,,
MSD France,Médecin,BOULEGUE MICHEL,23/02/2012,REPAS,€31,,
MSD France,Médecin,BOULEGUE MICHEL,03/10/2013,REPAS,€60,,
MSD France,Médecin,BOURZAT SANDRINE,08/06/2012,HOSPITALITE,€55,,
MSD France,Médecin,BOURZAT SANDRINE,18/10/2013,REPAS,€60,,
MSD France,Médecin,DUBOIS ANNE,05/09/2013,REPAS,€43,,
MSD France,Médecin,DUBOIS ANNE,26/01/2012,HOSPITALITE,€50,,
MSD France,Médecin,FORTUNE GERARD,19/12/2013,REPAS,€60,,
MSD France,Médecin,KOHLER HERVE,19/12/2013,REPAS,€60,,
MSD France,Médecin,KOHLER HERVE,19/06/2014,REPAS,€60,,
MSD France,Médecin,LACROIX ALAIN,29/03/2012,REPAS,€26,,
MSD France,Médecin,LACROIX ALAIN,28/02/2013,REPAS,€30,,
MSD France,Médecin,LAOKPESSI AKLESSO,18/10/2013,REPAS,€60,,
MSD France,Médecin,LAOKPESSI AKLESSO,08/06/2012,HOSPITALITE,€55,,
MSD France,Médecin,LAPLANE BERTRAND,18/10/2013,REPAS,€60,,
MSD France,Médecin,MAGHIA REMI,28/11/2013,TRANSPORT,€18,,
MSD France,Médecin,MAGHIA REMI,29/11/2013,REPAS,€140,,
MSD France,Médecin,MAGHIA REMI,10/12/2013,TRANSPORT,€27,,
MSD France,Médecin,MAGHIA REMI,28/11/2013,REPAS,€54,,
MSD France,Médecin,MAGHIA REMI,10/12/2013,HÉBERGEMENT,€87,,
MSD France,Médecin,MAGHIA REMI,10/02/2014,REPAS,€29,,
MSD France,Médecin,MAGHIA REMI,13/12/2013,HÉBERGEMENT,€87,,
MSD France,Médecin,MAGHIA REMI,10/12/2013,HÉBERGEMENT,€348,,
MSD France,Médecin,MAGHIA REMI,11/12/2013,HÉBERGEMENT,€87,,
MSD France,Médecin,MAGHIA REMI,10/12/2013,TRANSPORT,€103,,
MSD France,Médecin,MAGHIA REMI,12/12/2013,HÉBERGEMENT,€87,,
MSD France,Médecin,MAGHIA REMI,10/12/2013,TRANSPORT,€27,,
MSD France,Médecin,MAGHIA REMI,10/12/2013,HÉBERGEMENT,€348,,
MSD France,Médecin,MAGHIA REMI,10/12/2013,HÉBERGEMENT,€87,,
MSD France,Médecin,MARTAILLE JEAN FRANCOIS,28/02/2013,REPAS,€30,,
MSD France,Médecin,MARTAILLE JEAN FRANCOIS,29/03/2012,REPAS,€26,,
MSD France,Médecin,MIANE BERTRAND,28/02/2013,REPAS,€30,,
MSD France,Médecin,MIANE BERTRAND,29/03/2012,REPAS,€26,,
MSD France,Médecin,OLIVIER CHARLES,19/12/2013,REPAS,€60,,
MSD France,Médecin,PORTE PATRICK,08/10/2013,REPAS,€60,,
MSD France,Médecin,PORTE PATRICK,05/11/2013,REPAS,€75,,
MSD France,Médecin,PORTE PATRICK,19/09/2013,REPAS,€34,,
MSD France,Médecin,PORTE PATRICK,18/04/2013,HOSPITALITÉ,€60,,
MSD France,Médecin,PORTE PATRICK,19/12/2013,REPAS,€60,,
MSD France,Médecin,PORTE PATRICK,19/06/2014,REPAS,€60,,
MSD France,Médecin,QUILEZ DANIEL,03/12/2013,REPAS,€60,,
MSD France,Médecin,QUILEZ DANIEL,08/10/2013,REPAS,€60,,
MSD France,Médecin,QUILEZ DANIEL,19/12/2013,REPAS,€60,,
MSD France,Médecin,REBEYROL SERGE,18/04/2013,HOSPITALITÉ,€60,,
MSD France,Médecin,REBEYROL SERGE,19/12/2013,REPAS,€60,,
MSD France,Médecin,ROUVELOUP TRONCHE FRANCOISE,20/02/2014,REPAS,€60,,
MSD France,Médecin,ROUVELOUP TRONCHE FRANCOISE,19/12/2013,REPAS,€60,,
MSD France,Médecin,ROUVELOUP TRONCHE FRANCOISE,20/02/2014,REPAS,€60,,
MSD France,Médecin,ROUVELOUP TRONCHE FRANCOISE,21/06/2012,HOSPITALITE,€60,,
MSD France,Médecin,ROYER BERNARD,20/02/2014,REPAS,€60,,
MSD France,Médecin,ROYER BERNARD,08/10/2013,REPAS,€60,,
MSD France,Médecin,ROYER BERNARD,11/04/2014,HÉBERGEMENT,€290,,
MSD France,Médecin,ROYER BERNARD,19/12/2013,REPAS,€60,,
MSD France,Médecin,ROYER BERNARD,12/04/2014,REPAS,€40,,
MSD France,Médecin,ROYER BERNARD,19/06/2014,REPAS,€60,,
MSD France,Médecin,ROYER BERNARD,11/04/2014,TRANSPORT,€326,,
MSD France,Médecin,ROYER BERNARD,03/12/2013,REPAS,€60,,
MSD France,Médecin,ROYER BERNARD,11/04/2014,REPAS,€40,,
MSD France,Médecin,ROYER BERNARD,12/04/2014,REPAS,€60,,
MSD France,Médecin,XAVIER PATRICK,18/04/2013,HOSPITALITÉ,€60,,
MSD France,Médecin,XAVIER PATRICK,03/12/2013,REPAS,€60,,
MSD France,Médecin,XAVIER PATRICK,19/06/2014,REPAS,€60,,
MSD France,Médecin,XAVIER PATRICK,08/10/2013,REPAS,€60,,
MSD France,Médecin,XAVIER PATRICK,19/12/2013,REPAS,€60,,
MUNDIPHARMA,Etudiant,RICHARD FRANCOIS ALEXIS,06/03/2013,HOSPITALITE REUNION PROFESSIONNELLE,€40,,
MUNDIPHARMA,Médecin,MASDUPUY ALLEMAN ANNELISE,19/09/2013,REPAS,€27,,
MUNDIPHARMA,Médecin,PAROUTY CHRISTIAN,02/02/2013,PLATEAUX REPAS  CONGRES,€14,,
MUNDIPHARMA,Médecin,ROUVELOUP TRONCHE FRANCOISE,06/06/2014,REPAS,€40,,
MUNDIPHARMA,Médecin,ROYER BERNARD,06/06/2014,REPAS,€40,,
MYLAN SAS,Médecin,XAVIER PATRICK,14/05/2014,REPAS,€35,,
MYLAN SAS,Pharmacien,COURSELAUD GILBERT,26/09/2013,REPAS,€30,,
MYLAN SAS,Pharmacien,HYLLAIRE GENEVIEVE,26/09/2013,REPAS,€30,,
MYLAN SAS,Pharmacien,MACHAT CHRISTINE,26/09/2013,REPAS,€30,,
MYLAN SAS,Pharmacien,TRIGER NATHALIE,26/09/2013,REPAS,€30,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,BORDAS JEAN FRANCOIS,22/05/2014,REPAS,€495,,
NOBEL BIOCARE FRANCE SAS,Médecin,BORDAS JEAN FRANCOIS,13/02/2014,REPAS,€495,,
NORGINE PHARMA,Médecin,LAOKPESSI AKLESSO,26/12/2013,REMIS / REPROGRAPHIE,€30,,
NOVARTIS PHARMA SAS,Médecin,ANTOINE ELISABETH,17/01/2014,Repas,€28,,
NOVARTIS PHARMA SAS,Médecin,BARBARA HELENE,08/09/2013,Autre : [Inscription Evenement Scientifique],€260,,
NOVARTIS PHARMA SAS,Médecin,BARBARA HELENE,11/02/2014,Repas,€21,,
NOVARTIS PHARMA SAS,Médecin,BARBARA HELENE,08/09/2013,Hébergement,€211,,
NOVARTIS PHARMA SAS,Médecin,BARBARA HELENE,08/09/2013,Repas,€60,,
NOVARTIS PHARMA SAS,Médecin,BARBARA HELENE,08/09/2013,Transport,€377,,
NOVARTIS PHARMA SAS,Médecin,CHAZOT FREDERIC,14/05/2014,Repas,€55,,
NOVARTIS PHARMA SAS,Médecin,CHAZOT FREDERIC,19/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,CHAZOT FREDERIC,21/05/2014,Autre : [Participation Evenement Scientifique],€47,,
NOVARTIS PHARMA SAS,Médecin,COMAS JEAN MARC,16/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,DESBREST PHILIPPE,21/05/2014,Autre : [Participation Evenement Scientifique],€47,,
NOVARTIS PHARMA SAS,Médecin,DUBAYLE PIERRE,11/07/2013,Autre : [Hospitalité Evenement Scientifique],€18,,
NOVARTIS PHARMA SAS,Médecin,ESPALIAT ERIC,05/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,FEYSSAGUET VIRGINIE,22/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,FORTUNE GERARD,20/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GELY GHISLAIN,01/02/2014,Repas,€29,,
NOVARTIS PHARMA SAS,Médecin,GELY GHISLAIN,22/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GELY GHISLAIN,17/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GELY GHISLAIN,03/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GELY GHISLAIN,20/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,HENRY BRUNO,28/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LACROIX ALAIN,05/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LACROIX ALAIN,15/01/2014,Hébergement,€705,,
NOVARTIS PHARMA SAS,Médecin,LACROIX ALAIN,15/01/2014,Repas,€60,,
NOVARTIS PHARMA SAS,Médecin,LACROIX ALAIN,15/01/2014,Autre : [Inscription Evenement Scientifique],€311,,
NOVARTIS PHARMA SAS,Médecin,LAOKPESSI AKLESSO,11/07/2013,Autre : [Hospitalité Evenement Scientifique],€18,,
NOVARTIS PHARMA SAS,Médecin,LAPLANE BERTRAND,11/07/2013,Autre : [Hospitalité Evenement Scientifique],€18,,
NOVARTIS PHARMA SAS,Médecin,LOPEZ STEPHANIE,13/09/2013,Repas,€24,,
NOVARTIS PHARMA SAS,Médecin,LOPEZ STEPHANIE,06/12/2013,Repas,€42,,
NOVARTIS PHARMA SAS,Médecin,LOPEZ STEPHANIE,11/03/2014,Hébergement,€660,,
NOVARTIS PHARMA SAS,Médecin,LOPEZ STEPHANIE,11/03/2014,Autre : [Participation Evenement Scientifique],€23,,
NOVARTIS PHARMA SAS,Médecin,LOPEZ STEPHANIE,11/03/2014,Transport,€657,,
NOVARTIS PHARMA SAS,Médecin,LOPEZ STEPHANIE,13/09/2013,Repas,€24,,
NOVARTIS PHARMA SAS,Médecin,LOPEZ STEPHANIE,11/03/2014,Autre : [Inscription Evenement Scientifique],€310,,
NOVARTIS PHARMA SAS,Médecin,MANESCU MARIA,05/12/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,MIANE BERTRAND,11/07/2013,Autre : [Hospitalité Evenement Scientifique],€18,,
NOVARTIS PHARMA SAS,Médecin,MIRAS DOMINIQUE,11/06/2014,Repas,€32,,
NOVARTIS PHARMA SAS,Médecin,PAROUTY CHRISTIAN,11/07/2013,Autre : [Hospitalité Evenement Scientifique],€18,,
NOVARTIS PHARMA SAS,Médecin,PELINARD LOUIS,16/01/2014,Transport,€396,,
NOVARTIS PHARMA SAS,Médecin,PELINARD LOUIS,16/01/2014,Repas,€137,,
NOVARTIS PHARMA SAS,Médecin,PELINARD LOUIS,16/01/2014,Hébergement,€220,,
NOVARTIS PHARMA SAS,Médecin,PORTE PATRICK,23/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,QUILEZ DANIEL,26/09/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,REBEYROL SERGE,23/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,ROUVELOUP TRONCHE FRANCOISE,07/03/2014,Repas,€45,,
NOVARTIS PHARMA SAS,Médecin,ROUVELOUP TRONCHE FRANCOISE,04/04/2014,Repas,€45,,
NOVARTIS PHARMA SAS,Médecin,ROUVELOUP TRONCHE FRANCOISE,22/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,ROUVELOUP TRONCHE FRANCOISE,20/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,ROYER BERNARD,07/03/2014,Repas,€45,,
NOVARTIS PHARMA SAS,Médecin,ROYER BERNARD,04/04/2014,Repas,€45,,
NOVARTIS PHARMA SAS,Médecin,ROYER BERNARD,12/07/2013,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,SAINTIPOLY BERTRAND,26/09/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,SAINTIPOLY BERTRAND,22/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,SINOIR PIERRE FRANCOIS,22/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Pharmacien,ICHER ROCH XAVIER,20/05/2014,Autre : [Participation Evenement Scientifique],€45,,
NOVARTIS PHARMA SAS,Pharmacien,ICHER ROCH XAVIER,26/09/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Pharmacien,ICHER ROCH XAVIER,22/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Pharmacien,LAVAUD BERNARD,26/09/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Pharmacien,LAVAUD BERNARD,22/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVO NORDISK,Médecin,COMAS JEAN MARC,09/04/2014,REPAS,€31,,
NOVO NORDISK,Médecin,FORTUNE GERARD,26/03/2014,REPAS,€38,,
NOVO NORDISK,Médecin,KOHLER HERVE,26/03/2014,REPAS,€38,,
NOVO NORDISK,Médecin,LEWIN MARCEL,26/03/2014,REPAS,€38,,
NOVO NORDISK,Médecin,MASDUPUY ALLEMAN ANNELISE,08/04/2014,REPAS,€19,,
NOVO NORDISK,Médecin,MASDUPUY ALLEMAN ANNELISE,17/12/2013,REPAS,€21,,
NOVO NORDISK,Médecin,MERY JEAN DOMINIQUE,26/03/2014,REPAS,€38,,
NOVO NORDISK,Médecin,ROUVELOUP TRONCHE FRANCOISE,05/07/2013,REPAS,€35,,
NOVO NORDISK,Médecin,ROUVELOUP TRONCHE FRANCOISE,10/01/2014,REPAS,€35,,
NOVO NORDISK,Médecin,ROYER BERNARD,11/01/2014,REPAS,€220,,
NOVO NORDISK,Médecin,ROYER BERNARD,11/01/2014,TRANSPORT,€350,,
NOVO NORDISK,Médecin,ROYER BERNARD,11/01/2014,TRANSPORT,€12,,
NOVO NORDISK,Médecin,ROYER BERNARD,10/01/2014,REPAS,€35,,
NOVO NORDISK,Médecin,ROYER BERNARD,11/01/2014,REPAS,€220,,
NOVO NORDISK,Médecin,ROYER BERNARD,11/01/2014,HEBERGEMENT,€117,,
NOVO NORDISK,Médecin,ROYER BERNARD,26/03/2014,REPAS,€38,,
NOVO NORDISK,Médecin,ROYER BERNARD,05/07/2013,REPAS,€35,,
NOVO NORDISK,Médecin,ROYER BERNARD,11/01/2014,HEBERGEMENT,€117,,
NOVO NORDISK,Médecin,ROYER BERNARD,11/01/2014,REPAS,€220,,
NOVO NORDISK,Médecin,ROYER BERNARD,11/01/2014,TRANSPORT,€350,,
NOVO NORDISK,Médecin,XAVIER PATRICK,26/03/2014,REPAS,€38,,
ORMCO FRANCE SAS,Chirurgien-dentiste,CAZENAVE CAROLINE,12/09/2013,REPAS,€18,,
ORTHO CLINICAL DIAGNOSTICS France,Pharmacien,GRENIER ANNE,21/03/2014,REPAS,€44,,
ORTHO CLINICAL DIAGNOSTICS France,Pharmacien,LAVAUD BERNARD,12/11/2013,REPAS,€30,,
ORTHO CLINICAL DIAGNOSTICS France,Pharmacien,QUEANT PASCALE,25/11/2013,REPAS,€32,,
ORTHO CLINICAL DIAGNOSTICS France,Pharmacien,TAURISSON DELPY CATHERINE,25/11/2013,REPAS,€32,,
ORTHO CLINICAL DIAGNOSTICS France,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BEAUSSONIE Nathalie,21/03/2014,REPAS,€44,,
ORTHO CLINICAL DIAGNOSTICS France,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BONNET FABIENNE,25/11/2013,REPAS,€32,,
ORTHO CLINICAL DIAGNOSTICS France,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LACHASSAGNE Séverine,21/03/2014,REPAS,€44,,
ORTHO CLINICAL DIAGNOSTICS France,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LAVAUD Marie,21/03/2014,REPAS,€44,,
ORTHO CLINICAL DIAGNOSTICS France,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ROCHEVALIER VIRGINIE,25/11/2013,REPAS,€32,,
ORTHO CLINICAL DIAGNOSTICS France,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ROUGIER CÉLINE,25/11/2013,REPAS,€32,,
ORTHOFIX SA,Infirmier,BOUGRI ISABELLE,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Infirmier,BRUGERE CECILE,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Infirmier,CHARDON ANGELIQUE,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Infirmier,DAIREAUX BENOIT,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Infirmier,DAVAL ERIC,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Infirmier,DELMAS PIERRE,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Infirmier,GOUNET CECILE,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Infirmier,LABORIE CARINNE,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Infirmier,LAFOND LAURENCE,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Infirmier,LASSAUX AMANDINE,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Infirmier,MATHIEU SANDRA,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Infirmier,MERCIER BEATRICE,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Infirmier,MOUMINVER PHILIPPE,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Infirmier,PAGNON JESSICA,15/10/2013,REPAS,€28,,
ORTHOFIX SA,Infirmier,PAUR REDIANA,15/10/2013,REPAS,€28,,
