3M France,Chirurgien-dentiste,SAULUE PAUL,18/01/2014,REPAS,€50,,
LABORATOIRES ALCON,Médecin,CHEVALIER JEROME,12/02/2014,Repas,€60,,
LABORATOIRES ALCON,Médecin,CHEVALIER JEROME,19/12/2013,REPAS,€15,,
LABORATOIRES ALCON,Médecin,CHEVALIER JEROME,11/05/2014,REPAS,€40,,
LABORATOIRES ALCON,Médecin,CHEVALIER JÉRÔME,10/05/2013,TRANSPORT,€112,,
LABORATOIRES ALCON,Médecin,CHEVALIER JÉRÔME,10/05/2013,HEBERGEMENT,€400,,
LABORATOIRES ALCON,Médecin,CHOLLET PASCALE,24/01/2014,REPAS,€198,,
LABORATOIRES ALCON,Médecin,CHOLLET PASCALE,24/01/2014,HEBERGEMENT,€175,,
LABORATOIRES ALCON,Médecin,CHOLLET PASCALE,20/03/2014,Hospitalité,€15,,
LABORATOIRES ALCON,Médecin,CHOLLET PASCALE,24/01/2014,TRANSPORT,€280,,
LABORATOIRES ALCON,Médecin,DARIE MICHEL,12/02/2014,Repas,€60,,
LABORATOIRES ALCON,Médecin,DAURIN JEAN,20/03/2014,Hospitalité,€15,,
LABORATOIRES ALCON,Médecin,DAURIN JEAN,12/02/2014,Repas,€60,,
LABORATOIRES ALCON,Médecin,DENEUVILLE SYLVIE,20/03/2014,Hospitalité,€15,,
LABORATOIRES ALCON,Médecin,LAMARQUE CHEVALIER MARIE PIERRE,12/02/2014,Repas,€60,,
LABORATOIRES ALCON,Médecin,LAMARQUE-CHEVALIER MARIE-PIERRE,19/12/2013,REPAS,€15,,
LABORATOIRES ALCON,Médecin,LAMARQUE-CHEVALIER MARIE-PIERRE,11/05/2014,REPAS,€40,,
LABORATOIRES ALCON,Médecin,VRIGNAUD LAURENT,19/12/2013,REPAS,€15,,
LABORATOIRES ALCON,Orthoptiste,PONTHOREAU NATHALIE,19/12/2013,REPAS,€15,,
LABORATOIRES ALCON,Orthoptiste,SOUBIAC ELISABETH,19/12/2013,REPAS,€15,,
LABORATOIRES ALCON,Orthoptiste,THIOLET SABINE,19/12/2013,REPAS,€15,,
LABORATOIRES ALCON,Orthoptiste,TRAN CHRISTEL,19/12/2013,REPAS,€15,,
Laboratoires BESINS INTERNATIONAL,Médecin,MARTIN THEVENOT Monique,12/02/2013,Repas,€20,,
LABORATOIRES BOUCHARA - RECORDATI,Infirmier,SURVILLE CHRISTELLE,17/03/2014,Repas,€16,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,BOYER PIERRE LUC,16/05/2014,Repas,€30,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CAVAILLE SYLVIE,04/03/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CAVAILLE SYLVIE,17/03/2014,Repas,€16,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CAVAILLE SYLVIE,11/06/2014,Repas,€18,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CHAABAN IMAD EDDINE,16/05/2014,Repas,€30,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CHABOUSSOU JEAN PIERRE,09/09/2013,Repas,€42,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CHABOUSSOU JEAN PIERRE,12/12/2013,Repas,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CHAUBET DOUMEN ANNE,17/03/2014,Repas,€16,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CHELLIER MARC,13/03/2014,Repas,€30,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,DELARD JEAN CHRISTOPHE,09/09/2013,Repas,€42,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,DELARD JEAN CHRISTOPHE,17/04/2014,Repas,€42,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,DELARD JEAN CHRISTOPHE,04/06/2014,Repas,€39,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,FALZON PAUL,08/11/2013,Repas,€29,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,FALZON PAUL,04/03/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,FALZON PAUL,24/01/2014,Repas,€28,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,GATT HUBERT,13/03/2014,Repas,€30,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,MERCIER YVES,14/05/2014,Repas,€24,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,PAOLINI BRUNO,16/05/2014,Repas,€30,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,SEVERAC PASCAL,04/06/2014,Repas,€39,,
LABORATOIRES CONVATEC,Infirmier,BERTIN CELINE,08/04/2014,REPAS,€13,,
LABORATOIRES CONVATEC,Infirmier,BRIGAUT CATHERINE,15/10/2013,REPAS,€11,,
LABORATOIRES CONVATEC,Infirmier,BRIGAUT CATHERINE,08/04/2014,REPAS,€13,,
LABORATOIRES CONVATEC,Infirmier,DIHANE ADELINE,15/10/2013,REPAS,€11,,
LABORATOIRES CONVATEC,Infirmier,EL MEKKAOUI NAIMA,08/04/2014,REPAS,€13,,
LABORATOIRES CONVATEC,Infirmier,FANTINEL DELPHINE,15/10/2013,REPAS,€11,,
LABORATOIRES CONVATEC,Infirmier,GUILBERT CELINE,15/10/2013,REPAS,€11,,
LABORATOIRES CONVATEC,Infirmier,HEURTIN LAURINE,15/10/2013,REPAS,€11,,
LABORATOIRES CONVATEC,Infirmier,JACQUET FANNY,20/03/2014,REPAS,€69,,
LABORATOIRES CONVATEC,Infirmier,JACQUET FANNY,20/03/2014,REPAS,€35,,
LABORATOIRES CONVATEC,Infirmier,JACQUET FANNY,21/03/2014,REPAS,€69,,
LABORATOIRES CONVATEC,Infirmier,KOESSLER LAURENT,16/12/2013,REPAS,€27,,
LABORATOIRES CONVATEC,Infirmier,KOESSLER LAURENT,07/01/2014,REPAS,€16,,
LABORATOIRES CONVATEC,Infirmier,LABO CLAIRE,15/10/2013,REPAS,€11,,
LABORATOIRES CONVATEC,Infirmier,LANIE NADIA,08/04/2014,REPAS,€13,,
LABORATOIRES CONVATEC,Infirmier,LANIEZ NADIA,15/10/2013,REPAS,€11,,
LABORATOIRES CONVATEC,Infirmier,LEDOUX CLAIRE,08/04/2014,REPAS,€13,,
LABORATOIRES CONVATEC,Infirmier,LE GALLAIS CHRISTINE,08/04/2014,REPAS,€13,,
LABORATOIRES CONVATEC,Infirmier,PERREIRA CARINE,15/10/2013,REPAS,€11,,
LABORATOIRES CONVATEC,Infirmier,POURQUE NATHALIE,08/04/2014,REPAS,€13,,
LABORATOIRES CONVATEC,Infirmier,POURQUE NATHALIE,15/10/2013,REPAS,€11,,
LABORATOIRES CONVATEC,Infirmier,SANCHEZ LORENE,15/10/2013,REPAS,€11,,
LABORATOIRES CONVATEC,Infirmier,THIMOTHEE MURIEL,05/04/2014,REPAS,€25,,
LABORATOIRES CONVATEC,Infirmier,ZANINI ISABELLE,08/04/2014,REPAS,€13,,
LABORATOIRES CONVATEC,Pharmacien,DELCROS MARJORIE,18/04/2014,REPAS,€15,,
LABORATOIRES CONVATEC,Pharmacien,FREGEVILLE STEPHANE,18/04/2014,REPAS,€15,,
LABORATOIRES CONVATEC,Pharmacien,GLAUNES MARION,18/04/2014,REPAS,€15,,
LABORATOIRES CONVATEC,Pharmacien,GOLEMIEC ISABELLE,18/04/2014,REPAS,€15,,
LABORATOIRES CONVATEC,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DELAGE BRIGITTE,18/04/2014,REPAS,€15,,
LABORATOIRES CONVATEC,Préparateur en pharmacie et préparateur en pharmacie hospitalière,HAMON ISABELLE,18/04/2014,REPAS,€15,,
LABORATOIRES CONVATEC,Préparateur en pharmacie et préparateur en pharmacie hospitalière,HUET MELANIE,18/04/2014,REPAS,€15,,
LABORATOIRES CONVATEC,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LAMOTHE CHANTAL,18/04/2014,REPAS,€15,,
LABORATOIRES CONVATEC,Préparateur en pharmacie et préparateur en pharmacie hospitalière,RIBO SEBASTIEN,18/04/2014,REPAS,€15,,
LABORATOIRES CONVATEC,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SIMON STEPHANIE,18/04/2014,REPAS,€15,,
LABORATOIRES CONVATEC,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ZERNANI AÏCHA,18/04/2014,REPAS,€15,,
Laboratoires Expanscience,Médecin,DEBATS PIERRE,10/01/2014,Repas,€60,,
Laboratoires Expanscience,Médecin,DEBATS PIERRE,10/01/2014,Repas,€60,,
Laboratoires Expanscience,Médecin,LOISILLON FRANK,10/01/2014,Repas,€60,,
Laboratoires Expanscience,Médecin,LOISILLON FRANK,10/01/2014,Repas,€60,,
Laboratoires Expanscience,Médecin,MERCIER YVES,10/01/2014,Repas,€60,,
Laboratoires Expanscience,Médecin,MERCIER YVES,10/01/2014,Repas,€60,,
Laboratoires Expanscience,Médecin,PAGES MARC,10/01/2014,Repas,€60,,
Laboratoires Expanscience,Médecin,PAGES MARC,10/01/2014,Repas,€60,,
LABORATOIRES GENEVRIER,Médecin,CHAABAN IMAD EDDINE,10/10/2013,REPAS,€30,,
LABORATOIRES GENEVRIER,Médecin,LAQUES DAMIEN,10/10/2013,REPAS,€36,,
LABORATOIRES GENEVRIER,Médecin,LOISILLON FRANCK,10/10/2013,REPAS,€30,,
LABORATOIRES GENEVRIER,Médecin,PAGES MARC,10/10/2013,REPAS,€36,,
Laboratoires Grünenthal SAS,Médecin,CHABOUSSOU JEAN PIERRE,26/03/2014,REPAS,€36,,
Laboratoires Grünenthal SAS,Médecin,DONA THIERRY,10/04/2014,REPAS,€45,,
Laboratoires Grünenthal SAS,Médecin,GATT HUBERT,26/03/2014,REPAS,€36,,
Laboratoires Grünenthal SAS,Médecin,HERMAN ANDRE,06/06/2014,REPAS,€27,,
Laboratoires Grünenthal SAS,Médecin,KFOURY ZEID,25/03/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,MATHA LABEILLE CLAUDINE,25/03/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,MERCIER YVES,26/03/2014,REPAS,€36,,
Laboratoires Grünenthal SAS,Médecin,PAGES MARC,25/03/2014,REPAS,€55,,
Laboratoires IPRAD PHARMA,Médecin,CAZALS MURIEL,19/09/2013,REPAS,€53,,
Laboratoires IPRAD PHARMA,Médecin,SEHABIAGUE JOEL,19/09/2013,REPAS,€53,,
Laboratoires IPRAD PHARMA,Médecin,THEVENOT MONIQUE,19/09/2013,REPAS,€53,,
Laboratoires Leurquin Mediolanum,Médecin,BENCHEKROUN BETTEMBOURG SAMIA,16/12/2013,AUTRE,€32,,
Laboratoires Leurquin Mediolanum,Médecin,CHABOUSSOU JEAN PIERRE,13/01/2014,AUTRE,€30,,
Laboratoires Leurquin Mediolanum,Médecin,CHABOUSSOU JEAN PIERRE,07/10/2013,AUTRE,€47,,
Laboratoires Leurquin Mediolanum,Médecin,DARIE MICHEL,10/03/2014,AUTRE,€60,,
Laboratoires Leurquin Mediolanum,Médecin,DELARD JEAN CHRISTOPHE,04/10/2013,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,GATT HUBERT,13/01/2014,AUTRE,€30,,
Laboratoires Leurquin Mediolanum,Médecin,GATT HUBERT,17/09/2013,AUTRE,€30,,
Laboratoires Leurquin Mediolanum,Médecin,SEVERAC PASCAL,17/09/2013,AUTRE,€15,,
Laboratoires Leurquin Mediolanum,Médecin,SEVERAC PASCAL,28/10/2013,AUTRE,€30,,
Laboratoires Leurquin Mediolanum,Médecin,VRIGNAUD LAURENT,28/10/2013,AUTRE,€32,,
LABORATOIRES MAYOLY SPINDLER,Médecin,BOYER PIERRE LUC,30/01/2014,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,CHABOUSSOU JEAN PIERRE,07/05/2014,HOSPITALITE,€40,,
LABORATOIRES MAYOLY SPINDLER,Médecin,CHELLIER MARC,14/03/2014,HOSPITALITE,€34,,
LABORATOIRES MAYOLY SPINDLER,Médecin,GATT HUBERT,14/03/2014,HOSPITALITE,€34,,
LABORATOIRES MAYOLY SPINDLER,Médecin,LOISILLON FRANCK,30/01/2014,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,MERICER YVES,30/01/2014,HOSPITALITE,€50,,
LABORATOIRES MAYOLY SPINDLER,Médecin,PAGES MARC,30/01/2014,HOSPITALITE,€50,,
LABORATOIRES OMEGA PHARMA FRANCE,Médecin,POIZAC PASCALE,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Médecin,TAFFET JEAN PAUL,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,AUCOIN MARTINEZ CORINNE,14/05/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,AVELINE FLORENCE,14/05/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,BICA MARIA,14/05/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,CANTEGREL CHRISTEL,04/04/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,DUSSILLOLS CORINNE,22/04/2014,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,DUSSILLOLS CORINNE,04/04/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,FREGEVILLE JEAN CLAUDE,04/04/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,FREGEVILLE STEPHANE,13/02/2014,HOSPITALITE,€11,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,GOLEMIEC ISABELLE,13/02/2014,HOSPITALITE,€11,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,LAGUNA JOELLE,14/05/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,LAMBERT CHARLOTTE,04/04/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,MARTINEZ CORINNE,22/04/2014,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,LAROSE ANNE,01/12/2013,CADEAUX,€15,,
Laboratoires TERUMO S.A,Association professionnel de santé,CLUBS DES CHIRURGIENS VASCULAIRES SUD OUEST PRIVES,19/08/2013,DONS DE FONCTIONNEMENT,"€2,500",,
Laboratoires TERUMO S.A,Médecin,ARMENGAUD JEAN,11/12/2013,REPAS,€60,,
Laboratoires TERUMO S.A,Médecin,FOURNIER PIERRE,23/06/2014,REPAS,€45,,
Laboratoires TERUMO S.A,Médecin,FOURNIER PIERRE,10/04/2014,Autre : INSCRIPTION,€875,,
Laboratoires TERUMO S.A,Médecin,FOURNIER PIERRE,10/04/2014,TRANSPORT,€300,,
Laboratoires TERUMO S.A,Médecin,FOURNIER PIERRE,10/04/2014,HEBERGEMENT,€248,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,COUVRAT Emilie,24/04/2014,Repas,€14,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,HAMON Isabelle,24/04/2014,Repas,€14,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,HAMON Loilita,24/04/2014,Repas,€14,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,HUET Melanie,24/04/2014,Repas,€14,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LALE Alexandrine,24/04/2014,Repas,€14,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,OLIVIER Sophie,24/04/2014,Repas,€14,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,RIBO Sebastien,24/04/2014,Repas,€14,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ZERNHOU Aicha,24/04/2014,Repas,€14,,
LEO Pharma,Médecin,AFTIMOS JOSEPH,06/03/2014,REPAS,€60,,
LEO Pharma,Médecin,AFTIMOS JOSEPH,26/06/2014,REPAS,€60,,
LEO Pharma,Médecin,BARDY JEAN GUILLAUME,20/06/2014,REPAS,€29,,
LEO Pharma,Médecin,BARDY JEAN GUILLAUME,27/11/2013,REPAS,€31,,
LEO Pharma,Médecin,BARDY JEAN GUILLAUME,13/03/2014,REPAS,€22,,
LEO Pharma,Médecin,BERNARD OLIVIER,15/10/2013,REPAS,€26,,
LEO Pharma,Médecin,BOGGIONE CHRISTOPHE,04/12/2013,HOSPITALITE,"€1,176",,
LEO Pharma,Médecin,BOYER CECILE,12/06/2013,REPAS,€45,,
LEO Pharma,Médecin,BOYER PIERRE LUC,28/06/2013,REPAS,€38,,
LEO Pharma,Médecin,BOYER PIERRE LUC,29/11/2013,REPAS,€38,,
LEO Pharma,Médecin,BOYER PIERRE LUC,11/12/2013,REPAS,€38,,
LEO Pharma,Médecin,CHAABAN IMAD EDDINE,29/11/2013,REPAS,€38,,
LEO Pharma,Médecin,CHABOUSSOU JEAN PIERRE,12/06/2013,REPAS,€45,,
LEO Pharma,Médecin,CHABOUSSOU JEAN PIERRE,11/12/2013,REPAS,€38,,
LEO Pharma,Médecin,FARJON LAURE,28/06/2013,REPAS,€38,,
LEO Pharma,Médecin,FERRANDO POINGT MARY FLORENCE,26/06/2014,REPAS,€60,,
LEO Pharma,Médecin,FERRANDO POINGT MARY FLORENCE,06/03/2014,REPAS,€60,,
LEO Pharma,Médecin,GATT HUBERT,11/12/2013,REPAS,€38,,
LEO Pharma,Médecin,LAMEY BERNARD,06/03/2014,REPAS,€60,,
LEO Pharma,Médecin,LAMEY Bernard,12/12/2013,HOSPITALITE,€19,,
LEO Pharma,Médecin,LAQUES DAMIEN,04/12/2013,HOSPITALITE,"€1,176",,
LEO Pharma,Médecin,LONCLE XAVIER,19/12/2013,HOSPITALITE,"€1,006",,
LEO Pharma,Médecin,MARAUD BERNADETTE,12/11/2013,REPAS,€56,,
LEO Pharma,Médecin,MARAUD LUC,12/11/2013,REPAS,€56,,
LEO Pharma,Médecin,OUESLATI AIDA,20/06/2014,REPAS,€29,,
LEO Pharma,Médecin,PAOLINI BRUNO,29/11/2013,REPAS,€38,,
LEO Pharma,Médecin,PAOLINI BRUNO,28/06/2013,REPAS,€38,,
LEO Pharma,Médecin,POIZAC PASCALE,26/06/2014,REPAS,€60,,
LEO Pharma,Médecin,POIZAC PASCALE,12/11/2013,REPAS,€56,,
LEO Pharma,Médecin,SAUCAZ LARAME MICHEL,13/06/2013,REPAS,€39,,
LEO Pharma,Médecin,SEVERAC PASCAL,12/11/2013,REPAS,€56,,
LEO Pharma,Médecin,SEVERAC PASCAL,12/06/2013,REPAS,€45,,
LEO Pharma,Médecin,TUSTES RENE,11/12/2013,REPAS,€38,,
LEO Pharma,Médecin,WANGERMEZ AGNES,06/03/2014,REPAS,€60,,
LEO Pharma,Médecin,WANGERMEZ AGNES,26/06/2014,REPAS,€60,,
LEO Pharma,Pharmacien,SEMAOUN REMY NADIR,12/06/2013,REPAS,€45,,
LES LABORATOIRES SERVIER,Fondation,FRANCE ALZHEIMER 47,19/09/2013,Autre,€350,,
LES LABORATOIRES SERVIER,Médecin,ARMENGAUD JEAN,15/05/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,BOYER CECILE,16/01/2014,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,BOYER PIERRE LUC,19/06/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,BOYER PIERRE LUC,30/08/2013,Repas,€59,,
LES LABORATOIRES SERVIER,Médecin,BOYER PIERRE LUC,21/11/2013,Repas,€44,,
LES LABORATOIRES SERVIER,Médecin,BOYER PIERRE LUC,16/01/2014,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,BRUGEL GERARD,19/09/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,CHAABAN IMAD EDDINE,30/08/2013,Repas,€59,,
LES LABORATOIRES SERVIER,Médecin,CHAABAN IMAD EDDINE,08/10/2013,Repas,€41,,
LES LABORATOIRES SERVIER,Médecin,CHAABAN IMAD EDDINE,05/06/2014,Repas,€58,,
LES LABORATOIRES SERVIER,Médecin,CHELLIER MARC,16/01/2014,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,CHELLIER MARC,12/12/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,DELARD JEAN CHRISTOPHE,19/09/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,FOURNIER PIERRE,19/06/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,GATT HUBERT,12/12/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,GATT HUBERT,16/01/2014,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,GAULTIER THIERRY,08/10/2013,Repas,€41,,
LES LABORATOIRES SERVIER,Médecin,GIRARD FLORENCE,14/11/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,GOUGET JEAN FRANCOIS,21/11/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,LAFFORT PATRICK,08/10/2013,Repas,€33,,
LES LABORATOIRES SERVIER,Médecin,LEMIEUX HERVE,08/10/2013,Repas,€33,,
LES LABORATOIRES SERVIER,Médecin,MARAUD LUC,08/10/2013,Repas,€33,,
LES LABORATOIRES SERVIER,Médecin,MARTIN-THEVENOT MONIQUE,08/10/2013,Repas,€41,,
LES LABORATOIRES SERVIER,Médecin,MAZARIN CAMILLE,30/08/2013,Repas,€59,,
LES LABORATOIRES SERVIER,Médecin,MERCIER YVES,21/11/2013,Repas,€44,,
LES LABORATOIRES SERVIER,Médecin,MOUNAC-CAZALS MURIEL,08/10/2013,Repas,€41,,
LES LABORATOIRES SERVIER,Médecin,MOUYSSET BERNARD,19/06/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,MOUYSSET BERNARD,19/09/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,ODIEVRE BRIGITTE,13/03/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,SARRAZIN CHRISTINE,08/10/2013,Repas,€41,,
LES LABORATOIRES SERVIER,Médecin,SEHABIAGUE JOEL,08/10/2013,Repas,€41,,
LES LABORATOIRES SERVIER,Médecin,YASSINE HASSANE,11/10/2013,Repas,€70,,
LES LABORATOIRES SERVIER,Médecin,YASSINE HASSANE,11/10/2013,Transport,€198,,
LFB BIOMEDICAMENTS,Infirmier,GESTAIN CHRISTELLE,05/06/2014,Repas,€60,,
Lilly France SAS,Infirmier,PEREIRA CARINE,26/11/2013,REPAS,€40,,
Lilly France SAS,Infirmier,POUPARD ISABELLE,26/11/2013,REPAS,€40,,
Lilly France SAS,Infirmier,POURQUE NATHALIE,26/11/2013,REPAS,€40,,
Lilly France SAS,Infirmier,ROCHE DUBERNET ANNE,26/11/2013,REPAS,€40,,
Lilly France SAS,Médecin,ANGOTTI JACQUES,29/04/2014,REPAS,€53,,
Lilly France SAS,Médecin,BOYER PIERRE LUC,26/11/2013,REPAS,€40,,
Lilly France SAS,Médecin,CHAABAN IMAD EDDINE,14/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,CHAABAN IMAD EDDINE,13/03/2014,TRANSPORT,€540,,
Lilly France SAS,Médecin,CHAABAN IMAD EDDINE,14/03/2014,TRANSPORT,€11,,
Lilly France SAS,Médecin,CHAABAN IMAD EDDINE,16/03/2014,HÉBERGEMENT,€380,,
Lilly France SAS,Médecin,CHAABAN IMAD EDDINE,16/03/2014,AUTRE : [INSCRIPTION CONGRÈS SCIENTIFIQUE],€380,,
Lilly France SAS,Médecin,CHABOUSSOU JEAN PIERRE,26/09/2013,REPAS,€53,,
Lilly France SAS,Médecin,CHABOUSSOU JEAN PIERRE,26/11/2013,REPAS,€40,,
Lilly France SAS,Médecin,CHELLIER MARC,26/11/2013,REPAS,€40,,
Lilly France SAS,Médecin,CHELLIER MARC,18/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,DEZOU SYLVIE,24/01/2014,HÉBERGEMENT,€215,,
Lilly France SAS,Médecin,DEZOU SYLVIE,24/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,DEZOU SYLVIE,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,DEZOU SYLVIE,23/01/2014,TRANSPORT,€11,,
Lilly France SAS,Médecin,DEZOU SYLVIE,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,FALZON PAUL,26/09/2013,REPAS,€53,,
Lilly France SAS,Médecin,FAVRE ANTOINE,29/04/2014,REPAS,€53,,
Lilly France SAS,Médecin,FIATTE PHILIPPE,02/04/2014,REPAS,€60,,
Lilly France SAS,Médecin,GATT HUBERT,18/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,GATT HUBERT,02/04/2014,REPAS,€60,,
Lilly France SAS,Médecin,GUILLET CATHERINE,24/01/2014,HÉBERGEMENT,€215,,
Lilly France SAS,Médecin,GUILLET CATHERINE,23/01/2014,TRANSPORT,€143,,
Lilly France SAS,Médecin,GUILLET CATHERINE,23/01/2014,TRANSPORT,€11,,
Lilly France SAS,Médecin,GUILLET CATHERINE,14/03/2014,TRANSPORT,€143,,
Lilly France SAS,Médecin,GUILLET CATHERINE,14/03/2014,AUTRE : [INSCRIPTION CONGRÈS SCIENTIFIQUE],€310,,
Lilly France SAS,Médecin,GUILLET CATHERINE,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,GUILLET CATHERINE,14/03/2014,HÉBERGEMENT,€660,,
Lilly France SAS,Médecin,GUILLET CATHERINE,11/03/2014,TRANSPORT,€143,,
Lilly France SAS,Médecin,GUILLET CATHERINE,23/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,GUILLET CATHERINE,24/01/2014,TRANSPORT,€143,,
Lilly France SAS,Médecin,GUILLET CATHERINE,13/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,GUILLET CATHERINE,24/01/2014,REPAS,€60,,
Lilly France SAS,Médecin,LEMIEUX HERVE,24/01/2014,REPAS,€18,,
Lilly France SAS,Médecin,LOISILLON FRANCK,18/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,MARAUD LUC,24/01/2014,REPAS,€18,,
Lilly France SAS,Médecin,ODIEVRE BRIGITTE,26/09/2013,REPAS,€53,,
Lilly France SAS,Médecin,SEVERAC PASCAL,18/03/2014,REPAS,€60,,
LUNDBECK SAS,Médecin,BOYER CECILE,26/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,BOYER CECILE,11/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€33,,
LUNDBECK SAS,Médecin,BOYER PIERRE LUC,04/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€39,,
LUNDBECK SAS,Médecin,CAVAILLE SYLVIE,16/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€19,,
LUNDBECK SAS,Médecin,CHAABAN IMAD,04/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€39,,
LUNDBECK SAS,Médecin,CHABOUSSOU JEAN PIERRE,11/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€33,,
LUNDBECK SAS,Médecin,CHABOUSSOU JEAN PIERRE,13/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,CHABOUSSOU JEAN PIERRE,26/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
