AbbVie,Médecin,DESURMONT PHILIPPE,04/02/2014,REPAS,€32,,
TORNIER,Médecin,BAUDSON HUBERT,01/06/2013,Autre : Invit.Restaurant clients,€51,,
TORNIER,Médecin,LAFFARGUE PHILIPPE,23/10/2013,Autre : Voyages & déplacements clients,€502,,
TORNIER,Médecin,LAFFARGUE PHILIPPE,24/03/2014,"Autre : Frais colloques, séminaires co",€27,,
TORNIER,Médecin,LAFFARGUE PHILIPPE,24/03/2014,Autre : Restauration client,€46,,
TORNIER,Médecin,LAFFARGUE PHILIPPE,17/05/2014,Autre : Restauration client,€40,,
TORNIER,Médecin,LAFFARGUE PHILIPPE,30/11/2013,Autre : Frais de réception clients,€19,,
TORNIER,Médecin,LAFFARGUE PHILIPPE,01/10/2013,Autre : Invit.Restaurant clients,€31,,
TORNIER,Médecin,LAFFARGUE PHILIPPE,23/10/2013,Autre : Voyages & déplacements clients,€502,,
TORNIER,Médecin,LAFFARGUE PHILIPPE,24/03/2014,"Autre : Frais colloques, séminaires co",€27,,
TORNIER,Médecin,LAFFARGUE PHILIPPE,01/06/2013,Autre : Invit.Restaurant clients,€22,,
TORNIER,Médecin,LAFFARGUE PHILIPPE,01/07/2013,Autre : Invit.Restaurant clients,€24,,
TORNIER,Médecin,LAFFARGUE PHILIPPE,24/03/2014,Autre : Restauration client,€46,,
TORNIER,Médecin,PINOIT YANNICK,31/12/2013,Autre : Invit.Restaurant clients,€152,,
TORNIER,Médecin,PINOIT YANNICK,11/11/2013,Autre : hébergement client,€305,,
TORNIER,Médecin,PINOIT YANNICK,11/11/2013,Autre : hébergement client,€255,,
TORNIER,Médecin,PINOIT YANNICK,30/11/2013,Autre : Frais de réception clients,€25,,
TORNIER,Médecin,ROUMAZEILLE BERTRAND,30/04/2014,Autre : Invit.Restaurant clients,€31,,
TORNIER,Médecin,ROUMAZEILLE BERTRAND,02/10/2013,Autre : Restauration client,€15,,
TORNIER,Médecin,ROUMAZEILLE BERTRAND,01/07/2013,Autre : Invit.Restaurant clients,€24,,
TORNIER,Médecin,ROUMAZEILLE BERTRAND,28/02/2014,Autre : Invit.Restaurant clients,€24,,
TORNIER,Médecin,ROUMAZEILLE BERTRAND,28/02/2014,Autre : Invit.Restaurant clients,€37,,
TORNIER,Médecin,ROUMAZEILLE BERTRAND,01/11/2013,Autre : Invit.Restaurant clients,€65,,
TORNIER,Médecin,ROUMAZEILLE BERTRAND,13/09/2013,Autre : Voyages & déplacements clients,€370,,
XNOV,Médecin,monnin christophe,21/10/2013,repas,€17,,
XNOV,Médecin,monnin christophe,25/09/2013,REPAS,€14,,
XNOV,Médecin,monnin christophe,22/11/2013,REPAS,€22,,
XNOV,Médecin,richier marc,11/10/2013,repas,€21,,
Zimmer Dental SAS,Chirurgien-dentiste,SOETMONT REGIS,24/10/2013,REPAS,€30,,
Zimmer Dental SAS,Chirurgien-dentiste,SOETMONT REGIS,24/10/2013,REPAS,€31,,
Zimmer France SAS,Médecin,CHARLES HUGUES,03/04/2014,Repas,€72,,
Zimmer France SAS,Médecin,LAFFARGUE Philippe,22/11/2013,Repas,€70,,
Zimmer France SAS,Médecin,LAFFARGUE PHILIPPE,21/06/2014,Repas,€60,,
Zimmer France SAS,Médecin,LAFFARGUE PHILIPPE,18/06/2014,Repas,€74,,
Zimmer France SAS,Médecin,LAFFARGUE Philippe,18/06/2014,transport,€362,,
Zimmer France SAS,Médecin,LERUE Olivier,11/10/2013,Repas,€50,,
Zimmer France SAS,Médecin,LE RUE OLIVIER,21/06/2014,Repas,€60,,
Zimmer France SAS,Médecin,MONNIN CHRISTOPHE,25/01/2014,Repas,€60,,
Zimmer France SAS,Médecin,MONNIN CHRISTOPHE,21/06/2014,Repas,€60,,
Zimmer France SAS,Médecin,PINOI YANNICK,16/04/2014,Repas,€13,,
Zimmer France SAS,Médecin,QUIEVREUX PHILIPPE,16/05/2014,Repas,€56,,
Zimmer France SAS,Médecin,QUIEVREUX PHILIPPE,03/04/2014,Repas,€72,,
Zimmer France SAS,Médecin,ROUMAZEILLE BERTRAND,18/06/2014,Repas,€74,,
Zimmer France SAS,Médecin,ROUMAZEILLE Bertrand,18/06/2014,transport,€252,,
Zimmer France SAS,Médecin,ROUMAZEILLE BERTRAND,16/04/2014,Repas,€13,,
Zimmer France SAS,Médecin,THELU CHARLES ÉDOUARD,21/06/2014,Repas,€60,,
Zimmer France SAS,Médecin,THELU CHARLES ÉDOUARD,03/04/2014,Repas,€72,,
Zimmer France SAS,Médecin,TRICHARD THIERRY,03/04/2014,Repas,€72,,
Zimmer GmbH,Médecin,LAFFARGUE Philippe,18/06/2014,transport,€34,,
Zimmer GmbH,Médecin,LAFFARGUE Philippe,18/06/2014,repas,€18,,
Zimmer GmbH,Médecin,LAFFARGUE Philippe,18/06/2014,repas,€75,,
Zimmer GmbH,Médecin,LAFFARGUE Philippe,18/06/2014,Hébergement,€212,,
Zimmer GmbH,Médecin,ROUMAZEILLE Bertrand,18/06/2014,repas,€18,,
Zimmer GmbH,Médecin,ROUMAZEILLE Bertrand,18/06/2014,repas,€75,,
Zimmer GmbH,Médecin,ROUMAZEILLE Bertrand,18/06/2014,Hébergement,€212,,
Zimmer GmbH,Médecin,ROUMAZEILLE Bertrand,18/06/2014,transport,€34,,
