3S ORTHO,Médecin,AKHARAS CHAOUKI,20/10/2013,REPAS,€64,,
MSD France,Médecin,MOREAU YVES,15/01/2014,INSCRIPTION,€311,,
MSD France,Médecin,PHILIPPE LAURENCE,05/07/2013,REPAS,€32,,
MSD France,Médecin,PHILIPPE LAURENCE,10/02/2012,REPAS,€34,,
MSD France,Médecin,PLADYS JEAN CLAUDE,11/12/2013,REPAS,€50,,
MSD France,Médecin,QUENNESSON SEBASTIEN,02/07/2013,REPAS,€23,,
MSD France,Médecin,QUENNESSON SEBASTIEN,04/06/2013,HOSPITALITÉ,€14,,
MSD France,Médecin,RIPOLL JEAN MICHEL,03/10/2013,REPAS,€50,,
MSD France,Médecin,RIPOLL JEAN MICHEL,10/07/2013,REPAS,€60,,
MSD France,Médecin,RIPOLL JEAN MICHEL,14/11/2013,REPAS,€57,,
MSD France,Médecin,RIPOLL JEAN MICHEL,03/04/2014,REPAS,€45,,
MSD France,Médecin,ROUET QUENNESSON ESTELLE,02/07/2013,REPAS,€23,,
MSD France,Médecin,ROUET QUENNESSON ESTELLE,04/06/2013,HOSPITALITÉ,€14,,
MSD France,Médecin,SOUBRA ABDUL RAHMAN,24/10/2013,REPAS,€50,,
MSD France,Médecin,SOUBRA ABDUL RAHMAN,27/03/2014,REPAS,€50,,
MSD France,Médecin,TATARENKO JEAN MICHEL,03/10/2013,REPAS,€50,,
MSD France,Médecin,TATARENKO JEAN MICHEL,05/07/2013,REPAS,€32,,
MSD France,Médecin,TATARENKO JEAN MICHEL,06/12/2013,REPAS,€23,,
MSD France,Médecin,TATARENKO JEAN MICHEL,10/04/2013,HOSPITALITÉ,€55,,
MSD France,Médecin,TATARENKO JEAN MICHEL,10/02/2012,REPAS,€34,,
MSD France,Médecin,TATARENKO JEAN MICHEL,10/04/2013,HOSPITALITÉ,€55,,
MSD France,Médecin,TATARENKO JEAN MICHEL,07/03/2014,REPAS,€40,,
MSD France,Médecin,TATARENKO JEAN MICHEL,03/04/2014,REPAS,€45,,
MSD France,Médecin,VIEL PATRICK,24/10/2013,REPAS,€50,,
MSD France,Médecin,VILLALONGA BERNARD,24/10/2013,REPAS,€50,,
MSD France,Médecin,VILLALONGA BERNARD,27/03/2014,REPAS,€50,,
MUNDIPHARMA,Etudiant,VEAUVY CINDY,23/04/2014,REPAS PROFESSIONNEL,€29,,
MUNDIPHARMA,Médecin,ATTAL JOHANNA,16/10/2013,REPAS,€26,,
MUNDIPHARMA,Médecin,BERTROU JACQUES,10/12/2013,HOSPITALITE,€43,,
MUNDIPHARMA,Médecin,BERTROU JACQUES,28/06/2014,HOSPITALITE REUNION PROFESSIONNELLE,€335,,
MUNDIPHARMA,Médecin,CHAUVIN VERON ODILE,18/04/2013,PLATEAUX REPAS  CONGRES,€18,,
MUNDIPHARMA,Médecin,DIGUET FRANCOIS,14/11/2013,REPAS,€20,,
MUNDIPHARMA,Médecin,DIGUET FRANCOIS,28/06/2014,HOSPITALITE REUNION PROFESSIONNELLE,€335,,
MUNDIPHARMA,Médecin,KELLER THIERRY,16/10/2013,REPAS,€26,,
MUNDIPHARMA,Médecin,KELLER THIERRY,23/04/2014,REPAS,€29,,
MUNDIPHARMA,Médecin,KELLER THIERRY,26/04/2014,HOSPITALITE REUNION PROFESSIONNELLE,€351,,
MUNDIPHARMA,Médecin,MOUZOU PIERRE,10/12/2013,HOSPITALITE,€43,,
MUNDIPHARMA,Pharmacien,DUBOST EMILIE,30/01/2014,HOSPITALITE STAFF,€25,,
MUNDIPHARMA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DAMMARETZ VERONIQUE,30/01/2014,HOSPITALITE STAFF,€25,,
MUNDIPHARMA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LAMALLE NADEGE,30/01/2014,HOSPITALITE STAFF,€25,,
MUNDIPHARMA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MARCHAIS MARIE CHRISTINE,30/01/2014,HOSPITALITE STAFF,€25,,
MYLAN SAS,Pharmacien,DECANTER ANNE,04/07/2013,REPAS,€50,,
MYLAN SAS,Pharmacien,HIRA MARIE CÉCILE,04/07/2013,REPAS,€50,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BAUER JENNYFER,04/07/2013,REPAS,€50,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,FESSARD MARIE,04/07/2013,REPAS,€50,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SERPAULT PASCALE,04/07/2013,REPAS,€50,,
NORDIC PHARMA SAS,Etudiant,CAMOZZI THIBAULT,07/04/2014,Repas,€45,,
NOVARTIS PHARMA SAS,Médecin,BATARD MURIEL,02/07/2013,Repas,€32,,
NOVARTIS PHARMA SAS,Médecin,BENKO ANDRE,10/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,BRILLET GEORGES,24/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,CHAUVIN VERON ODILE,10/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,CHAUVIN VERON ODILE,18/06/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,COTINEAU JEAN,10/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,COTINEAU JEAN,16/01/2014,Repas,€137,,
NOVARTIS PHARMA SAS,Médecin,COTINEAU JEAN,16/01/2014,Hébergement,€220,,
NOVARTIS PHARMA SAS,Médecin,COTTE LAURENT,10/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,DIGUET FRANCOIS,02/07/2013,Repas,€32,,
NOVARTIS PHARMA SAS,Médecin,GERARD INES,28/02/2014,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,GERARD INES,03/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GRELLAUD RODIER ANNE,03/06/2014,Repas,€34,,
NOVARTIS PHARMA SAS,Médecin,GRELLAUD RODIER ANNE,03/06/2014,Repas,€34,,
NOVARTIS PHARMA SAS,Médecin,KELLER THIERRY,26/03/2014,Repas,€41,,
NOVARTIS PHARMA SAS,Médecin,PANCHUQUET OLSINA ANNE,10/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,RAYNAUD SYLVIE,10/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,TATARENKO JEAN MICHEL,18/06/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,TATARENKO JEAN MICHEL,28/02/2014,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,TERRACHER CELINE,28/02/2014,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,TERRACHER CELINE,22/11/2013,Repas,€24,,
NOVO NORDISK,Médecin,BERTROU JACQUES,26/11/2013,REPAS,€58,,
NOVO NORDISK,Médecin,BROUSSE PIERRE HENRY,26/11/2013,REPAS,€58,,
NOVO NORDISK,Médecin,KASSIANOFF ALAIN,26/11/2013,REPAS,€58,,
NOVO NORDISK,Médecin,LEVITTA COUZON FRANCOISE,26/11/2013,REPAS,€58,,
NUTRICIA Nutrition Clinique,Diététicien,ACOSTA Amelie,19/06/2014,inscription,€150,,
ORMCO FRANCE SAS,Fondation,ONFOC 36,15/03/2013,DONS DE MATERIEL,€784,,
Otsuka Pharmaceutical France SAS,Médecin,BAUM Albert,13/06/2014,Hospitalité,€60,,
Otsuka Pharmaceutical France SAS,Médecin,BAUM Albert,13/06/2014,Hébergement,€152,,
Otsuka Pharmaceutical France SAS,Médecin,BAUM ALBERT,06/06/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Médecin,BAUM Albert,14/06/2014,Repas,€36,,
Otsuka Pharmaceutical France SAS,Médecin,CANTEMIR Alina elisabeta,31/10/2013,RESTAURATION,€55,,
Otsuka Pharmaceutical France SAS,Médecin,CHAUVET FABIENNE,03/04/2014,HEBERGEMENT,€185,,
Otsuka Pharmaceutical France SAS,Médecin,CHAUVET FABIENNE,03/04/2014,HEBERGEMENT,€185,,
Otsuka Pharmaceutical France SAS,Médecin,LEJEUNE Christine,24/07/2013,RESTAURATION,€13,,
Otsuka Pharmaceutical France SAS,Médecin,SCOT Marie paule,24/07/2013,RESTAURATION,€13,,
PAUL HARTMANN SA,Infirmier,ROUQUETTE ALAIN,19/01/2014,Invitations,€235,,
PECH CERCIAT,Médecin,Hurtes Christine,03/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Kervella-Julien Nelly,23/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Kervella-Julien Nelly,03/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Lavignac-Moreau Marie-Pascale,23/09/2013,Autre : [ECHANTILLON],€20,,
PETERS SURGICAL,Aide soignant,BERNARD SEBASTIEN,07/02/2014,REPAS,€47,,
PETERS SURGICAL,Aide soignant,COLLIGNON ISABELLE,07/02/2014,REPAS,€47,,
PETERS SURGICAL,Aide soignant,CONTREMINE SYLVIANE,07/02/2014,REPAS,€47,,
PETERS SURGICAL,Aide soignant,CRECHET PATRICIA,07/02/2014,REPAS,€47,,
PETERS SURGICAL,Aide soignant,DESMAISON GHISLAINE,07/02/2014,REPAS,€47,,
PETERS SURGICAL,Aide soignant,PLISSON DENIS,07/02/2014,REPAS,€47,,
PETERS SURGICAL,Infirmier,ANDRE ISABELLE,07/02/2014,REPAS,€47,,
PETERS SURGICAL,Infirmier,AUSSOURD MARIANNE,07/02/2014,REPAS,€47,,
PETERS SURGICAL,Infirmier,CAILLON MARIE-France,07/02/2014,REPAS,€47,,
PETERS SURGICAL,Infirmier,CLAIRAND VIRGINIE,07/02/2014,REPAS,€47,,
PETERS SURGICAL,Infirmier,DURAND EMILIE,07/02/2014,REPAS,€47,,
PETERS SURGICAL,Infirmier,FOUILLE CHRISTINE,07/02/2014,REPAS,€47,,
PETERS SURGICAL,Infirmier,LELONG ANNICK,07/02/2014,REPAS,€47,,
PETERS SURGICAL,Infirmier,MORO ANA,07/02/2014,REPAS,€47,,
PETERS SURGICAL,Infirmier,QUINTON MARGAUX,07/02/2014,REPAS,€47,,
PETERS SURGICAL,Médecin,BATOKO ADAM,02/10/2013,Autre : [INSCRIPTION CONGRES],€550,,
PETERS SURGICAL,Médecin,BATOKO ADAM,04/10/2013,HOSPITALITE,€348,,
PETERS SURGICAL,Médecin,BATOKO ADAM,07/02/2014,REPAS,€47,,
PETERS SURGICAL,Médecin,CIRT CIPRIAN,07/02/2014,REPAS,€47,,
PFIZER SAS,Médecin,BORDAT MARIE HELENE,11/06/2013,Repas,€38,,
PFIZER SAS,Médecin,FAUQUEZ CAMILLE,11/10/2013,Repas,€18,,
PFIZER SAS,Médecin,PHILIPPE LAURENCE,28/06/2013,Repas,€21,,
PFIZER SAS,Médecin,QUENNESSON SEBASTIEN,20/12/2013,Repas,€14,,
PFIZER SAS,Médecin,QUENNESSON SEBASTIEN,14/06/2013,Repas,€26,,
PFIZER SAS,Médecin,QUENNESSON SEBASTIEN,08/02/2014,TRANSPORT,€124,,
PFIZER SAS,Médecin,QUENNESSON SEBASTIEN,08/02/2014,REPAS,€144,,
PFIZER SAS,Médecin,QUENNESSON SEBASTIEN,08/02/2014,HEBERGEMENT,€110,,
PFIZER SAS,Médecin,QUENNESSON SEBASTIEN,08/02/2014,TRANSPORT,€124,,
PFIZER SAS,Médecin,QUENNESSON SEBASTIEN,08/02/2014,REPAS,€144,,
PFIZER SAS,Médecin,QUENNESSON SEBASTIEN,08/02/2014,HEBERGEMENT,€110,,
PFIZER SAS,Médecin,RIPOLL JEAN  MICHEL,11/06/2013,Repas,€38,,
PFIZER SAS,Médecin,ROUET QUENNESSON ESTELLE,20/12/2013,Repas,€14,,
PFIZER SAS,Médecin,ROUET QUENNESSON ESTELLE,08/02/2014,REPAS,€144,,
PFIZER SAS,Médecin,ROUET QUENNESSON ESTELLE,14/06/2013,Repas,€26,,
PFIZER SAS,Médecin,ROUET QUENNESSON ESTELLE,08/02/2014,TRANSPORT,€124,,
PFIZER SAS,Médecin,ROUET QUENNESSON ESTELLE,08/02/2014,HEBERGEMENT,€110,,
PFIZER SAS,Médecin,ROUET QUENNESSON ESTELLE,08/02/2014,HEBERGEMENT,€110,,
PFIZER SAS,Médecin,ROUET QUENNESSON ESTELLE,08/02/2014,REPAS,€144,,
PFIZER SAS,Médecin,ROUET QUENNESSON ESTELLE,20/12/2013,Repas,€14,,
PFIZER SAS,Pharmacien,FAGEON MARIE AGNES,06/09/2013,Repas,€47,,
PHARMATHERA,Médecin,BERTROU JACQUES,17/10/2013,OBJET D HOSPITALITE,€35,,
PHARMATHERA,Médecin,BROUSSE LIONEL,14/01/2014,Hospitalité,€24,,
PHARMATHERA,Médecin,BROUSSE PIERRE,17/10/2013,OBJET D HOSPITALITE,€35,,
PHARMATHERA,Médecin,COTTET ANNE,10/12/2013,OBJET D HOSPITALITE,€15,,
PHARMATHERA,Médecin,DIGUET FRANCOIS,10/12/2013,OBJET D HOSPITALITE,€12,,
PHARMATHERA,Médecin,KERVELLA JULIEN NELLY,19/07/2013,OBJET D HOSPITALITE,€34,,
PHARMATHERA,Médecin,LEPEE ALAIN,31/01/2014,Hospitalité,€15,,
PHONAK FRANCE,Audioprothésiste,AUROZO STEPHANE,02/09/2013,REPAS,€35,,
PHONAK FRANCE,Audioprothésiste,AUROZO STEPHANE,16/10/2013,REPAS,€22,,
PHONAK FRANCE,Audioprothésiste,THERET JULIEN,15/04/2014,REPAS,€21,,
PHONAK FRANCE,Audioprothésiste,THERET JULIEN,16/10/2013,REPAS,€43,,
PHONAK FRANCE,Audioprothésiste,THERET JULIEN,16/10/2013,REPAS,€43,,
PHONAK FRANCE,Audioprothésiste,THERET JULIEN,17/09/2013,REPAS,€27,,
PHONAK FRANCE,Audioprothésiste,THERET JULIEN,17/09/2013,REPAS,€27,,
PHONAK FRANCE,Audioprothésiste,THERET JULIEN,15/04/2014,REPAS,€21,,
Pierre Fabre Dermo-Cosmétique,Médecin,BORDAT MARIE HELENE,10/02/2014,RESTAURATION,€39,,
Pierre Fabre Dermo-Cosmétique,Médecin,DA SILVA JEAN PAUL,10/02/2014,RESTAURATION,€39,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,GROLLAUD ISABELLE,12/02/2014,RESTAURATION,€32,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,CHAPUT ALAIN,30/11/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,ATTIOGBE JOSEPH,21/03/2013,Restauration,€53,,
PIERRE FABRE MEDICAMENT,Médecin,ATTIOGBE JOSEPH,31/01/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,BATARD MURIEL,04/04/2012,Restauration,€44,,
PIERRE FABRE MEDICAMENT,Médecin,BEDIOU CHRISTOPHE,04/04/2012,Restauration,€44,,
PIERRE FABRE MEDICAMENT,Médecin,BERTROU JACQUES,29/10/2013,RESTAURATION,€41,,
PIERRE FABRE MEDICAMENT,Médecin,BORDAT MARIE HELENE,28/05/2013,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Médecin,BROUSSE PIERRE HENRY,04/04/2012,Restauration,€44,,
PIERRE FABRE MEDICAMENT,Médecin,CHARPENTIER MICHEL,17/01/2012,Restauration,€12,,
PIERRE FABRE MEDICAMENT,Médecin,CHARPENTIER MICHEL,05/11/2013,RESTAURATION,€18,,
PIERRE FABRE MEDICAMENT,Médecin,CHARPENTIER MICHEL,10/04/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,CHARPENTIER MICHEL,27/11/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,CHARPENTIER MICHEL,31/01/2014,RESTAURATION,€20,,
PIERRE FABRE MEDICAMENT,Médecin,CHAUVIN VERON ODILE,04/04/2012,Restauration,€44,,
PIERRE FABRE MEDICAMENT,Médecin,CHAUVIN VERON ODILE,04/04/2012,Restauration,€44,,
PIERRE FABRE MEDICAMENT,Médecin,DA SILVA JEAN PAUL,11/06/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,DA SILVA JEAN PAUL,24/05/2013,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,DA SILVA JEAN PAUL,06/06/2013,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,DIGUET FRANCOIS,22/03/2012,Restauration,€22,,
PIERRE FABRE MEDICAMENT,Médecin,DURIS PIERRE,21/06/2012,Restauration,€59,,
PIERRE FABRE MEDICAMENT,Médecin,FAUGUET JEAN LUC,31/01/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,FAUGUET JEAN LUC,21/03/2013,Restauration,€53,,
PIERRE FABRE MEDICAMENT,Médecin,FAUQUEZ CAMILLE,17/01/2012,Restauration,€12,,
PIERRE FABRE MEDICAMENT,Médecin,FAUQUEZ CAMILLE,10/04/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,FAUQUEZ CAMILLE,27/11/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,FAUQUEZ CAMILLE,31/01/2014,RESTAURATION,€20,,
PIERRE FABRE MEDICAMENT,Médecin,FERRON JEAN JACQUES,15/11/2012,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,FESSARD MARIE,25/01/2013,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,FRADET JEAN FRANCOIS,25/01/2013,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,GRELLAUD RODIER ANNE,15/11/2012,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,GRELLAUD RODIER ANNE,22/02/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,GRELLAUD RODIER ANNE,20/05/2014,RESTAURATION,€34,,
PIERRE FABRE MEDICAMENT,Médecin,GRELLAUD RODIER ANNE,28/05/2013,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Médecin,GUILLEMAIN AGBAKOU FRANCOISE,22/02/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,GUILLEMAIN AGBAKOU FRANCOISE,22/02/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,HURTES CHRISTINE,17/02/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,KASSIANOFF ALAIN,29/10/2013,RESTAURATION,€41,,
PIERRE FABRE MEDICAMENT,Médecin,KELLER THIERRY,13/02/2013,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,KELLER THIERRY,04/04/2012,Restauration,€44,,
PIERRE FABRE MEDICAMENT,Médecin,KERVELLA JULIEN NELLY,21/05/2014,RESTAURATION,€42,,
PIERRE FABRE MEDICAMENT,Médecin,KERVELLA JULIEN NELLY,10/12/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,KERVELLA JULIEN NELLY,17/02/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,KERVELLA JULIEN NELLY,21/06/2012,Restauration,€59,,
PIERRE FABRE MEDICAMENT,Médecin,KERVELLA JULIEN NELLY,28/06/2013,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,LEPEE ALAIN,20/03/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,LEPEE ALAIN,21/03/2013,Restauration,€53,,
PIERRE FABRE MEDICAMENT,Médecin,LEPEE ALAIN,15/11/2012,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,LEVITTA COUZON FRANCOISE,04/03/2014,RESTAURATION,€17,,
PIERRE FABRE MEDICAMENT,Médecin,MALET LOUIS,20/09/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,MOUZOU PIERRE,04/04/2012,Restauration,€44,,
PIERRE FABRE MEDICAMENT,Médecin,OLLIER JEAN LOUIS,10/12/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,OLLIER JEAN LOUIS,21/06/2012,Restauration,€59,,
PIERRE FABRE MEDICAMENT,Médecin,QUENNESSON SEBASTIEN,17/01/2012,Restauration,€12,,
PIERRE FABRE MEDICAMENT,Médecin,QUENNESSON SEBASTIEN,10/04/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,QUENNESSON SEBASTIEN,27/11/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,QUENNESSON SEBASTIEN,31/01/2014,RESTAURATION,€20,,
PIERRE FABRE MEDICAMENT,Médecin,RIPOLL JEAN MICHEL,07/03/2012,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,RIPOLL JEAN MICHEL,20/03/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,RIPOLL JEAN MICHEL,22/03/2012,Restauration,€22,,
PIERRE FABRE MEDICAMENT,Médecin,RIPOLL JEAN MICHEL,12/09/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,RIPOLL JEAN MICHEL,19/10/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,RIPOLL JEAN MICHEL,15/11/2012,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,RIPOLL JEAN MICHEL,10/01/2013,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,RIPOLL JEAN MICHEL,29/05/2013,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,RIPOLL JEAN MICHEL,13/03/2013,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,RIPOLL JEAN MICHEL,04/04/2012,Restauration,€44,,
PIERRE FABRE MEDICAMENT,Médecin,ROUET QUENNESSON ESTELLE,10/04/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,ROUET QUENNESSON ESTELLE,27/11/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,ROUET QUENNESSON ESTELLE,31/01/2014,RESTAURATION,€20,,
PIERRE FABRE MEDICAMENT,Médecin,ROUET QUENNESSON ESTELLE,17/01/2012,Restauration,€12,,
PIERRE FABRE MEDICAMENT,Médecin,SOUBRA ABDUL RAHMAN,21/03/2013,Restauration,€53,,
PIERRE FABRE MEDICAMENT,Médecin,SOUBRA ABDUL RAHMAN,31/01/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,THERET CHAPELOT EVELYNE,10/12/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,VIEL PATRICK,21/03/2013,Restauration,€53,,
PIERRE FABRE MEDICAMENT,Médecin,VIEL PATRICK,31/01/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,VILLALONGA BERNARD,31/01/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,VILLALONGA BERNARD,21/03/2013,Restauration,€53,,
PIERRE FABRE MEDICAMENT,Pharmacien,FAGEON MARIE AGNES,27/09/2013,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Pharmacien,FAGEON MARIE AGNES,20/06/2014,RESTAURATION,€22,,
PIERRE FABRE MEDICAMENT,Pharmacien,FAGEON MARIE AGNES,03/05/2013,Restauration,€18,,
PIERRE FABRE MEDICAMENT,Pharmacien,FAGEON MARIE AGNES,20/06/2014,RESTAURATION,€22,,
PIERRE FABRE MEDICAMENT,Pharmacien,FAGEON MARIE AGNES,07/12/2012,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Pharmacien,GERBIER MELANIE,07/11/2013,RESTAURATION,€14,,
PRECIPHAR,Médecin,CHARPENTIER MICHEL,14/03/2014,Repas,€12,,
PRECIPHAR,Médecin,QUENNESSON SEBASTIEN,14/03/2014,Repas,€12,,
PRECIPHAR,Médecin,ROUET QUENNESSON ESTELLE,14/03/2014,Repas,€12,,
Prodition,Audioprothésiste,AUROZO STEPHANE,22/01/2014,Repas,€25,,
Prodition,Audioprothésiste,THERET JULIEN,02/01/2014,Cadeaux,€22,,
RESEARCH NOW SAS,Médecin,DURIS PIERRE,20/09/2013,enquête,€19,,
ROCHE DIAGNOSTICS FRANCE,Médecin,COINTE DENIS,15/01/2014,HEBERGEMENT,€181,,
ROCHE DIAGNOSTICS FRANCE,Médecin,COINTE DENIS,14/01/2014,REPAS,€57,,
ROCHE DIAGNOSTICS FRANCE,Médecin,COINTE DENIS,15/01/2014,REPAS,€29,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,COUROUBLE GERY,25/07/2013,REPAS,€31,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,COUROUBLE GERY,18/12/2013,REPAS,€18,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,BERNARD CECILE,11/06/2014,REPAS,€14,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,BERNARD CECILE,30/01/2014,REPAS,€14,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,BERNARD CECILE,19/06/2014,REPAS,€12,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,BERNARD CECILE,18/03/2014,REPAS,€15,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,BERNARD CECILE,02/06/2014,REPAS,€11,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,BERNARD CECILE,20/03/2014,REPAS,€18,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,BERNARD CECILE,27/05/2014,REPAS,€17,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,DELATTRE NON RENSEIGNE,08/01/2014,CADEAUX,€36,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,DELATTRE NON RENSEIGNE,14/01/2014,REPAS,€57,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,DELATTRE NON RENSEIGNE,15/01/2014,REPAS,€29,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,LEMAIGRE NON RENSEIGNE,15/01/2014,REPAS,€29,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,LEMAIGRE NON RENSEIGNE,16/01/2014,REPAS,€12,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,LEMAIGRE NON RENSEIGNE,15/01/2014,REPAS,€58,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,PENNOT EMILIE,20/03/2014,REPAS,€18,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,PROT NON RENSEIGNE,14/01/2014,REPAS,€57,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,PROT NON RENSEIGNE,15/01/2014,HEBERGEMENT,€181,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,PROT NON RENSEIGNE,15/01/2014,REPAS,€29,,
ROCHE SAS,Médecin,AMMAR NAJI,12/09/2013,Repas,€21,,
ROCHE SAS,Médecin,BRILLET GEORGES,24/01/2013,Hébergement,€210,,
ROCHE SAS,Médecin,BRILLET GEORGES,23/01/2013,Hébergement,€210,,
ROCHE SAS,Médecin,BRILLET GEORGES,23/01/2013,Hébergement,€210,,
ROCHE SAS,Médecin,BRILLET GEORGES,07/12/2013,Repas,€11,,
ROCHE SAS,Médecin,BRILLET GEORGES,06/12/2013,Repas,€11,,
ROCHE SAS,Médecin,BRILLET GEORGES,23/01/2013,Inscription,€280,,
ROCHE SAS,Médecin,BRILLET GEORGES,05/12/2013,Repas,€11,,
