3M France,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,YEDIOU LAZHAR,26/11/2013,REPAS,€17,,
AMPLITUDE,Médecin,CHATAIN FREDERIC,24/01/2014,HEBERGEMENT,€202,,
ANTHOGYR,Médecin,ANDEOL Hubert,28/06/2013,Repas ou Hébèrgement,€268,,
ANTHOGYR,Médecin,BELHADJ Alexandre,01/10/2012,Repas ou Hébèrgement,€11,,
ANTHOGYR,Médecin,DELAHOUSSE Thibault,28/06/2013,Repas ou Hébèrgement,€268,,
ANTHOGYR,Médecin,OLIVEIRA Claire,28/06/2013,Repas ou Hébèrgement,€268,,
ANTHOGYR,Médecin,PAILLER Claude,01/12/2012,Repas ou Hébèrgement,€40,,
ANTHOGYR,Médecin,RATIVET-MONTOYA Cécile,28/06/2013,Repas ou Hébèrgement,€268,,
ANTHOGYR,Médecin,REYMOND Camille,28/06/2013,Repas ou Hébèrgement,€268,,
ANTHOGYR,Médecin,SCHLEICHER Pierre,28/06/2013,Repas ou Hébèrgement,€268,,
ANTHOGYR,Médecin,TASSET-FINNE Cécile,28/06/2013,Repas ou Hébèrgement,€268,,
APTALIS PHARMA SAS,Médecin,BUREAU DU COLOMBIER PATRICE,22/04/2014,FRAIS D'HOSPITALIT,€43,,
APTALIS PHARMA SAS,Médecin,BUREAU DU COLOMBIER PATRICE,23/04/2014,FRAIS D'HOSPITALIT,€14,,
APTALIS PHARMA SAS,Médecin,DENTANT LIONEL,22/04/2014,FRAIS D'HOSPITALIT,€43,,
APTALIS PHARMA SAS,Médecin,DENTANT LIONEL,23/04/2014,FRAIS D'HOSPITALIT,€14,,
APTALIS PHARMA SAS,Médecin,DENTANT LIONEL,15/12/2013,FRAIS D'HOSPITALITÉ,€220,,
APTALIS PHARMA SAS,Médecin,RAMBAUD STEPHANE,11/10/2013,FRAIS D'HOSPITALITÉ,€30,,
ARCHIMEDES PHARMA France,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ROMANY PASCALE,30/01/2014,Repas,€19,,
ARROW GENERIQUES SAS,Pharmacien,ATIF ABDELGHANI,19/02/2014,REPAS,€29,,
Arthrex SAS,Médecin,TOURNE YVES,10/04/2014,HEBERGEMENT,€290,,
Arthrex SAS,Médecin,TOURNE YVES,10/04/2014,TRANSPORT,€262,,
ASPEN FRANCE,Médecin,EL ASAAD MANSOUR Riva,25/03/2014,Repas,€16,,
ASPEN FRANCE,Médecin,FRANCO Guy,15/04/2014,Repas,€38,,
ASPEN FRANCE,Médecin,FRANCO Sébastien,28/01/2014,Repas,€60,,
ASPEN FRANCE,Médecin,MANEGLIA Benjamin,15/04/2014,Repas,€38,,
ASPEN FRANCE,Médecin,MERCIER Numa,25/04/2014,Repas,€26,,
ASPEN FRANCE,Médecin,RIOM Hervé,16/06/2014,Repas,€16,,
ASPEN FRANCE,Médecin,RIOM Hervé,15/04/2014,Repas,€38,,
ASPEN FRANCE,Médecin,STEInfirmièreL Marie,15/04/2014,Repas,€38,,
ASTELLAS PHARMA,Infirmier,CHATILLON JOANI,18/04/2013,REPAS,€14,,
ASTELLAS PHARMA,Médecin,AUDAY FRANCK THIERRY,18/03/2014,REPAS,€46,,
ASTELLAS PHARMA,Médecin,AUROUZE JACQUES,11/06/2013,REPAS,€67,,
ASTELLAS PHARMA,Médecin,CLAEYS MARIE VIRGINIE,31/03/2014,REPAS,€23,,
ASTELLAS PHARMA,Médecin,DORIDOT PIERRE,15/01/2013,REPAS,€67,,
ASTELLAS PHARMA,Médecin,DUPUY BROUSSEAU LAURA,31/03/2014,REPAS,€23,,
ASTELLAS PHARMA,Médecin,FRIC DANIELE,21/03/2014,TRANSPORT,€22,,
ASTELLAS PHARMA,Médecin,FRIC DANIELE,21/03/2014,TRANSPORT,€174,,
ASTELLAS PHARMA,Médecin,FRIC DANIELE,21/03/2014,REPAS,€50,,
ASTELLAS PHARMA,Médecin,FRIC DANIELE,31/03/2014,REPAS,€23,,
ASTELLAS PHARMA,Médecin,FRIC DANIELE,21/03/2014,HEBERGEMENT,€165,,
ASTELLAS PHARMA,Médecin,LEGEAIS DIDIER,31/03/2014,REPAS,€23,,
ASTELLAS PHARMA,Médecin,LEHODEY PIERRE YVES,28/05/2014,REPAS,€33,,
ASTELLAS PHARMA,Médecin,LEHODEY PIERRE YVES,12/06/2013,REPAS,€60,,
ASTELLAS PHARMA,Médecin,MAS DOMINIQUE,28/05/2014,REPAS,€33,,
ASTELLAS PHARMA,Médecin,MONTIGON PASCALE,12/06/2013,REPAS,€60,,
ASTELLAS PHARMA,Médecin,MONTIGON PASCALE,28/05/2014,REPAS,€33,,
ASTELLAS PHARMA,Médecin,PRALONG PAULINE,14/02/2014,HOSPITALITE,€230,,
ASTELLAS PHARMA,Médecin,ZAMBELLI LAURENT,21/11/2013,TRANSPORT,€161,,
ASTELLAS PHARMA,Médecin,ZAMBELLI LAURENT,21/11/2013,REPAS,€67,,
ASTRAZENECA,Etudiant,MOTYKA Sabine,29/11/2013,Repas,€146,,
ASTRAZENECA,Etudiant,MOTYKA Sabine,29/11/2013,Transport,€209,,
ASTRAZENECA,Etudiant,VIRARD JULIETTE,28/11/2013,Repas,€57,,
ASTRAZENECA,Infirmier,BARAL BARON MARTINE,25/03/2014,Repas,€25,,
ASTRAZENECA,Infirmier,DEBADJI MARION,03/12/2013,Repas,€57,,
ASTRAZENECA,Infirmier,HEMMERY ODILE,25/03/2014,Repas,€25,,
ASTRAZENECA,Infirmier,LAFAURY DONATIENNE,25/03/2014,Repas,€25,,
ASTRAZENECA,Infirmier,PEREZ CAROLINE,03/12/2013,Repas,€57,,
ASTRAZENECA,Infirmier,VIDY CATHERINE,25/09/2013,Repas,€20,,
ASTRAZENECA,Médecin,AMRO DERGAM LAMYS,06/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,AMRO DERGAM LAMYS,28/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,AMRO DERGAM LAMYS,05/06/2014,[Repas],€57,,
ASTRAZENECA,Médecin,AMRO DERGAM LAMYS,27/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,AMRO DERGAM LAMYS,13/02/2014,Repas,€43,,
ASTRAZENECA,Médecin,AMRO DERGAM LAMYS,20/06/2014,Repas,€43,,
ASTRAZENECA,Médecin,AUDAY FRANCK THIERRY,28/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,AUDAY FRANCK THIERRY,10/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,AUDAY FRANCK THIERRY,03/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,AUDAY FRANCK THIERRY,10/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,AUDAY FRANCK THIERRY,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,AUSSEDAT HELENE,13/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,AVEZOU François Claude,29/11/2013,Transport,€72,,
ASTRAZENECA,Médecin,AVEZOU François Claude,29/11/2013,Hébergement,€232,,
ASTRAZENECA,Médecin,AVEZOU François Claude,29/11/2013,Repas,€146,,
ASTRAZENECA,Médecin,BEEKER ANNE,12/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,BEEKER ANNE,01/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,BERNARD FRANCOIS,17/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,BERNARD FRANCOIS,28/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,BERNARD FRANCOIS,19/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,BERNARD FRANCOIS,24/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,BERNARD FRANCOIS,22/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,BERNARD GABELLE CHANTAL,22/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,BERNARD GABELLE CHANTAL,11/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,BERTRAND CLAUDE,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,BESSON ENGELS MARIE LUCIE,12/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,BESSOU LAUGIER ANNICK,20/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,BESSOU LAUGIER ANNICK,13/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,BESSOU LAUGIER ANNICK,20/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,BESSOU LAUGIER ANNICK,01/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,BESSOU LAUGIER ANNICK,13/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,BIGIO JEAN PIERRE,06/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,BILOA TANG MICHEL,13/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,BILOA TANG MICHEL,16/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,BILOA TANG MICHEL,20/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,BILOA TANG MICHEL,06/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,BILOA TANG MICHEL,26/11/2013,Repas,€43,,
ASTRAZENECA,Médecin,BILOA TANG MICHEL,21/03/2014,Repas,€43,,
ASTRAZENECA,Médecin,BILOA TANG MICHEL,10/01/2014,Repas,€43,,
ASTRAZENECA,Médecin,BRUMELOT FRANCOIS,12/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,BRUMELOT FRANCOIS,21/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,BRUMELOT François,29/11/2013,Transport,€281,,
ASTRAZENECA,Médecin,BRUMELOT François,29/11/2013,Hébergement,€232,,
ASTRAZENECA,Médecin,BRUMELOT François,29/11/2013,Repas,€146,,
ASTRAZENECA,Médecin,CANTINIAUX PIERRE,06/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,CANTINIAUX PIERRE,02/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,CANTINIAUX PIERRE,05/06/2014,[Repas],€57,,
ASTRAZENECA,Médecin,CANTINIAUX PIERRE,21/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,CANTINIAUX PIERRE,05/06/2014,[Repas],€57,,
ASTRAZENECA,Médecin,CANTINIAUX PIERRE,02/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,CANTINIAUX PIERRE,02/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,CAPDEPON ETIENNE,01/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,CAPDEPON ETIENNE,18/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,CARON BRUNO,02/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,CARON BRUNO,03/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,CARON JULIEN,15/07/2013,Repas,€43,,
ASTRAZENECA,Médecin,CHAVEZ LEONIDAS,06/12/2013,Transport,€124,,
ASTRAZENECA,Médecin,CHAVEZ LEONIDAS,07/12/2013,Transport,€105,,
ASTRAZENECA,Médecin,CHAVEZ LEONIDAS,07/12/2013,Repas,€43,,
ASTRAZENECA,Médecin,CHAVEZ LEONIDAS,06/12/2013,Repas,€60,,
ASTRAZENECA,Médecin,CHAVEZ LEONIDAS,06/12/2013,Transport,€53,,
ASTRAZENECA,Médecin,CHAVEZ LEONIDAS,06/12/2013,Hébergement,€185,,
ASTRAZENECA,Médecin,CHERRIER ARNAUD,06/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,CHERRIER ARNAUD,02/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,CHERRIER ARNAUD,02/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,CHERRIER ARNAUD,13/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,CHERRIER ARNAUD,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,CHICHIGNOUD JEAN PASCAL,02/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,COSTANTINI MICHEL,28/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,CUSIN NATHALIE,13/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,CUSIN NATHALIE,08/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,DAHSHAN SULEIMAN,01/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,DAHSHAN SULEIMAN,20/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,DAVID BERNARD,28/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,DAVID BERNARD,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,DAVID BERNARD,17/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,DAVID BERNARD,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,DAVID BERNARD,13/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,DE BARDONNECHE CHATELAIN CATHERINE,11/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,DE BARDONNECHE CHATELAIN CATHERINE,06/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,DELATTRE SANDRINE,12/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,DELATTRE SANDRINE,13/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,DELATTRE SANDRINE,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,DELATTRE SANDRINE,20/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,DELATTRE SANDRINE,06/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,DELPONT J LOUIS,12/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,DELPONT J LOUIS,19/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,DESCOUR QUENTIN,12/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,DORIDOT PIERRE,24/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,DORIDOT PIERRE,22/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,DORIDOT PIERRE,19/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,DORIDOT PIERRE,17/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,DUBOIS MARIE CHANTAL,01/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,ELKAIM ROBERT,09/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,ELKAIM ROBERT,16/11/2013,Autre,€98,,
ASTRAZENECA,Médecin,ELKAIM ROBERT,15/11/2013,Repas,€10,,
ASTRAZENECA,Médecin,ELKAIM ROBERT,15/11/2013,Hébergement,€189,,
ASTRAZENECA,Médecin,ELKAIM ROBERT,15/11/2013,Repas,€60,,
ASTRAZENECA,Médecin,ELKAIM ROBERT,15/11/2013,Transport,€206,,
ASTRAZENECA,Médecin,ELKHOLTI MERIEME,12/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,ESTEOULE JEAN FRANCOIS,05/06/2014,[Repas],€57,,
ASTRAZENECA,Médecin,ESTEOULE JEAN FRANCOIS,10/01/2014,Repas,€43,,
ASTRAZENECA,Médecin,ESTEOULE JEAN FRANCOIS,02/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,ESTEOULE JEAN FRANCOIS,16/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,ESTEOULE JEAN FRANCOIS,08/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,ESTEOULE JEAN FRANCOIS,06/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,ESTEOULE JEAN FRANCOIS,20/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,ESTEOULE JEAN FRANCOIS,02/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,ESTEOULE JEAN FRANCOIS,22/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,ESTEOULE JEAN FRANCOIS,26/11/2013,Repas,€43,,
ASTRAZENECA,Médecin,ESTEOULE JEAN FRANCOIS,02/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,ESTEOULE JEAN FRANCOIS,05/06/2014,[Repas],€57,,
ASTRAZENECA,Médecin,EYMIN JACQUES,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,GALLO JEAN MARC,20/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,GALLO JEAN MARC,22/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,GALLO JEAN MARC,28/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,GALLO JEAN MARC,13/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,GALLO JEAN MARC,02/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,GALLO JEAN MARC,12/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,GALLO JEAN MARC,03/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,GALLO JEAN MARC,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,GALLO JEAN MARC,08/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,GENSBURGER FRANCOIS XAVIER,08/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,GOUBET ISABELLE,01/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,GOUBET ISABELLE,25/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,GRASSET AGNES,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,GUETTA RENE,27/02/2014,Repas,€20,,
ASTRAZENECA,Médecin,GUEULLE JEAN MARC,10/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,HALLALI PATRICK,27/02/2014,Repas,€20,,
ASTRAZENECA,Médecin,HALLALI PATRICK,29/01/2014,Repas,€43,,
ASTRAZENECA,Médecin,HALLALI PATRICK,17/12/2013,Repas,€43,,
ASTRAZENECA,Médecin,HEIMENDINGER DANIEL,19/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,HEIMENDINGER DANIEL,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,HEIMENDINGER DANIEL,02/07/2013,Repas,€57,,
ASTRAZENECA,Médecin,HUTANU MONICA,02/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,HUTANU MONICA,13/06/2014,Repas,€43,,
ASTRAZENECA,Médecin,HUTANU MONICA,15/05/2014,Repas,€43,,
ASTRAZENECA,Médecin,JAY BERNARD,24/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,JAY BERNARD,28/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,JAY BERNARD,22/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,JAY BERNARD,19/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,JAY BERNARD,17/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,JOUVENCEL ROBERT STEPHANIE,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,JOUVENCEL ROBERT STEPHANIE,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,JOUVENCEL ROBERT STEPHANIE,28/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,JUHEL JEAN LOUIS,11/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,JUHEL JEAN LOUIS,06/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,JUHEL JEAN LOUIS,12/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,KUTTLEIN ALEXIS,01/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,LACHCAR PIERRE,22/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,LACHCAR PIERRE,05/06/2014,[Repas],€57,,
ASTRAZENECA,Médecin,LACHCAR PIERRE,08/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,LACHCAR PIERRE,23/05/2014,Repas,€43,,
ASTRAZENECA,Médecin,LAFORET SOPHIE,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,LAFORET SOPHIE,28/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,LANNEY DE COURTEN JEAN ERIC,09/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,LANNEY DE COURTEN JEAN ERIC,04/12/2013,Repas,€43,,
ASTRAZENECA,Médecin,LANNEY DE COURTEN JEAN ERIC,12/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,LANNEY DE COURTEN JEAN ERIC,06/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,LANNEY DE COURTEN JEAN ERIC,27/02/2014,Repas,€20,,
ASTRAZENECA,Médecin,LANNEY DE COURTEN JEAN ERIC,21/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,LAUGIER JACQUES,28/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,LAUGIER JACQUES,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,LAUGIER JACQUES,01/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,LAUGIER JACQUES,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,LAYE PIERRE JEAN,24/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,LAYE PIERRE JEAN,22/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,LAYE PIERRE JEAN,17/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,LAYE PIERRE JEAN,24/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,LAYE PIERRE JEAN,17/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,LAYE PIERRE JEAN,22/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,LEBAYLE PIERRE MARC,08/11/2013,Repas,€43,,
ASTRAZENECA,Médecin,LEHODEY PIERRE YVES,03/07/2013,Repas,€43,,
ASTRAZENECA,Médecin,LENAIN MARC,08/11/2013,Repas,€43,,
ASTRAZENECA,Médecin,LENAIN MARC,13/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,MAS DOMINIQUE,20/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,MAS DOMINIQUE,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,MAS DOMINIQUE,12/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,MAS DOMINIQUE,16/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,MAS DOMINIQUE,03/07/2013,Repas,€43,,
ASTRAZENECA,Médecin,MAS DOMINIQUE,09/04/2014,Repas,€43,,
ASTRAZENECA,Médecin,MONTIGON PASCALE,09/04/2014,Repas,€43,,
ASTRAZENECA,Médecin,MORAND PATRICK,18/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,MORAND PATRICK,01/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,NERSON FRANCOIS,21/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,NGO TON SANG CAROLINE,10/01/2014,Repas,€43,,
ASTRAZENECA,Médecin,NGO TON SANG CAROLINE,16/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,NGO TON SANG CAROLINE,19/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,NGO TON SANG CAROLINE,10/01/2014,Repas,€43,,
ASTRAZENECA,Médecin,NGO TON SANG CAROLINE,19/05/2014,Repas,€57,,
ASTRAZENECA,Médecin,OLARU GABRIELA,02/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,OLARU GABRIELA,13/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,OLARU GABRIELA,20/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,PACAULT CLEMENT,13/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,PALIARD FRANCO SABINE,28/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,PALIARD FRANCO SABINE,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,PALIARD FRANCO SABINE,16/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,PELLISSIER JEAN LOUIS,25/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,PELLISSIER JEAN LOUIS,15/11/2013,Repas,€43,,
ASTRAZENECA,Médecin,PELLISSIER JEAN LOUIS,13/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,PELLISSIER JEAN LOUIS,08/11/2013,Repas,€43,,
ASTRAZENECA,Médecin,PELLISSIER JEAN LOUIS,08/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,PEREZ RENEE,12/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,PEREZ RENEE,26/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,PERROUD MICHEL,08/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,PERROUD MICHEL,23/05/2014,Repas,€43,,
ASTRAZENECA,Médecin,PERROUD MICHEL,22/11/2013,Repas,€43,,
ASTRAZENECA,Médecin,PERROUD MICHEL,06/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,PERROUD MICHEL,07/10/2013,Repas,€43,,
ASTRAZENECA,Médecin,PERROUD MICHEL,06/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,PERROUD MICHEL,11/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,PERROUD MICHEL,05/06/2014,[Repas],€57,,
ASTRAZENECA,Médecin,PERROUD MICHEL,23/05/2014,Repas,€43,,
ASTRAZENECA,Médecin,PERROUD MICHEL,08/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,PERROUD MICHEL,13/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,PERROUD MICHEL,22/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,PILLON MICHEL,01/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,PILLON MICHEL,18/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,REPARAT SOPHIE,13/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,REY JEAN MARIE,13/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,REY JEAN MARIE,28/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,RICHALET ALAIN,27/02/2014,Repas,€20,,
ASTRAZENECA,Médecin,RIGAUD DOMINIQUE,06/12/2013,Repas,€60,,
ASTRAZENECA,Médecin,RIGAUD DOMINIQUE,06/12/2013,Transport,€53,,
ASTRAZENECA,Médecin,RIGAUD DOMINIQUE,07/12/2013,Transport,€87,,
ASTRAZENECA,Médecin,RIGAUD DOMINIQUE,06/12/2013,Transport,€129,,
ASTRAZENECA,Médecin,RIGAUD DOMINIQUE,06/12/2013,Hébergement,€185,,
ASTRAZENECA,Médecin,RIGAUD DOMINIQUE,07/12/2013,Repas,€43,,
ASTRAZENECA,Médecin,RIVAIL CLAUDE,17/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,RIVAIL CLAUDE,24/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,RIVAIL CLAUDE,22/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,RIVAIL CLAUDE,28/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,RIVAIL CLAUDE,19/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,ROY PIERRE ALAIN,15/07/2013,Repas,€43,,
ASTRAZENECA,Médecin,ROY PIERRE ALAIN,05/05/2014,Repas,€43,,
ASTRAZENECA,Médecin,SAUL DOREEN,20/02/2014,Repas,€57,,
ASTRAZENECA,Médecin,SAUL DOREEN,28/01/2014,Repas,€57,,
ASTRAZENECA,Médecin,SAUL DOREEN,25/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,SOLIGNAC FERNSTROM CATHERINE,12/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,STEIDEL JEROME,12/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,STIVALET PHILIPPE,01/04/2014,Repas,€57,,
ASTRAZENECA,Médecin,STIVALET PHILIPPE,18/03/2014,Repas,€57,,
ASTRAZENECA,Médecin,TRAMAILLE Sophie,16/01/2014,Repas,€23,,
ASTRAZENECA,Médecin,VAILLANT JEAN MICHEL,17/12/2013,Repas,€57,,
ASTRAZENECA,Médecin,VAILLANT JEAN MICHEL,22/10/2013,Repas,€57,,
ASTRAZENECA,Médecin,VAILLANT JEAN MICHEL,19/11/2013,Repas,€57,,
ASTRAZENECA,Médecin,VAILLANT JEAN MICHEL,24/09/2013,Repas,€57,,
ASTRAZENECA,Médecin,VANNESSON LAURE,15/07/2013,Repas,€43,,
