3M France,Chirurgien-dentiste,BAILLY THOMAS,29/10/2013,REPAS,€47,,
MEDEXACT,Médecin,ASKOUL WAHEED,05/07/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,BEDDA UNAL SAIDA,06/02/2014,Autre: [Enquête],€25,,
MEDEXACT,Médecin,CATHALA PATRICK,03/06/2013,Autre: [Enquête],€20,,
MEDEXACT,Médecin,DHORBANI MOUNIR,05/03/2013,Autre: [Enquête],€30,,
MEDEXACT,Médecin,EL BRAKS ROLAND,14/10/2013,Autre: [Enquête],€25,,
MEDEXACT,Médecin,LAGARDE FABRICE,28/11/2013,Autre: [Enquête],€15,,
MEDEXACT,Médecin,LEFEVRE CHRISTOPHE,08/03/2013,Autre: [Enquête],€30,,
MEDEXACT,Médecin,MAKOKO EMINENKOS LUC,20/01/2014,Autre: [Enquête],€26,,
MEDEXACT,Médecin,NICOLA WALID,25/01/2013,Autre: [Enquête],€15,,
MEDEXACT,Médecin,PERRIN FRANCOIS,21/05/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,POPA RADU,06/02/2014,Autre: [Enquête],€26,,
MEDEXACT,Médecin,RATRIMOSON RAZAFY ANDRIAMIHOAT TIANA HERILAZA,07/01/2013,Autre: [Enquête],€16,,
MEDEXACT,Médecin,ROUMANI JAWAD,16/06/2014,Autre: [Enquête],€25,,
MEDITOR,Médecin,AMARA BRAHIM,15/04/2014,REPAS,€29,,
MEDITOR,Médecin,AMARA BRAHIM,13/05/2013,REPAS,€21,,
MEDITOR,Médecin,COSTEL GHANIA,22/04/2013,REPAS,€25,,
MEDTRONIC France S.A.S,Médecin,BENIA KAMEL,18/06/2014,INSCRIPTION,€818,,
MEDTRONIC France S.A.S,Médecin,BENIA KAMEL,18/06/2014,HEBERGEMENT,€212,,
MEDTRONIC France S.A.S,Médecin,BENIA KAMEL,19/06/2014,HEBERGEMENT,€212,,
MEDTRONIC France S.A.S,Médecin,BENIA KAMEL,18/06/2014,TRANSPORT,€374,,
MEDTRONIC France S.A.S,Médecin,MEUNIER BERTRAND,21/11/2013,HEBERGEMENT,€117,,
MEDTRONIC France S.A.S,Médecin,MEUNIER BERTRAND,21/11/2013,REPAS,€55,,
MEDTRONIC France S.A.S,Médecin,MEUNIER BERTRAND,21/11/2013,HOSPITALITE,€45,,
MEDTRONIC France S.A.S,Médecin,MEUNIER BERTRAND,21/11/2013,TRANSPORT,€362,,
MEDTRONIC France S.A.S,Médecin,MEUNIER BERTRAND,21/11/2013,REPAS,€52,,
MEDTRONIC France S.A.S,Médecin,PACAN RADOSLAW,21/11/2013,TRANSPORT,€60,,
MEDTRONIC France S.A.S,Médecin,PACAN RADOSLAW,21/11/2013,AUTRE:[FRAIS D'INSCRIPTION],€220,,
MENARINI FRANCE,Médecin,BENAICHA TAYEB,15/05/2014,Autre : [Restauration],€60,,
MENARINI FRANCE,Médecin,BENAICHA TAYEB,07/11/2013,REPAS,€58,,
MENARINI FRANCE,Médecin,BIGNOUMBA MARIE CLAUDINE,07/11/2013,REPAS,€58,,
MENARINI FRANCE,Médecin,CATHALA PATRICK,15/05/2014,Autre : [Restauration],€60,,
MENARINI FRANCE,Médecin,ESSAKO GEORGES,07/11/2013,REPAS,€58,,
MENARINI FRANCE,Médecin,GHARBI NOUREDDINE,15/05/2014,Autre : [Restauration],€59,,
MENARINI FRANCE,Médecin,MANIUC VALERIU,07/11/2013,REPAS,€58,,
MENARINI FRANCE,Médecin,MANIUC VALERIU,15/05/2014,Autre : [Restauration],€60,,
MENARINI FRANCE,Médecin,MEDDAH DJAMEL,29/11/2013,AUTRE : RNT,€21,,
MENARINI FRANCE,Médecin,MEDDAH DJAMEL,05/02/2014,Autre : [Restauration],€29,,
MENARINI FRANCE,Médecin,MEDDAH DJAMEL,11/12/2013,AUTRE : RNT,€24,,
MENARINI FRANCE,Médecin,PERRIN FRANCOIS,30/01/2014,Autre : [Restauration],€58,,
MENARINI FRANCE,Médecin,ZEMMOURA MOURAD,15/05/2014,Autre : [Restauration],€60,,
MERCK SERONO,Médecin,ANDRIAMIHAJA HONORAT,13/06/2014,REPAS,€35,,
MERCK SERONO,Médecin,LEHNERT AGNES,13/01/2014,TRANSPORT,€251,,
MERCK SERONO,Médecin,MESSAOUDI SAMAR,13/06/2014,REPAS,€35,,
MERCK SERONO,Médecin,PARAISO DESIRE,13/06/2014,REPAS,€35,,
MERCK SERONO,Médecin,VILAIN CHRISTIAN,13/06/2014,REPAS,€35,,
MSD France,Infirmier,ORTIZ SANDRINE,06/04/2012,HOSPITALITE,€74,,
MSD France,Médecin,BARRE BRUNO,20/03/2014,TRANSPORT,€62,,
MSD France,Médecin,BARRE BRUNO,20/03/2014,HÉBERGEMENT,€440,,
MSD France,Médecin,BENAZZOUZ ABDELHACK PACO,13/09/2013,HOSPITALITÉ,€312,,
MSD France,Médecin,BENAZZOUZ ABDELHACK PACO,10/10/2013,REPAS,€45,,
MSD France,Médecin,BENAZZOUZ ABDELHACK PACO,29/05/2013,HOSPITALITÉ,€60,,
MSD France,Médecin,CATHALA PATRICK,19/04/2012,HOSPITALITE,€53,,
MSD France,Médecin,CERF BARON ISABELLE,14/11/2013,REPAS,€23,,
MSD France,Médecin,CHEVREAUD LIONEL,28/03/2012,HOSPITALITE,€60,,
MSD France,Médecin,CIOFU PITEA ALINA DOINA,02/04/2012,REPAS,€17,,
MSD France,Médecin,DEMONDION LOUIS,09/10/2013,REPAS,€17,,
MSD France,Médecin,DE OLIVEIRA JOSE,31/05/2012,HOSPITALITE,€58,,
MSD France,Médecin,EL BRAKS ROLAND,23/05/2014,TRANSPORT,€86,,
MSD France,Médecin,EL BRAKS ROLAND,24/05/2014,REPAS,€60,,
MSD France,Médecin,EL BRAKS ROLAND,23/05/2014,REPAS,€60,,
MSD France,Médecin,EL BRAKS ROLAND,23/05/2014,HÉBERGEMENT,€230,,
MSD France,Médecin,EL GHELBAZOURI FOUAD,19/04/2012,HOSPITALITE,€53,,
MSD France,Médecin,ESSAKO GEORGES,14/06/2012,HOSPITALITE,€60,,
MSD France,Médecin,FILIPPI MARIE,02/04/2012,REPAS,€17,,
MSD France,Médecin,FOURTILLAN EMILIE,30/03/2012,HOSPITALITE,€60,,
MSD France,Médecin,GRUSS RICHARD,14/11/2013,HOSPITALITE,€743,,
MSD France,Médecin,HERNANDEZ MORIN NELLY,02/04/2012,REPAS,€17,,
MSD France,Médecin,JAUZION DABOUY ANNE LAURE,15/05/2014,REPAS,€57,,
MSD France,Médecin,LACAILLE JAUVIS MORGANE,19/11/2013,REPAS,€55,,
MSD France,Médecin,LACAILLE JAUVIS MORGANE,19/11/2013,REPAS,€55,,
MSD France,Médecin,LAGARDE FABRICE,02/10/2013,REPAS,€53,,
MSD France,Médecin,LAGARDE FABRICE,02/04/2012,REPAS,€17,,
MSD France,Médecin,LA TORRE IRAM,02/04/2014,REPAS,€47,,
MSD France,Médecin,LA TORRE IRAM,21/11/2013,REPAS,€30,,
MSD France,Médecin,LA TORRE IRAM,02/04/2014,TRANSPORT,€62,,
MSD France,Médecin,LA TORRE IRAM,02/04/2014,REPAS,€60,,
MSD France,Médecin,LA TORRE IRAM,02/04/2014,HÉBERGEMENT,€150,,
MSD France,Médecin,LEHNERT FRANCK,27/07/2012,REPAS,€20,,
MSD France,Médecin,LEHNERT FRANCK,24/09/2012,REPAS,€20,,
MSD France,Médecin,MANIUC LILIANA,02/04/2012,REPAS,€17,,
MSD France,Médecin,MEDDAH DJAMEL,20/07/2012,REPAS,€17,,
MSD France,Médecin,MEDDAH DJAMEL,12/03/2012,REPAS,€20,,
MSD France,Médecin,MIMOUN ALBERT,31/05/2012,HOSPITALITE,€58,,
MSD France,Médecin,MIMOUN ALBERT,19/04/2012,HOSPITALITE,€53,,
MSD France,Médecin,PASSET LAURENT,02/04/2012,REPAS,€17,,
MSD France,Médecin,PERRIN FRANCOIS,31/05/2012,HOSPITALITE,€58,,
MSD France,Médecin,POUSSON AUDREY,11/10/2013,REPAS,€15,,
MSD France,Médecin,POUSSON AUDREY,02/04/2012,REPAS,€17,,
MSD France,Médecin,RATRIMOSON ODILE,02/04/2012,REPAS,€17,,
MSD France,Médecin,SERBAN ANDREEA,02/04/2012,REPAS,€17,,
MSD France,Médecin,SERBAN ANDREEA,29/11/2013,HOSPITALITÉ,€210,,
MSD France,Médecin,VILLOING NOEMIE,02/04/2012,REPAS,€17,,
MSD France,Médecin,ZEMMOURA MOURAD,31/05/2012,HOSPITALITE,€58,,
MSD France,Médecin,ZEMMOURA MOURAD,19/04/2012,HOSPITALITE,€53,,
MSD France,Pharmacien,BOULBEN ROMAIN,16/10/2012,HOSPITALITE,€60,,
MSD France,Pharmacien,EL ALI AMINA,13/11/2012,HOSPITALITE,€50,,
MUNDIPHARMA,Infirmier,BARNIER MARIE CHRISTINE,15/10/2013,REPAS,€26,,
MUNDIPHARMA,Infirmier,COUSIN JOCELYNE,15/10/2013,REPAS,€26,,
MUNDIPHARMA,Infirmier,LEROY MARTINE,15/10/2013,REPAS,€26,,
MUNDIPHARMA,Infirmier,MINOST ISABELLE,15/10/2013,REPAS,€26,,
MUNDIPHARMA,Infirmier,VERBEKE VERONIQUE,15/10/2013,REPAS,€26,,
MUNDIPHARMA,Médecin,ARMESSEN GOUJOUT CATHERINE,11/03/2014,REPAS,€40,,
MUNDIPHARMA,Médecin,ASKOUL WAHEED,15/10/2013,REPAS,€26,,
MUNDIPHARMA,Médecin,FILIPPI MARIE,15/10/2013,REPAS,€26,,
MUNDIPHARMA,Médecin,HANSEN PATRICK,11/03/2014,REPAS,€40,,
MUNDIPHARMA,Médecin,HANSEN PATRICK,24/09/2013,HOSPITALITE,€49,,
MUNDIPHARMA,Médecin,HANSEN PATRICK,23/04/2013,HOSPITALITE REUNION PROFESSIONNELLE,€35,,
MUNDIPHARMA,Médecin,LE MINH VIEM HENRI,23/04/2013,HOSPITALITE REUNION PROFESSIONNELLE,€35,,
MUNDIPHARMA,Médecin,PINSON MICHEL,11/03/2014,REPAS,€40,,
MUNDIPHARMA,Médecin,PINSON MICHEL,23/04/2013,HOSPITALITE REUNION PROFESSIONNELLE,€35,,
MUNDIPHARMA,Médecin,PINSON MICHEL,24/09/2013,HOSPITALITE,€49,,
MUNDIPHARMA,Médecin,PINSON MICHEL,05/09/2013,REPAS,€16,,
MUNDIPHARMA,Médecin,POPA MARIE,23/04/2013,HOSPITALITE REUNION PROFESSIONNELLE,€35,,
MUNDIPHARMA,Médecin,POPA MARIE,24/09/2013,HOSPITALITE,€49,,
MUNDIPHARMA,Médecin,POPELIN NGALA NGUIA MARIE PAULE,22/11/2013,HOSPITALITE,€240,,
MUNDIPHARMA,Médecin,SORS MIREUX ISABELLE,23/04/2013,HOSPITALITE REUNION PROFESSIONNELLE,€35,,
MUNDIPHARMA,Médecin,SORS MIREUX ISABELLE,24/09/2013,HOSPITALITE,€49,,
MUNDIPHARMA,Médecin,SORS MIREUX ISABELLE,15/10/2013,REPAS,€26,,
MUNDIPHARMA,Médecin,TEMPLIER PHILIPPE,24/09/2013,HOSPITALITE,€49,,
MUNDIPHARMA,Médecin,TEMPLIER PHILIPPE,23/04/2013,HOSPITALITE REUNION PROFESSIONNELLE,€35,,
MUNDIPHARMA,Pharmacien,LEMESLE FLORENCE,15/10/2013,REPAS,€26,,
MYLAN SAS,Pharmacien,PELLOUX MARIE ODILE,24/04/2014,REPAS,€50,,
MYLAN SAS,Pharmacien,PHILIPPON CHARLOTTE,24/04/2014,REPAS,€50,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BARCELO CATHERINE,24/04/2014,REPAS,€50,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DEVOS CHRISTIANE,19/12/2013,REPAS,€24,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LAILLET ALINE,19/12/2013,REPAS,€24,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MARCELLOT CHRISTINE,19/12/2013,REPAS,€24,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MARTIN GILLES,24/04/2014,REPAS,€50,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,POINLANE SHONY,24/04/2014,REPAS,€50,,
NORGINE PHARMA,Médecin,EL BRAKS ROLAND,05/04/2014,RESTAURATION,€15,,
NORGINE PHARMA,Médecin,EL BRAKS ROLAND,05/04/2014,HÉBERGEMENT,€177,,
NORGINE PHARMA,Médecin,EL BRAKS ROLAND,05/04/2014,RESTAURATION,€56,,
NOVARTIS PHARMA SAS,Infirmier,CATTAN MARIE PIERRE,19/09/2013,Autre : [Hospitalité Evenement Scientifique],€27,,
NOVARTIS PHARMA SAS,Médecin,AKAD SEMRA,19/09/2013,Autre : [Hospitalité Evenement Scientifique],€27,,
NOVARTIS PHARMA SAS,Médecin,ANDRIAMIHAJA HONORAT,10/01/2014,Repas,€65,,
NOVARTIS PHARMA SAS,Médecin,ASKOUL WAHEED,19/09/2013,Autre : [Hospitalité Evenement Scientifique],€27,,
NOVARTIS PHARMA SAS,Médecin,CHANU BULA BRIGITTE,19/09/2013,Autre : [Hospitalité Evenement Scientifique],€27,,
NOVARTIS PHARMA SAS,Médecin,CHEMIN LIUBOV,19/09/2013,Autre : [Hospitalité Evenement Scientifique],€27,,
NOVARTIS PHARMA SAS,Médecin,CIOFU PITEA ALINA DOINA,02/06/2014,Autre : [Participation Evenement Scientifique],€20,,
NOVARTIS PHARMA SAS,Médecin,CIOFU PITEA ALINA DOINA,07/01/2014,Repas,€16,,
NOVARTIS PHARMA SAS,Médecin,DE OLIVEIRA JOSE,29/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,DURAND MANGARD FREDERIQUE,05/11/2013,Repas,€32,,
NOVARTIS PHARMA SAS,Médecin,EL BRAKS ROLAND,20/03/2014,Autre : [Inscription Evenement Scientifique],€460,,
NOVARTIS PHARMA SAS,Médecin,EL BRAKS ROLAND,20/03/2014,Hébergement,€567,,
NOVARTIS PHARMA SAS,Médecin,EL BRAKS ROLAND,20/03/2014,Autre : [Participation Evenement Scientifique],€120,,
NOVARTIS PHARMA SAS,Médecin,EL BRAKS ROLAND,27/09/2013,Hébergement,"€1,320",,
NOVARTIS PHARMA SAS,Médecin,FILIPPI MARIE,02/06/2014,Autre : [Participation Evenement Scientifique],€20,,
NOVARTIS PHARMA SAS,Médecin,GOITA LAMINE,23/01/2014,Repas,€152,,
NOVARTIS PHARMA SAS,Médecin,GOITA LAMINE,23/01/2014,Repas,€152,,
NOVARTIS PHARMA SAS,Médecin,HANSEN PATRICK,23/01/2014,Hébergement,€138,,
NOVARTIS PHARMA SAS,Médecin,HANSEN PATRICK,23/01/2014,Repas,€152,,
NOVARTIS PHARMA SAS,Médecin,HERNANDEZ MORIN NELLY,02/06/2014,Autre : [Participation Evenement Scientifique],€20,,
NOVARTIS PHARMA SAS,Médecin,HOOCK JACQUES,19/09/2013,Autre : [Hospitalité Evenement Scientifique],€27,,
NOVARTIS PHARMA SAS,Médecin,LAGARDE FABRICE,02/06/2014,Autre : [Participation Evenement Scientifique],€20,,
NOVARTIS PHARMA SAS,Médecin,LASSELIN KARINE,23/01/2014,Hébergement,€138,,
NOVARTIS PHARMA SAS,Médecin,LASSELIN KARINE,23/01/2014,Repas,€152,,
NOVARTIS PHARMA SAS,Médecin,LEGUEUL JEAN CLAUDE,19/09/2013,Autre : [Hospitalité Evenement Scientifique],€27,,
NOVARTIS PHARMA SAS,Médecin,MADEUF ERIC,19/09/2013,Autre : [Hospitalité Evenement Scientifique],€27,,
NOVARTIS PHARMA SAS,Médecin,MEBROUKINE LIES,23/10/2013,Autre : [Inscription Evenement Scientifique],€510,,
NOVARTIS PHARMA SAS,Médecin,MEBROUKINE LIES,23/10/2013,Hébergement,€420,,
NOVARTIS PHARMA SAS,Médecin,MEBROUKINE LIES,23/10/2013,Repas,€120,,
NOVARTIS PHARMA SAS,Médecin,MEBROUKINE LIES,23/10/2013,Transport,€222,,
NOVARTIS PHARMA SAS,Médecin,MEBROUKINE LIES,23/10/2013,Autre : [Participation Evenement Scientifique],€140,,
NOVARTIS PHARMA SAS,Médecin,MEBROUKINE LIES,19/09/2013,Autre : [Hospitalité Evenement Scientifique],€27,,
NOVARTIS PHARMA SAS,Médecin,MIANGOUILA HERMANN,02/06/2014,Autre : [Participation Evenement Scientifique],€20,,
NOVARTIS PHARMA SAS,Médecin,MIMOUN ALBERT,29/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,NAHMIAS SALOMON,17/10/2013,Repas,€36,,
NOVARTIS PHARMA SAS,Médecin,NAHMIAS SALOMON,06/06/2014,Repas,€43,,
NOVARTIS PHARMA SAS,Médecin,NAHMIAS SALOMON,17/10/2013,Repas,€36,,
NOVARTIS PHARMA SAS,Médecin,OUBRAHAM MEBROUKINE HASSIBA,16/06/2014,Autre : [Participation Evenement Scientifique],€48,,
NOVARTIS PHARMA SAS,Médecin,OUBRAHAM MEBROUKINE HASSIBA,26/09/2013,Autre : [Inscription Evenement Scientifique],€476,,
NOVARTIS PHARMA SAS,Médecin,OUBRAHAM MEBROUKINE HASSIBA,08/09/2013,Autre : [Inscription Evenement Scientifique],€260,,
NOVARTIS PHARMA SAS,Médecin,OUBRAHAM MEBROUKINE HASSIBA,26/09/2013,Hébergement,€756,,
NOVARTIS PHARMA SAS,Médecin,OUBRAHAM MEBROUKINE HASSIBA,08/09/2013,Hébergement,€211,,
NOVARTIS PHARMA SAS,Médecin,OUBRAHAM MEBROUKINE HASSIBA,26/09/2013,Repas,€181,,
NOVARTIS PHARMA SAS,Médecin,OUBRAHAM MEBROUKINE HASSIBA,08/09/2013,Repas,€60,,
NOVARTIS PHARMA SAS,Médecin,OUBRAHAM MEBROUKINE HASSIBA,26/09/2013,Transport,€593,,
NOVARTIS PHARMA SAS,Médecin,OUBRAHAM MEBROUKINE HASSIBA,08/09/2013,Transport,€30,,
NOVARTIS PHARMA SAS,Médecin,OUBRAHAM MEBROUKINE HASSIBA,26/09/2013,Autre : [Participation Evenement Scientifique],€473,,
NOVARTIS PHARMA SAS,Médecin,OUBRAHAM MEBROUKINE HASSIBA,15/03/2014,Autre : [Formation],"€2,000",,
NOVARTIS PHARMA SAS,Médecin,OUBRAHAM MEBROUKINE HASSIBA,15/03/2014,Autre : [Participation Evenement Scientifique],€860,,
NOVARTIS PHARMA SAS,Médecin,OUBRAHAM MEBROUKINE HASSIBA,30/01/2014,Autre : [Inscription Evenement Scientifique],€180,,
NOVARTIS PHARMA SAS,Médecin,OUBRAHAM MEBROUKINE HASSIBA,26/06/2014,Hébergement,€186,,
NOVARTIS PHARMA SAS,Médecin,OUBRAHAM MEBROUKINE HASSIBA,26/06/2014,Repas,€59,,
NOVARTIS PHARMA SAS,Médecin,OUBRAHAM MEBROUKINE HASSIBA,16/01/2014,Repas,€71,,
NOVARTIS PHARMA SAS,Médecin,PERRIN FRANCOIS,29/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,PINSON MICHEL,12/06/2014,Repas,€41,,
NOVARTIS PHARMA SAS,Médecin,PINSON MICHEL,17/10/2013,Repas,€36,,
NOVARTIS PHARMA SAS,Médecin,PINSON MICHEL,06/06/2014,Repas,€43,,
NOVARTIS PHARMA SAS,Médecin,PINSON MICHEL,12/06/2014,Repas,€41,,
NOVARTIS PHARMA SAS,Médecin,POCQUET MARIE CLAUDE,23/01/2014,Hébergement,€138,,
NOVARTIS PHARMA SAS,Médecin,POCQUET MARIE CLAUDE,23/01/2014,Repas,€152,,
NOVARTIS PHARMA SAS,Médecin,POCQUET MARIE CLAUDE,04/06/2014,Autre : [Participation Evenement Scientifique],€21,,
NOVARTIS PHARMA SAS,Médecin,POCQUET MARIE CLAUDE,23/01/2014,Transport,€27,,
NOVARTIS PHARMA SAS,Médecin,RAMIANDRASOA EUGENE,02/06/2014,Autre : [Participation Evenement Scientifique],€20,,
NOVARTIS PHARMA SAS,Médecin,RAMIANDRASOA EUGENE,03/12/2013,Autre : [Hospitalité Evenement Scientifique],€45,,
NOVARTIS PHARMA SAS,Médecin,SALEH TAMMAM,20/03/2014,Repas,€60,,
NOVARTIS PHARMA SAS,Médecin,SALEH TAMMAM,20/03/2014,Hébergement,€440,,
NOVARTIS PHARMA SAS,Médecin,SALEH TAMMAM,20/03/2014,Transport,€10,,
NOVARTIS PHARMA SAS,Médecin,SALEH TAMMAM,20/03/2014,Autre : [Participation Evenement Scientifique],€102,,
NOVARTIS PHARMA SAS,Médecin,SCHILL HUBERT,19/09/2013,Autre : [Hospitalité Evenement Scientifique],€27,,
NOVARTIS PHARMA SAS,Médecin,SERBAN ANDREEA,28/03/2014,Hébergement,€197,,
NOVARTIS PHARMA SAS,Médecin,SERBAN ANDREEA,28/03/2014,Transport,€66,,
NOVARTIS PHARMA SAS,Médecin,SERBAN ANDREEA,02/06/2014,Autre : [Participation Evenement Scientifique],€20,,
NOVARTIS PHARMA SAS,Médecin,SERBAN ANDREEA,28/03/2014,Repas,€67,,
NOVARTIS PHARMA SAS,Médecin,SORS MIREUX ISABELLE,11/06/2014,Hébergement,€450,,
NOVARTIS PHARMA SAS,Médecin,SORS MIREUX ISABELLE,26/09/2013,Repas,€16,,
NOVARTIS PHARMA SAS,Médecin,SORS MIREUX ISABELLE,15/11/2013,Repas,€22,,
NOVARTIS PHARMA SAS,Médecin,SORS MIREUX ISABELLE,15/11/2013,Repas,€22,,
NOVARTIS PHARMA SAS,Médecin,SORS MIREUX ISABELLE,11/06/2014,Hébergement,€450,,
NOVARTIS PHARMA SAS,Médecin,SORS MIREUX ISABELLE,28/03/2014,Repas,€25,,
NOVARTIS PHARMA SAS,Médecin,VILAIN CHRISTIAN,10/01/2014,Repas,€65,,
NOVARTIS PHARMA SAS,Médecin,VILAIN CHRISTIAN,26/03/2014,Repas,€28,,
NOVARTIS PHARMA SAS,Médecin,VILAIN CHRISTIAN,26/03/2014,Autre : [Inscription Evenement Scientifique],€140,,
NOVARTIS PHARMA SAS,Médecin,VILAIN CHRISTIAN,26/03/2014,Transport,€96,,
NOVARTIS PHARMA SAS,Pharmacien,BENOIST FRANCOISE,05/06/2014,Autre : [Participation Evenement Scientifique],€46,,
NOVARTIS PHARMA SAS,Pharmacien,CHANDESRIS CHRISTINE,05/06/2014,Autre : [Participation Evenement Scientifique],€46,,
NOVARTIS PHARMA SAS,Pharmacien,MADRE FRANCOISE,05/06/2014,Autre : [Participation Evenement Scientifique],€46,,
NOVO NORDISK,Diététicien,OMONT STEPHANIE,09/09/2013,REPAS,€25,,
NOVO NORDISK,Diététicien,THIBAULT CECILE,09/09/2013,REPAS,€25,,
NOVO NORDISK,Infirmier,BARNIER MARIE CHRISTINE,19/12/2013,REPAS,€33,,
NOVO NORDISK,Infirmier,BARRAT SYLVIE,19/12/2013,REPAS,€33,,
NOVO NORDISK,Infirmier,BENIA CAROLE,09/09/2013,REPAS,€25,,
NOVO NORDISK,Infirmier,BRINON MARIE CHRISTINE,06/12/2013,REPAS,€38,,
NOVO NORDISK,Infirmier,CAPODAESI EMMANUELLE,18/03/2014,REPAS,€40,,
NOVO NORDISK,Infirmier,CORTIER LAURENCE,19/12/2013,REPAS,€33,,
NOVO NORDISK,Infirmier,CORTIER LAURENCE,18/03/2014,REPAS,€10,,
NOVO NORDISK,Infirmier,GILET CATHERINE,19/12/2013,REPAS,€33,,
NOVO NORDISK,Infirmier,GILET CATHERINE,19/12/2013,REPAS,€33,,
NOVO NORDISK,Infirmier,GUELLAF PASCALE,17/04/2014,REPAS,€39,,
NOVO NORDISK,Infirmier,HARRY VALERIE,06/12/2013,REPAS,€38,,
NOVO NORDISK,Infirmier,HARRY VALERIE,09/04/2014,REPAS,€56,,
NOVO NORDISK,Infirmier,LEBEAU MELODY,28/11/2013,REPAS,€23,,
NOVO NORDISK,Infirmier,LEBEAU MELODY,18/03/2014,REPAS,€40,,
NOVO NORDISK,Infirmier,MALEYX DOMINIQUE,28/11/2013,REPAS,€23,,
NOVO NORDISK,Infirmier,MARTIN AUDREY,19/12/2013,REPAS,€33,,
NOVO NORDISK,Infirmier,MARY KARINE,18/03/2014,REPAS,€40,,
NOVO NORDISK,Infirmier,MARY KARINE,28/11/2013,REPAS,€23,,
NOVO NORDISK,Infirmier,MOHR VANESSA,17/04/2014,REPAS,€39,,
NOVO NORDISK,Infirmier,MONTOUT GLADYS,18/03/2014,REPAS,€10,,
NOVO NORDISK,Infirmier,ROBERT FANNY,19/12/2013,REPAS,€33,,
NOVO NORDISK,Infirmier,ROBERT FANNY,17/04/2014,REPAS,€39,,
NOVO NORDISK,Infirmier,ROBERT FANNY,14/10/2013,REPAS,€35,,
NOVO NORDISK,Infirmier,SCUBLA AMELIE,17/04/2014,REPAS,€39,,
NOVO NORDISK,Infirmier,SCUBLA AMELIE,19/12/2013,REPAS,€33,,
NOVO NORDISK,Infirmier,SCUBLA AMELIE,18/03/2014,REPAS,€10,,
NOVO NORDISK,Médecin,CERF BARON ISABELLE,16/09/2013,REPAS,€24,,
NOVO NORDISK,Médecin,CIOFU PITEA ALINA DOINA,27/01/2014,REPAS,€39,,
NOVO NORDISK,Médecin,CIOFU PITEA ALINA DOINA,02/12/2013,REPAS,€51,,
NOVO NORDISK,Médecin,CIOFU PITEA ALINA DOINA,11/04/2014,REPAS,€39,,
NOVO NORDISK,Médecin,CIOFU PITEA ALINA DOINA,07/03/2014,REPAS,€39,,
NOVO NORDISK,Médecin,CIOFU PITEA ALINA DOINA,27/01/2014,REPAS,€39,,
NOVO NORDISK,Médecin,EL BRAKS ROLAND,18/03/2014,REPAS,€10,,
NOVO NORDISK,Médecin,FILIPPI MARIE,14/10/2013,REPAS,€35,,
NOVO NORDISK,Médecin,FILIPPI MARIE,17/06/2014,REPAS,€49,,
NOVO NORDISK,Médecin,FILIPPI MARIE,19/12/2013,REPAS,€33,,
NOVO NORDISK,Médecin,FILIPPI MARIE,17/04/2014,REPAS,€39,,
NOVO NORDISK,Médecin,FILIPPI MARIE,09/09/2013,REPAS,€25,,
NOVO NORDISK,Médecin,HERNANDEZ MORIN NELLY,27/01/2014,REPAS,€39,,
NOVO NORDISK,Médecin,HERNANDEZ MORIN NELLY,07/03/2014,REPAS,€39,,
NOVO NORDISK,Médecin,HERNANDEZ MORIN NELLY,15/05/2014,REPAS,€28,,
NOVO NORDISK,Médecin,HERNANDEZ MORIN NELLY,17/04/2014,REPAS,€39,,
NOVO NORDISK,Médecin,HERNANDEZ MORIN NELLY,11/04/2014,REPAS,€39,,
NOVO NORDISK,Médecin,HERNANDEZ MORIN NELLY,14/10/2013,REPAS,€35,,
NOVO NORDISK,Médecin,HERNANDEZ MORIN NELLY,17/06/2014,REPAS,€49,,
NOVO NORDISK,Médecin,HERNANDEZ MORIN NELLY,17/10/2013,REPAS,€29,,
NOVO NORDISK,Médecin,HERNANDEZ MORIN NELLY,02/10/2013,REPAS,€68,,
NOVO NORDISK,Médecin,HERNANDEZ MORIN NELLY,02/10/2013,INSCRIPTION,€400,,
NOVO NORDISK,Médecin,HERNANDEZ MORIN NELLY,27/01/2014,REPAS,€39,,
NOVO NORDISK,Médecin,HERNANDEZ MORIN NELLY,07/03/2014,REPAS,€39,,
NOVO NORDISK,Médecin,HERNANDEZ MORIN NELLY,14/10/2013,REPAS,€35,,
NOVO NORDISK,Médecin,HERNANDEZ MORIN NELLY,17/10/2013,REPAS,€29,,
NOVO NORDISK,Médecin,HERNANDEZ MORIN NELLY,02/10/2013,INSCRIPTION,€400,,
