3M France,Chirurgien-dentiste,KODJIKIAN SANDRINE,10/04/2014,REPAS,€68,,
MENICON SAS,Opticien-lunetier,BICKERT KEVIN,16/07/2013,AUTRE : REUNION THEMATIQUE AVEC REPAS,€28,,
MENICON SAS,Opticien-lunetier,CORTO JEAN-PAUL,16/07/2013,AUTRE : REUNION THEMATIQUE AVEC REPAS,€28,,
MENICON SAS,Opticien-lunetier,GANIMETTE SACIPI,16/07/2013,AUTRE : REUNION THEMATIQUE AVEC REPAS,€28,,
MENICON SAS,Opticien-lunetier,GUIOLLOT INES,16/07/2013,AUTRE : REUNION THEMATIQUE AVEC REPAS,€28,,
MENICON SAS,Opticien-lunetier,ZOLA JOSEPH,16/07/2013,AUTRE : REUNION THEMATIQUE AVEC REPAS,€28,,
MERCK SERONO,Médecin,BORGEL FLORENT,29/11/2013,HÉBERGEMENT,€210,,
MERCK SERONO,Médecin,BORGEL FLORENT,14/12/2013,REPAS,€56,,
MERCK SERONO,Médecin,BORGEL FLORENT,14/12/2013,HÉBERGEMENT,€205,,
MERCK SERONO,Médecin,BORGEL FLORENT,29/11/2013,REPAS,€45,,
MERCK SERONO,Médecin,BORGEL FLORENT,29/11/2013,REPAS,€55,,
MERCK SERONO,Médecin,BORGEL FLORENT,14/12/2013,HÉBERGEMENT,€205,,
MERCK SERONO,Médecin,BORGEL FLORENT,14/12/2013,HÉBERGEMENT,€205,,
MERCK SERONO,Médecin,BORGEL FLORENT,14/12/2013,TRANSPORT,€12,,
MERCK SERONO,Médecin,BORGEL FLORENT,14/12/2013,HÉBERGEMENT,€205,,
MERCK SERONO,Médecin,BORGEL FLORENT,14/12/2013,INVITATIONS,€50,,
MERCK SERONO,Médecin,BORGEL FLORENT,14/12/2013,REPAS,€52,,
MERCK SERONO,Médecin,BORGEL FLORENT,14/12/2013,REPAS,€55,,
MERCK SERONO,Médecin,BORGEL FLORENT,14/12/2013,REPAS,€12,,
MERCK SERONO,Médecin,BORGEL FLORENT,09/01/2014,REPAS,€52,,
MERCK SERONO,Médecin,GAVEND DELESTRAS ISABELLE,12/12/2013,REPAS,€50,,
MERCK SERONO,Médecin,GAVEND DELESTRAS ISABELLE,12/12/2013,REPAS,€10,,
MERCK SERONO,Médecin,JAMET ALAIN,19/07/2013,REPAS,€50,,
Molnlycke Health Care,Infirmier,PACCHIOLI VEYRON FRANCOISE,15/01/2014,CADEAUX,€40,,
Molnlycke Health Care,Médecin,BESSON CHRISTOPHE,17/12/2013,INVITATIONS,€22,,
Molnlycke Health Care,Médecin,TOURNE YVES,17/12/2013,INVITATIONS,€22,,
MSD France,Médecin,ALLAMANNO JEAN PIERRE,19/03/2013,HOSPITALITE,€90,,
MSD France,Médecin,ALLAMANNO JEAN PIERRE,04/06/2013,HOSPITALITE,€80,,
MSD France,Médecin,BARJHOUX AURELIE,02/10/2012,HOSPITALITE,€55,,
MSD France,Médecin,BARJHOUX AURELIE,25/10/2012,HOSPITALITE,€55,,
MSD France,Médecin,BRUN FRANCOIS,24/01/2014,REPAS,€44,,
MSD France,Médecin,BRUN FRANCOIS,24/05/2013,HOSPITALITÉ,€38,,
MSD France,Médecin,BRUN FRANCOIS,24/01/2014,REPAS,€44,,
MSD France,Médecin,BRUN FRANCOIS,04/04/2013,REPAS,€40,,
MSD France,Médecin,BRUN FRANCOIS,24/05/2013,HOSPITALITÉ,€38,,
MSD France,Médecin,BRUN FRANCOIS,15/02/2013,HOSPITALITÉ,€53,,
MSD France,Médecin,BRUN FRANCOIS,21/06/2012,REPAS,€40,,
MSD France,Médecin,CAILLIS MAGALI,26/04/2012,HOSPITALITE,€59,,
MSD France,Médecin,CESAR PIERRE,19/09/2013,REPAS,€50,,
MSD France,Médecin,CHABAUTY AUDREY,26/06/2014,REPAS,€41,,
MSD France,Médecin,CHABAUTY AUDREY,26/09/2013,REPAS,€60,,
MSD France,Médecin,CHABAUTY AUDREY,28/05/2013,HOSPITALITÉ,€55,,
MSD France,Médecin,CHABAUTY AUDREY,15/05/2014,REPAS,€60,,
MSD France,Médecin,CHAN THIERRY,04/10/2013,REPAS,€60,,
MSD France,Médecin,CHAN THIERRY,31/01/2012,REPAS,€53,,
MSD France,Médecin,CHAN THIERRY,24/01/2014,REPAS,€44,,
MSD France,Médecin,CHAN THIERRY,28/02/2014,REPAS,€40,,
MSD France,Médecin,CHAN THIERRY,24/05/2013,HOSPITALITÉ,€38,,
MSD France,Médecin,CHAN THIERRY,15/02/2013,HOSPITALITÉ,€53,,
MSD France,Médecin,DESSAINT JEAN MARIE,03/06/2014,REPAS,€62,,
MSD France,Médecin,DESSAINT JEAN MARIE,10/12/2013,REPAS,€43,,
MSD France,Médecin,FINKEL AURELIE,04/04/2014,REPAS,€34,,
MSD France,Médecin,FINKEL AURELIE,26/04/2012,HOSPITALITE,€59,,
MSD France,Médecin,FOUQUET JEAN CLAUDE,10/04/2014,REPAS,€60,,
MSD France,Médecin,GARREL ERIC,31/01/2012,REPAS,€53,,
MSD France,Médecin,GAVEND DELESTRAS ISABELLE,19/02/2013,HOSPITALITÉ,€25,,
MSD France,Médecin,GUIBERT BENEDICTE,21/03/2014,REPAS,€39,,
MSD France,Médecin,GUIBERT BENEDICTE,24/04/2012,HOSPITALITE,€50,,
MSD France,Médecin,GUIBERT BENEDICTE,13/02/2014,REPAS,€33,,
MSD France,Médecin,HERCELIN DAVID,08/02/2012,REPAS,€52,,
MSD France,Médecin,HERCELIN DAVID,05/06/2013,HOSPITALITÉ,€60,,
MSD France,Médecin,HERCELIN DAVID,19/09/2012,HOSPITALITE,€50,,
MSD France,Médecin,KAUFMAN ALAIN,17/10/2013,REPAS,€47,,
MSD France,Médecin,KAUFMAN ALAIN,03/06/2014,REPAS,€62,,
MSD France,Médecin,KUENTZ ROUSSEAUX MARTINE,02/10/2012,HOSPITALITE,€55,,
MSD France,Médecin,KUENTZ ROUSSEAUX MARTINE,10/05/2012,REPAS,€57,,
MSD France,Médecin,LOMPRE CHANTAL,10/05/2012,HOSPITALITE,€30,,
MSD France,Médecin,MANEGLIA HERVE,03/12/2013,REPAS,€60,,
MSD France,Médecin,MARION FRANCIS,28/11/2013,INSCRIPTION,€466,,
MSD France,Médecin,MARION FRANCIS,20/03/2012,HOSPITALITE,€55,,
MSD France,Médecin,MARION FRANCIS,27/11/2013,HOSPITALITÉ,€501,,
MSD France,Médecin,MINISCHETTI VINCENT,20/06/2014,REPAS,€21,,
MSD France,Médecin,MINISCHETTI VINCENT,20/06/2014,REPAS,€21,,
MSD France,Médecin,MINISCHETTI VINCENT,03/06/2014,REPAS,€62,,
MSD France,Médecin,MINISCHETTI VINCENT,27/02/2014,REPAS,€37,,
MSD France,Médecin,MINISCHETTI VINCENT,15/06/2012,REPAS,€37,,
MSD France,Médecin,MINISCHETTI VINCENT,05/07/2013,REPAS,€35,,
MSD France,Médecin,MINISCHETTI VINCENT,07/09/2012,REPAS,€30,,
MSD France,Médecin,MINISCHETTI VINCENT,10/05/2012,REPAS,€57,,
MSD France,Médecin,PAGE ERIC,03/12/2013,REPAS,€60,,
MSD France,Médecin,POLLAK MARTINE,19/02/2013,HOSPITALITÉ,€25,,
MSD France,Médecin,POLLAK MARTINE,16/04/2013,HOSPITALITÉ,€48,,
MSD France,Médecin,POLLAK MARTINE,31/05/2013,HOSPITALITÉ,€697,,
MSD France,Médecin,POLLAK MARTINE,27/11/2012,REPAS,€33,,
MSD France,Médecin,RAZAKABOAY MURIEL,28/06/2014,REPAS,€59,,
MSD France,Médecin,RAZAKABOAY MURIEL,05/06/2013,HOSPITALITÉ,€60,,
MSD France,Médecin,SAILLARD FABIENNE,26/04/2012,HOSPITALITE,€59,,
MSD France,Médecin,YEM SOKHOM ALAIN,19/03/2013,HOSPITALITE,€90,,
MSD France,Médecin,YEM TARANTINI A MARIE,20/03/2013,REPAS,€29,,
MSD France,Médecin,YEM TARANTINI A MARIE,02/10/2012,HOSPITALITE,€55,,
MSD France,Médecin,YEM TARANTINI A MARIE,10/05/2012,REPAS,€57,,
MSD France,Sage-femme,CRONIE CHRISTINE,16/04/2013,HOSPITALITÉ,€48,,
MSD France,Sage-femme,CRONIE CHRISTINE,31/05/2012,REPAS,€56,,
MUNDIPHARMA,Médecin,BRUN FRANCOIS,19/11/2013,REPAS,€40,,
MUNDIPHARMA,Médecin,BRUN FRANCOIS,31/01/2014,REPAS,€35,,
MUNDIPHARMA,Médecin,CHAN THIERRY,19/11/2013,REPAS,€40,,
MUNDIPHARMA,Médecin,DESSAINT JEAN MARIE,06/06/2013,HOSPITALITE REUNION PROFESSIONNELLE,€52,,
MUNDIPHARMA,Médecin,MINISCHETTI VINCENT,06/06/2013,HOSPITALITE REUNION PROFESSIONNELLE,€52,,
MUNDIPHARMA,Médecin,YEM TARANTINI A MARIE,21/08/2013,REPAS,€35,,
MYLAN SAS,Pharmacien,AMBERT EDOUARD,06/06/2014,REPAS,€16,,
MYLAN SAS,Pharmacien,DUBOIS CHABERT SANDRINE,15/05/2014,REPAS,€50,,
MYLAN SAS,Pharmacien,HERVE BRUNO,15/05/2014,REPAS,€50,,
MYLAN SAS,Pharmacien,MARCHAND CLEMENT,15/05/2014,REPAS,€50,,
MYLAN SAS,Pharmacien,VIAL CATHERINE,15/05/2014,REPAS,€50,,
NORDIC PHARMA SAS,Médecin,EYBERT BERARD JEAN,27/01/2014,Repas,€20,,
NORDIC PHARMA SAS,Médecin,FOURRIER EMMANUEL,23/06/2014,Repas,€16,,
NORDIC PHARMA SAS,Médecin,MONGE PIERRE,23/06/2014,Repas,€16,,
NORDIC PHARMA SAS,Médecin,POUPOT DENIS,23/06/2014,Repas,€16,,
NORDIC PHARMA SAS,Médecin,POUPOT DENIS,27/01/2014,Repas,€20,,
NORDIC PHARMA SAS,Médecin,TROPINI BERNARD,27/01/2014,Repas,€20,,
NOVARTIS PHARMA SAS,Infirmier,FRUMY FRANCOISE,14/12/2013,Repas,€74,,
NOVARTIS PHARMA SAS,Infirmier,FRUMY FRANCOISE,14/12/2013,Hébergement,€167,,
NOVARTIS PHARMA SAS,Médecin,ALLAMANNO JEAN PIERRE,27/11/2013,Repas,€42,,
NOVARTIS PHARMA SAS,Médecin,ALLAMANNO JEAN PIERRE,19/03/2014,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,ALLAMANNO JEAN PIERRE,19/05/2014,Repas,€30,,
NOVARTIS PHARMA SAS,Médecin,ALLAMANNO JEAN PIERRE,03/10/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,ALLAMANNO JEAN PIERRE,19/09/2013,Repas,€24,,
NOVARTIS PHARMA SAS,Médecin,ALLAMANNO JEAN PIERRE,03/12/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,ALLAMANNO JEAN PIERRE,05/02/2014,Repas,€45,,
NOVARTIS PHARMA SAS,Médecin,AZZOPARDI YVES,03/10/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,BORGEL FLORENT,11/04/2014,Repas,€65,,
NOVARTIS PHARMA SAS,Médecin,BORGEL FLORENT,11/04/2014,Hébergement,€125,,
NOVARTIS PHARMA SAS,Médecin,BORGEL FLORENT,15/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,BORGEL FLORENT,14/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,BOUTI HEDDI,04/07/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,BOYOUD GHIDOSSI CELINE,26/09/2013,Autre : [Hospitalité Evenement Scientifique],€33,,
NOVARTIS PHARMA SAS,Médecin,BRUN FRANCOIS,09/04/2014,Autre : [Participation Evenement Scientifique],€51,,
NOVARTIS PHARMA SAS,Médecin,BRUN FRANCOIS,16/04/2014,Autre : [Participation Evenement Scientifique],€36,,
NOVARTIS PHARMA SAS,Médecin,BRUN FRANCOIS,04/09/2013,Autre : [Hospitalité Evenement Scientifique],€40,,
NOVARTIS PHARMA SAS,Médecin,BRUN FRANCOIS,04/07/2013,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,CASTELMEZZANO ROGER,06/06/2014,Repas,€20,,
NOVARTIS PHARMA SAS,Médecin,CASTELMEZZANO ROGER,28/03/2014,Repas,€18,,
NOVARTIS PHARMA SAS,Médecin,CASTELMEZZANO ROGER,28/03/2014,Repas,€18,,
NOVARTIS PHARMA SAS,Médecin,CASTELMEZZANO ROGER,05/09/2013,Repas,€25,,
NOVARTIS PHARMA SAS,Médecin,CESAR PIERRE,01/10/2013,Repas,€25,,
NOVARTIS PHARMA SAS,Médecin,CESAR PIERRE,25/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,CESAR PIERRE,28/02/2014,Repas,€30,,
NOVARTIS PHARMA SAS,Médecin,CESAR PIERRE,05/07/2013,Repas,€26,,
NOVARTIS PHARMA SAS,Médecin,CESAR PIERRE,13/06/2014,Repas,€28,,
NOVARTIS PHARMA SAS,Médecin,CESAR PIERRE,03/10/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,CHAN THIERRY,16/04/2014,Autre : [Participation Evenement Scientifique],€36,,
NOVARTIS PHARMA SAS,Médecin,CHAN THIERRY,07/03/2014,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,CHAN THIERRY,04/09/2013,Autre : [Hospitalité Evenement Scientifique],€40,,
NOVARTIS PHARMA SAS,Médecin,CHAN THIERRY,09/04/2014,Autre : [Participation Evenement Scientifique],€51,,
NOVARTIS PHARMA SAS,Médecin,DEHER MURIEL,03/10/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,DELCROIX BRIGITTE,06/12/2013,Hébergement,€220,,
NOVARTIS PHARMA SAS,Médecin,DELCROIX BRIGITTE,25/02/2014,Autre : [Participation Evenement Scientifique],€52,,
NOVARTIS PHARMA SAS,Médecin,DELCROIX BRIGITTE,20/03/2014,Transport,€199,,
NOVARTIS PHARMA SAS,Médecin,DELCROIX BRIGITTE,20/03/2014,Repas,€60,,
NOVARTIS PHARMA SAS,Médecin,DELCROIX BRIGITTE,06/12/2013,Autre : [Inscription Evenement Scientifique],€200,,
NOVARTIS PHARMA SAS,Médecin,DELCROIX BRIGITTE,03/10/2013,Autre : [Hospitalité Evenement Scientifique],€46,,
NOVARTIS PHARMA SAS,Médecin,DELCROIX BRIGITTE,20/03/2014,Hébergement,€440,,
NOVARTIS PHARMA SAS,Médecin,DELCROIX BRIGITTE,20/03/2014,Transport,€199,,
NOVARTIS PHARMA SAS,Médecin,DELESTRAS CLAIRE MICHELE,20/03/2014,Transport,€199,,
NOVARTIS PHARMA SAS,Médecin,DELESTRAS CLAIRE MICHELE,06/12/2013,Autre : [Inscription Evenement Scientifique],€200,,
NOVARTIS PHARMA SAS,Médecin,DELESTRAS CLAIRE MICHELE,06/12/2013,Hébergement,€220,,
NOVARTIS PHARMA SAS,Médecin,DELESTRAS CLAIRE MICHELE,20/03/2014,Hébergement,€440,,
NOVARTIS PHARMA SAS,Médecin,DELESTRAS CLAIRE MICHELE,17/09/2013,Autre : [Hospitalité Evenement Scientifique],€52,,
NOVARTIS PHARMA SAS,Médecin,DELESTRAS CLAIRE MICHELE,03/10/2013,Autre : [Hospitalité Evenement Scientifique],€46,,
NOVARTIS PHARMA SAS,Médecin,DELESTRAS CLAIRE MICHELE,20/03/2014,Repas,€60,,
NOVARTIS PHARMA SAS,Médecin,DELESTRAS CLAIRE MICHELE,25/02/2014,Autre : [Participation Evenement Scientifique],€52,,
NOVARTIS PHARMA SAS,Médecin,DESSAINT JEAN MARIE,09/04/2014,Repas,€16,,
NOVARTIS PHARMA SAS,Médecin,DIAB SAMIA,16/04/2014,Autre : [Participation Evenement Scientifique],€49,,
NOVARTIS PHARMA SAS,Médecin,DIAB SAMIA,31/01/2014,Hébergement,€454,,
NOVARTIS PHARMA SAS,Médecin,DIAB SAMIA,31/01/2014,Transport,€183,,
NOVARTIS PHARMA SAS,Médecin,DIAB SAMIA,31/01/2014,Autre : [Inscription Evenement Scientifique],€200,,
NOVARTIS PHARMA SAS,Médecin,GARREL ERIC,09/04/2014,Autre : [Participation Evenement Scientifique],€51,,
NOVARTIS PHARMA SAS,Médecin,GARREL ERIC,16/04/2014,Autre : [Participation Evenement Scientifique],€36,,
NOVARTIS PHARMA SAS,Médecin,GARREL ERIC,04/09/2013,Autre : [Hospitalité Evenement Scientifique],€40,,
NOVARTIS PHARMA SAS,Médecin,GENELOT SYLVIE,27/05/2014,Repas,€49,,
NOVARTIS PHARMA SAS,Médecin,GENELOT SYLVIE,26/09/2013,Autre : [Hospitalité Evenement Scientifique],€33,,
NOVARTIS PHARMA SAS,Médecin,GENELOT SYLVIE,03/04/2014,Autre : [Participation Evenement Scientifique],€35,,
NOVARTIS PHARMA SAS,Médecin,GIRARD PHILIPPE,03/04/2014,Autre : [Participation Evenement Scientifique],€35,,
NOVARTIS PHARMA SAS,Médecin,GIRARD PHILIPPE,26/09/2013,Autre : [Hospitalité Evenement Scientifique],€33,,
NOVARTIS PHARMA SAS,Médecin,GIREY RANNAUD JANIE,21/03/2014,Hébergement,€480,,
NOVARTIS PHARMA SAS,Médecin,GIREY RANNAUD JANIE,21/03/2014,Transport,€15,,
NOVARTIS PHARMA SAS,Médecin,GIREY RANNAUD JANIE,18/03/2014,Autre : [Participation Evenement Scientifique],€54,,
NOVARTIS PHARMA SAS,Médecin,GIREY RANNAUD JANIE,21/03/2014,Autre : [Participation Evenement Scientifique],€243,,
NOVARTIS PHARMA SAS,Médecin,GIREY RANNAUD JANIE,21/03/2014,Repas,€183,,
NOVARTIS PHARMA SAS,Médecin,GIREY RANNAUD JANIE,21/03/2014,Autre : [Inscription Evenement Scientifique],€612,,
NOVARTIS PHARMA SAS,Médecin,GIREY RANNAUD JANIE,14/10/2013,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,GIREY RANNAUD JANIE,10/02/2014,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,JEANJEAN CLAUDE,14/10/2013,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,JEANJEAN CLAUDE,03/04/2014,Autre : [Participation Evenement Scientifique],€35,,
NOVARTIS PHARMA SAS,Médecin,JEANJEAN CLAUDE,04/11/2013,Repas,€20,,
NOVARTIS PHARMA SAS,Médecin,JEANJEAN CLAUDE,18/03/2014,Autre : [Participation Evenement Scientifique],€54,,
NOVARTIS PHARMA SAS,Médecin,JEANJEAN CLAUDE,13/11/2013,Autre : [Hospitalité Evenement Scientifique],€34,,
NOVARTIS PHARMA SAS,Médecin,JEANJEAN CLAUDE,03/12/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,JEANJEAN CLAUDE,01/02/2014,Repas,€50,,
NOVARTIS PHARMA SAS,Médecin,JEANJEAN CLAUDE,10/02/2014,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,JEANJEAN CLAUDE,19/11/2013,Autre : [Hospitalité Evenement Scientifique],€53,,
NOVARTIS PHARMA SAS,Médecin,KAUFMAN ALAIN,03/10/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,KAUFMAN ALAIN,03/10/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,KUENTZ FRANCOIS,27/11/2013,Repas,€23,,
NOVARTIS PHARMA SAS,Médecin,KUENTZ ROUSSEAUX MARTINE,10/02/2014,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,KUENTZ ROUSSEAUX MARTINE,14/10/2013,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,LOMBARD MARIE CLAIRE,03/10/2013,Autre : [Hospitalité Evenement Scientifique],€46,,
NOVARTIS PHARMA SAS,Médecin,LOMBARD MARIE CLAIRE,25/02/2014,Autre : [Participation Evenement Scientifique],€52,,
NOVARTIS PHARMA SAS,Médecin,MEAULLE FLORENCE,14/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,MEAULLE FLORENCE,15/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,MICHELI GANDY MURIEL,06/12/2013,Autre : [Inscription Evenement Scientifique],€200,,
NOVARTIS PHARMA SAS,Médecin,MICHELI GANDY MURIEL,03/10/2013,Autre : [Hospitalité Evenement Scientifique],€46,,
NOVARTIS PHARMA SAS,Médecin,MICHELI GANDY MURIEL,06/12/2013,Hébergement,€220,,
NOVARTIS PHARMA SAS,Médecin,MICHELI GANDY MURIEL,20/03/2014,Repas,€60,,
NOVARTIS PHARMA SAS,Médecin,MICHELI GANDY MURIEL,20/03/2014,Transport,€199,,
NOVARTIS PHARMA SAS,Médecin,MICHELI GANDY MURIEL,20/03/2014,Hébergement,€440,,
NOVARTIS PHARMA SAS,Médecin,MINISCHETTI VINCENT,27/09/2013,Repas,€30,,
NOVARTIS PHARMA SAS,Médecin,MINISCHETTI VINCENT,04/04/2014,Repas,€44,,
NOVARTIS PHARMA SAS,Médecin,MINISCHETTI VINCENT,31/01/2014,Repas,€34,,
NOVARTIS PHARMA SAS,Médecin,MISTRAL PIERRE,04/07/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,MOTTET AURELIE,17/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,NICOT DELPHINE,19/11/2013,Autre : [Hospitalité Evenement Scientifique],€52,,
NOVARTIS PHARMA SAS,Médecin,NICOT DELPHINE,19/11/2013,Autre : [Hospitalité Evenement Scientifique],€52,,
NOVARTIS PHARMA SAS,Médecin,PANTHOU JEROME,27/05/2014,Repas,€49,,
NOVARTIS PHARMA SAS,Médecin,PANTHOU JEROME,26/09/2013,Autre : [Hospitalité Evenement Scientifique],€33,,
NOVARTIS PHARMA SAS,Médecin,PANTHOU JEROME,03/04/2014,Autre : [Participation Evenement Scientifique],€35,,
NOVARTIS PHARMA SAS,Médecin,PLAINDOUX AGNES,10/02/2014,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,PLAINDOUX AGNES,14/10/2013,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,POTEY MEERA,17/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,POTEY MEERA,03/10/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,RENAULT FREDERIC,28/02/2014,Repas,€30,,
NOVARTIS PHARMA SAS,Médecin,RENAULT FREDERIC,13/06/2014,Repas,€28,,
NOVARTIS PHARMA SAS,Médecin,RENAULT FREDERIC,01/10/2013,Repas,€25,,
NOVARTIS PHARMA SAS,Médecin,RENAULT FREDERIC,05/07/2013,Repas,€26,,
NOVARTIS PHARMA SAS,Médecin,RENAULT FREDERIC,17/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,SEITER MOREAU MARIE,25/11/2013,Repas,€21,,
NOVARTIS PHARMA SAS,Médecin,SENELLART FRANCOIS,15/01/2014,Transport,€296,,
NOVARTIS PHARMA SAS,Médecin,SENELLART FRANCOIS,15/01/2014,Autre : [Inscription Evenement Scientifique],€311,,
NOVARTIS PHARMA SAS,Médecin,SENELLART FRANCOIS,15/01/2014,Hébergement,€470,,
NOVARTIS PHARMA SAS,Médecin,TRICOT MATHILDE,03/12/2013,Autre : [Hospitalité Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,YEM SOKHOM ALAIN,19/11/2013,Autre : [Hospitalité Evenement Scientifique],€52,,
NOVARTIS PHARMA SAS,Médecin,YEM TARANTINI A MARIE,19/03/2014,Repas,€27,,
NOVARTIS PHARMA SAS,Médecin,YEM TARANTINI A MARIE,19/03/2014,Repas,€27,,
NOVARTIS PHARMA SAS,Médecin,YEM TARANTINI A MARIE,03/04/2014,Autre : [Participation Evenement Scientifique],€35,,
NOVARTIS PHARMA SAS,Médecin,ZAMBELLI CLAUDINE,17/09/2013,Autre : [Hospitalité Evenement Scientifique],€52,,
NOVARTIS PHARMA SAS,Médecin,ZAMBELLI CLAUDINE,03/10/2013,Autre : [Hospitalité Evenement Scientifique],€46,,
NOVARTIS PHARMA SAS,Médecin,ZAMBELLI CLAUDINE,30/01/2014,Autre : [Inscription Evenement Scientifique],€180,,
NOVARTIS PHARMA SAS,Médecin,ZAMBELLI CLAUDINE,25/02/2014,Autre : [Participation Evenement Scientifique],€52,,
NOVARTIS PHARMA SAS,Médecin,ZAMBELLI CLAUDINE,30/01/2014,Hébergement,€421,,
NOVARTIS PHARMA SAS,Médecin,ZAMBELLI CLAUDINE,30/01/2014,Autre : [Participation Evenement Scientifique],€48,,
NOVARTIS PHARMA SAS,Médecin,ZAMBELLI CLAUDINE,30/01/2014,Transport,€165,,
NOVARTIS PHARMA SAS,Pharmacien,BARRUT MARIE MARTINE,26/09/2013,Autre : [Hospitalité Evenement Scientifique],€33,,
NOVARTIS PHARMA SAS,Pharmacien,RAMOS GILLES,03/04/2014,Autre : [Participation Evenement Scientifique],€35,,
NOVO NORDISK,Médecin,CHAN THIERRY,11/01/2014,REPAS,€220,,
NOVO NORDISK,Médecin,CHAN THIERRY,11/01/2014,HEBERGEMENT,€117,,
NOVO NORDISK,Médecin,CHAN THIERRY,11/01/2014,TRANSPORT,€232,,
NOVO NORDISK,Médecin,CHAN THIERRY,11/01/2014,TRANSPORT,€232,,
NOVO NORDISK,Médecin,CHAN THIERRY,11/01/2014,REPAS,€220,,
NOVO NORDISK,Médecin,CHAN THIERRY,11/01/2014,TRANSPORT,€12,,
NOVO NORDISK,Médecin,CHAN THIERRY,11/01/2014,HEBERGEMENT,€117,,
NOVO NORDISK,Médecin,CHAN THIERRY,11/01/2014,TRANSPORT,€12,,
NOVO NORDISK,Médecin,GARREL ERIC,11/01/2014,HEBERGEMENT,€117,,
NOVO NORDISK,Médecin,GARREL ERIC,11/01/2014,TRANSPORT,€245,,
NOVO NORDISK,Médecin,GARREL ERIC,11/01/2014,HEBERGEMENT,€117,,
NOVO NORDISK,Médecin,GARREL ERIC,11/01/2014,REPAS,€220,,
NOVO NORDISK,Médecin,GARREL ERIC,11/01/2014,TRANSPORT,€12,,
NOVO NORDISK,Médecin,GARREL ERIC,11/01/2014,TRANSPORT,€12,,
NOVO NORDISK,Médecin,GARREL ERIC,19/10/2013,REPAS,€66,,
NOVO NORDISK,Médecin,GARREL ERIC,19/10/2013,REPAS,€229,,
NOVO NORDISK,Médecin,GARREL ERIC,11/01/2014,TRANSPORT,€245,,
NOVO NORDISK,Médecin,GARREL ERIC,11/01/2014,HEBERGEMENT,€117,,
NOVO NORDISK,Médecin,GENELOT SYLVIE,25/02/2014,REPAS,€21,,
NOVO NORDISK,Médecin,PANTHOU JEROME,25/02/2014,REPAS,€21,,
OCP REPARTITION,Pharmacien,AMBERT EDOUARD,11/12/2013,REPAS,€60,,
OCP REPARTITION,Pharmacien,BARRUT MARIE,16/01/2014,REPAS,€20,,
OCP REPARTITION,Pharmacien,BAUDON NICOLAS,11/12/2013,REPAS,€60,,
OCP REPARTITION,Pharmacien,GOULHOT CHRISTINA,11/12/2013,REPAS,€60,,
OCP REPARTITION,Pharmacien,RAMOS GILLES,15/05/2014,REPAS,€30,,
Ophtalmic Compagnie,Médecin,TOUBOUL JEAN,03/04/2013,Repas,€45,,
